Datum von;(Uhrzeit) von;Zeitzone;(Uhrzeit) bis;Zeitzone;ID AEP in €/MWh
24.03.2024;14:30;CET;14:45;CET;-27,590
24.03.2024;14:45;CET;15:00;CET;-6,230
24.03.2024;15:00;CET;15:15;CET;-13,820
24.03.2024;15:15;CET;15:30;CET;-10,180
24.03.2024;15:30;CET;15:45;CET;-5,330
24.03.2024;15:45;CET;16:00;CET;-3,660
24.03.2024;16:00;CET;16:15;CET;-20,080
24.03.2024;16:15;CET;16:30;CET;18,830
24.03.2024;16:30;CET;16:45;CET;49,170
24.03.2024;16:45;CET;17:00;CET;58,990
24.03.2024;17:00;CET;17:15;CET;3,080
24.03.2024;17:15;CET;17:30;CET;22,320
24.03.2024;17:30;CET;17:45;CET;60,200
24.03.2024;17:45;CET;18:00;CET;74,930
24.03.2024;18:00;CET;18:15;CET;55,630
24.03.2024;18:15;CET;18:30;CET;42,800
24.03.2024;18:30;CET;18:45;CET;60,700
24.03.2024;18:45;CET;19:00;CET;72,320
24.03.2024;19:00;CET;19:15;CET;88,380
24.03.2024;19:15;CET;19:30;CET;69,620
24.03.2024;19:30;CET;19:45;CET;64,480
24.03.2024;19:45;CET;20:00;CET;69,910
24.03.2024;20:00;CET;20:15;CET;74,170
24.03.2024;20:15;CET;20:30;CET;28,260
24.03.2024;20:30;CET;20:45;CET;35,720
24.03.2024;20:45;CET;21:00;CET;3,980
24.03.2024;21:00;CET;21:15;CET;14,550
24.03.2024;21:15;CET;21:30;CET;16,420
24.03.2024;21:30;CET;21:45;CET;41,600
24.03.2024;21:45;CET;22:00;CET;54,680
24.03.2024;22:00;CET;22:15;CET;45,190
24.03.2024;22:15;CET;22:30;CET;61,100
24.03.2024;22:30;CET;22:45;CET;96,100
24.03.2024;22:45;CET;23:00;CET;73,940
24.03.2024;23:00;CET;23:15;CET;51,300
24.03.2024;23:15;CET;23:30;CET;54,760
24.03.2024;23:30;CET;23:45;CET;62,410
24.03.2024;23:45;CET;00:00;CET;89,720
25.03.2024;00:00;CET;00:15;CET;40,000
25.03.2024;00:15;CET;00:30;CET;64,190
25.03.2024;00:30;CET;00:45;CET;54,760
25.03.2024;00:45;CET;01:00;CET;39,260
25.03.2024;01:00;CET;01:15;CET;24,340
25.03.2024;01:15;CET;01:30;CET;35,080
25.03.2024;01:30;CET;01:45;CET;38,940
25.03.2024;01:45;CET;02:00;CET;42,620
25.03.2024;02:00;CET;02:15;CET;53,900
25.03.2024;02:15;CET;02:30;CET;65,650
25.03.2024;02:30;CET;02:45;CET;63,580
25.03.2024;02:45;CET;03:00;CET;73,140
25.03.2024;03:00;CET;03:15;CET;68,170
25.03.2024;03:15;CET;03:30;CET;43,610
25.03.2024;03:30;CET;03:45;CET;41,260
25.03.2024;03:45;CET;04:00;CET;58,290
25.03.2024;04:00;CET;04:15;CET;36,980
25.03.2024;04:15;CET;04:30;CET;54,590
25.03.2024;04:30;CET;04:45;CET;66,930
25.03.2024;04:45;CET;05:00;CET;72,700
25.03.2024;05:00;CET;05:15;CET;40,060
25.03.2024;05:15;CET;05:30;CET;51,700
25.03.2024;05:30;CET;05:45;CET;59,050
25.03.2024;05:45;CET;06:00;CET;69,660
25.03.2024;06:00;CET;06:15;CET;32,420
25.03.2024;06:15;CET;06:30;CET;61,850
25.03.2024;06:30;CET;06:45;CET;100,060
25.03.2024;06:45;CET;07:00;CET;125,580
25.03.2024;07:00;CET;07:15;CET;76,520
25.03.2024;07:15;CET;07:30;CET;67,410
25.03.2024;07:30;CET;07:45;CET;76,280
25.03.2024;07:45;CET;08:00;CET;71,160
25.03.2024;08:00;CET;08:15;CET;95,150
25.03.2024;08:15;CET;08:30;CET;84,270
25.03.2024;08:30;CET;08:45;CET;79,770
25.03.2024;08:45;CET;09:00;CET;73,880
25.03.2024;09:00;CET;09:15;CET;56,470
25.03.2024;09:15;CET;09:30;CET;46,520
25.03.2024;09:30;CET;09:45;CET;30,630
25.03.2024;09:45;CET;10:00;CET;32,300
25.03.2024;10:00;CET;10:15;CET;81,340
25.03.2024;10:15;CET;10:30;CET;83,680
25.03.2024;10:30;CET;10:45;CET;106,210
25.03.2024;10:45;CET;11:00;CET;82,280
25.03.2024;11:00;CET;11:15;CET;74,840
25.03.2024;11:15;CET;11:30;CET;39,430
25.03.2024;11:30;CET;11:45;CET;65,090
25.03.2024;11:45;CET;12:00;CET;54,680
25.03.2024;12:00;CET;12:15;CET;68,620
25.03.2024;12:15;CET;12:30;CET;55,520
25.03.2024;12:30;CET;12:45;CET;49,530
25.03.2024;12:45;CET;13:00;CET;64,410
25.03.2024;13:00;CET;13:15;CET;63,740
25.03.2024;13:15;CET;13:30;CET;44,700
25.03.2024;13:30;CET;13:45;CET;44,600
25.03.2024;13:45;CET;14:00;CET;25,960
25.03.2024;14:00;CET;14:15;CET;7,330
25.03.2024;14:15;CET;14:30;CET;4,150
25.03.2024;14:30;CET;14:45;CET;-1,950
25.03.2024;14:45;CET;15:00;CET;16,240
25.03.2024;15:00;CET;15:15;CET;29,960
25.03.2024;15:15;CET;15:30;CET;38,670
25.03.2024;15:30;CET;15:45;CET;50,950
25.03.2024;15:45;CET;16:00;CET;60,300
25.03.2024;16:00;CET;16:15;CET;42,110
25.03.2024;16:15;CET;16:30;CET;39,860
25.03.2024;16:30;CET;16:45;CET;16,160
25.03.2024;16:45;CET;17:00;CET;62,900
25.03.2024;17:00;CET;17:15;CET;14,440
25.03.2024;17:15;CET;17:30;CET;4,110
25.03.2024;17:30;CET;17:45;CET;64,280
25.03.2024;17:45;CET;18:00;CET;224,260
25.03.2024;18:00;CET;18:15;CET;111,530
25.03.2024;18:15;CET;18:30;CET;101,580
25.03.2024;18:30;CET;18:45;CET;154,230
25.03.2024;18:45;CET;19:00;CET;270,680
25.03.2024;19:00;CET;19:15;CET;169,180
25.03.2024;19:15;CET;19:30;CET;131,110
25.03.2024;19:30;CET;19:45;CET;89,360
25.03.2024;19:45;CET;20:00;CET;70,190
25.03.2024;20:00;CET;20:15;CET;91,960
25.03.2024;20:15;CET;20:30;CET;73,210
25.03.2024;20:30;CET;20:45;CET;69,740
25.03.2024;20:45;CET;21:00;CET;59,110
25.03.2024;21:00;CET;21:15;CET;52,360
25.03.2024;21:15;CET;21:30;CET;41,860
25.03.2024;21:30;CET;21:45;CET;51,070
25.03.2024;21:45;CET;22:00;CET;57,830
25.03.2024;22:00;CET;22:15;CET;76,920
25.03.2024;22:15;CET;22:30;CET;64,370
25.03.2024;22:30;CET;22:45;CET;66,690
25.03.2024;22:45;CET;23:00;CET;60,280
25.03.2024;23:00;CET;23:15;CET;70,180
25.03.2024;23:15;CET;23:30;CET;75,960
25.03.2024;23:30;CET;23:45;CET;65,580
25.03.2024;23:45;CET;00:00;CET;58,300
26.03.2024;00:00;CET;00:15;CET;88,560
26.03.2024;00:15;CET;00:30;CET;80,660
26.03.2024;00:30;CET;00:45;CET;63,260
26.03.2024;00:45;CET;01:00;CET;56,010
26.03.2024;01:00;CET;01:15;CET;72,850
26.03.2024;01:15;CET;01:30;CET;75,980
26.03.2024;01:30;CET;01:45;CET;73,460
26.03.2024;01:45;CET;02:00;CET;64,030
26.03.2024;02:00;CET;02:15;CET;82,150
26.03.2024;02:15;CET;02:30;CET;58,100
26.03.2024;02:30;CET;02:45;CET;49,450
26.03.2024;02:45;CET;03:00;CET;43,550
26.03.2024;03:00;CET;03:15;CET;54,150
26.03.2024;03:15;CET;03:30;CET;53,550
26.03.2024;03:30;CET;03:45;CET;51,270
26.03.2024;03:45;CET;04:00;CET;56,670
26.03.2024;04:00;CET;04:15;CET;71,780
26.03.2024;04:15;CET;04:30;CET;69,470
26.03.2024;04:30;CET;04:45;CET;59,400
26.03.2024;04:45;CET;05:00;CET;63,260
26.03.2024;05:00;CET;05:15;CET;48,410
26.03.2024;05:15;CET;05:30;CET;47,480
26.03.2024;05:30;CET;05:45;CET;65,580
26.03.2024;05:45;CET;06:00;CET;78,840
26.03.2024;06:00;CET;06:15;CET;63,140
26.03.2024;06:15;CET;06:30;CET;66,910
26.03.2024;06:30;CET;06:45;CET;66,870
26.03.2024;06:45;CET;07:00;CET;62,880
26.03.2024;07:00;CET;07:15;CET;76,970
26.03.2024;07:15;CET;07:30;CET;67,440
26.03.2024;07:30;CET;07:45;CET;79,020
26.03.2024;07:45;CET;08:00;CET;83,220
26.03.2024;08:00;CET;08:15;CET;94,660
26.03.2024;08:15;CET;08:30;CET;117,100
26.03.2024;08:30;CET;08:45;CET;100,380
26.03.2024;08:45;CET;09:00;CET;113,000
26.03.2024;09:00;CET;09:15;CET;103,640
26.03.2024;09:15;CET;09:30;CET;62,190
26.03.2024;09:30;CET;09:45;CET;98,030
26.03.2024;09:45;CET;10:00;CET;99,850
26.03.2024;10:00;CET;10:15;CET;74,840
26.03.2024;10:15;CET;10:30;CET;109,150
26.03.2024;10:30;CET;10:45;CET;90,880
26.03.2024;10:45;CET;11:00;CET;103,550
26.03.2024;11:00;CET;11:15;CET;127,660
26.03.2024;11:15;CET;11:30;CET;75,920
26.03.2024;11:30;CET;11:45;CET;135,750
26.03.2024;11:45;CET;12:00;CET;126,900
26.03.2024;12:00;CET;12:15;CET;112,130
26.03.2024;12:15;CET;12:30;CET;149,870
26.03.2024;12:30;CET;12:45;CET;131,200
26.03.2024;12:45;CET;13:00;CET;83,460
26.03.2024;13:00;CET;13:15;CET;69,700
26.03.2024;13:15;CET;13:30;CET;82,710
26.03.2024;13:30;CET;13:45;CET;71,990
26.03.2024;13:45;CET;14:00;CET;56,450
26.03.2024;14:00;CET;14:15;CET;19,170
26.03.2024;14:15;CET;14:30;CET;181,950
26.03.2024;14:30;CET;14:45;CET;105,150
26.03.2024;14:45;CET;15:00;CET;77,360
26.03.2024;15:00;CET;15:15;CET;72,250
26.03.2024;15:15;CET;15:30;CET;114,050
26.03.2024;15:30;CET;15:45;CET;86,530
26.03.2024;15:45;CET;16:00;CET;138,610
26.03.2024;16:00;CET;16:15;CET;46,540
26.03.2024;16:15;CET;16:30;CET;51,300
26.03.2024;16:30;CET;16:45;CET;51,350
26.03.2024;16:45;CET;17:00;CET;47,310
26.03.2024;17:00;CET;17:15;CET;68,730
26.03.2024;17:15;CET;17:30;CET;70,850
26.03.2024;17:30;CET;17:45;CET;103,080
26.03.2024;17:45;CET;18:00;CET;156,160
26.03.2024;18:00;CET;18:15;CET;196,210
26.03.2024;18:15;CET;18:30;CET;279,410
26.03.2024;18:30;CET;18:45;CET;321,270
26.03.2024;18:45;CET;19:00;CET;420,990
26.03.2024;19:00;CET;19:15;CET;359,460
26.03.2024;19:15;CET;19:30;CET;245,710
26.03.2024;19:30;CET;19:45;CET;178,180
26.03.2024;19:45;CET;20:00;CET;76,760
26.03.2024;20:00;CET;20:15;CET;85,070
26.03.2024;20:15;CET;20:30;CET;67,020
26.03.2024;20:30;CET;20:45;CET;73,980
26.03.2024;20:45;CET;21:00;CET;67,350
26.03.2024;21:00;CET;21:15;CET;86,730
26.03.2024;21:15;CET;21:30;CET;95,060
26.03.2024;21:30;CET;21:45;CET;111,920
26.03.2024;21:45;CET;22:00;CET;180,600
26.03.2024;22:00;CET;22:15;CET;146,990
26.03.2024;22:15;CET;22:30;CET;112,040
26.03.2024;22:30;CET;22:45;CET;75,660
26.03.2024;22:45;CET;23:00;CET;45,410
26.03.2024;23:00;CET;23:15;CET;80,040
26.03.2024;23:15;CET;23:30;CET;61,350
26.03.2024;23:30;CET;23:45;CET;65,080
26.03.2024;23:45;CET;00:00;CET;74,980
27.03.2024;00:00;CET;00:15;CET;55,230
27.03.2024;00:15;CET;00:30;CET;51,310
27.03.2024;00:30;CET;00:45;CET;46,840
27.03.2024;00:45;CET;01:00;CET;53,680
27.03.2024;01:00;CET;01:15;CET;65,700
27.03.2024;01:15;CET;01:30;CET;66,910
27.03.2024;01:30;CET;01:45;CET;66,850
27.03.2024;01:45;CET;02:00;CET;63,760
27.03.2024;02:00;CET;02:15;CET;54,790
27.03.2024;02:15;CET;02:30;CET;56,560
27.03.2024;02:30;CET;02:45;CET;74,700
27.03.2024;02:45;CET;03:00;CET;72,580
27.03.2024;03:00;CET;03:15;CET;67,690
27.03.2024;03:15;CET;03:30;CET;74,300
27.03.2024;03:30;CET;03:45;CET;81,760
27.03.2024;03:45;CET;04:00;CET;66,490
27.03.2024;04:00;CET;04:15;CET;58,060
27.03.2024;04:15;CET;04:30;CET;79,170
27.03.2024;04:30;CET;04:45;CET;60,020
27.03.2024;04:45;CET;05:00;CET;81,800
27.03.2024;05:00;CET;05:15;CET;68,690
27.03.2024;05:15;CET;05:30;CET;86,470
27.03.2024;05:30;CET;05:45;CET;102,870
27.03.2024;05:45;CET;06:00;CET;122,270
27.03.2024;06:00;CET;06:15;CET;170,090
27.03.2024;06:15;CET;06:30;CET;279,370
27.03.2024;06:30;CET;06:45;CET;760,550
27.03.2024;06:45;CET;07:00;CET;474,760
27.03.2024;07:00;CET;07:15;CET;175,400
27.03.2024;07:15;CET;07:30;CET;69,780
27.03.2024;07:30;CET;07:45;CET;116,300
27.03.2024;07:45;CET;08:00;CET;124,210
27.03.2024;08:00;CET;08:15;CET;194,270
27.03.2024;08:15;CET;08:30;CET;193,030
27.03.2024;08:30;CET;08:45;CET;146,380
27.03.2024;08:45;CET;09:00;CET;123,760
27.03.2024;09:00;CET;09:15;CET;101,460
27.03.2024;09:15;CET;09:30;CET;70,350
27.03.2024;09:30;CET;09:45;CET;46,120
27.03.2024;09:45;CET;10:00;CET;13,510
27.03.2024;10:00;CET;10:15;CET;74,300
27.03.2024;10:15;CET;10:30;CET;57,370
27.03.2024;10:30;CET;10:45;CET;43,720
27.03.2024;10:45;CET;11:00;CET;8,090
27.03.2024;11:00;CET;11:15;CET;53,850
27.03.2024;11:15;CET;11:30;CET;66,090
27.03.2024;11:30;CET;11:45;CET;154,510
27.03.2024;11:45;CET;12:00;CET;150,620
27.03.2024;12:00;CET;12:15;CET;107,430
27.03.2024;12:15;CET;12:30;CET;56,920
27.03.2024;12:30;CET;12:45;CET;63,470
27.03.2024;12:45;CET;13:00;CET;45,370
27.03.2024;13:00;CET;13:15;CET;-46,300
27.03.2024;13:15;CET;13:30;CET;23,460
27.03.2024;13:30;CET;13:45;CET;58,190
27.03.2024;13:45;CET;14:00;CET;44,530
27.03.2024;14:00;CET;14:15;CET;61,870
27.03.2024;14:15;CET;14:30;CET;115,300
27.03.2024;14:30;CET;14:45;CET;107,680
27.03.2024;14:45;CET;15:00;CET;108,980
27.03.2024;15:00;CET;15:15;CET;85,590
27.03.2024;15:15;CET;15:30;CET;108,540
27.03.2024;15:30;CET;15:45;CET;108,000
27.03.2024;15:45;CET;16:00;CET;129,560
27.03.2024;16:00;CET;16:15;CET;89,490
27.03.2024;16:15;CET;16:30;CET;101,820
27.03.2024;16:30;CET;16:45;CET;98,890
27.03.2024;16:45;CET;17:00;CET;114,240
27.03.2024;17:00;CET;17:15;CET;76,130
27.03.2024;17:15;CET;17:30;CET;71,200
27.03.2024;17:30;CET;17:45;CET;96,120
27.03.2024;17:45;CET;18:00;CET;111,050
27.03.2024;18:00;CET;18:15;CET;97,820
27.03.2024;18:15;CET;18:30;CET;96,430
27.03.2024;18:30;CET;18:45;CET;106,910
27.03.2024;18:45;CET;19:00;CET;105,370
27.03.2024;19:00;CET;19:15;CET;105,830
27.03.2024;19:15;CET;19:30;CET;111,200
27.03.2024;19:30;CET;19:45;CET;116,740
27.03.2024;19:45;CET;20:00;CET;122,890
27.03.2024;20:00;CET;20:15;CET;154,890
27.03.2024;20:15;CET;20:30;CET;184,470
27.03.2024;20:30;CET;20:45;CET;170,950
27.03.2024;20:45;CET;21:00;CET;199,180
27.03.2024;21:00;CET;21:15;CET;359,830
27.03.2024;21:15;CET;21:30;CET;336,480
27.03.2024;21:30;CET;21:45;CET;198,820
27.03.2024;21:45;CET;22:00;CET;172,690
27.03.2024;22:00;CET;22:15;CET;150,520
27.03.2024;22:15;CET;22:30;CET;99,010
27.03.2024;22:30;CET;22:45;CET;76,520
27.03.2024;22:45;CET;23:00;CET;104,080
27.03.2024;23:00;CET;23:15;CET;100,650
27.03.2024;23:15;CET;23:30;CET;73,350
27.03.2024;23:30;CET;23:45;CET;72,730
27.03.2024;23:45;CET;00:00;CET;67,460
28.03.2024;00:00;CET;00:15;CET;113,450
28.03.2024;00:15;CET;00:30;CET;92,380
28.03.2024;00:30;CET;00:45;CET;103,150
28.03.2024;00:45;CET;01:00;CET;99,040
28.03.2024;01:00;CET;01:15;CET;149,410
28.03.2024;01:15;CET;01:30;CET;131,400
28.03.2024;01:30;CET;01:45;CET;121,160
28.03.2024;01:45;CET;02:00;CET;104,790
28.03.2024;02:00;CET;02:15;CET;92,540
28.03.2024;02:15;CET;02:30;CET;105,180
28.03.2024;02:30;CET;02:45;CET;123,900
28.03.2024;02:45;CET;03:00;CET;94,730
28.03.2024;03:00;CET;03:15;CET;91,820
28.03.2024;03:15;CET;03:30;CET;65,790
28.03.2024;03:30;CET;03:45;CET;46,300
28.03.2024;03:45;CET;04:00;CET;12,080
28.03.2024;04:00;CET;04:15;CET;36,480
28.03.2024;04:15;CET;04:30;CET;2,300
28.03.2024;04:30;CET;04:45;CET;13,590
28.03.2024;04:45;CET;05:00;CET;53,260
28.03.2024;05:00;CET;05:15;CET;47,350
28.03.2024;05:15;CET;05:30;CET;24,920
28.03.2024;05:30;CET;05:45;CET;31,830
28.03.2024;05:45;CET;06:00;CET;63,740
28.03.2024;06:00;CET;06:15;CET;49,050
28.03.2024;06:15;CET;06:30;CET;52,790
28.03.2024;06:30;CET;06:45;CET;64,170
28.03.2024;06:45;CET;07:00;CET;39,790
28.03.2024;07:00;CET;07:15;CET;38,020
28.03.2024;07:15;CET;07:30;CET;33,540
28.03.2024;07:30;CET;07:45;CET;54,300
28.03.2024;07:45;CET;08:00;CET;83,780
28.03.2024;08:00;CET;08:15;CET;116,120
28.03.2024;08:15;CET;08:30;CET;112,290
28.03.2024;08:30;CET;08:45;CET;106,260
28.03.2024;08:45;CET;09:00;CET;79,050
28.03.2024;09:00;CET;09:15;CET;73,210
28.03.2024;09:15;CET;09:30;CET;79,990
28.03.2024;09:30;CET;09:45;CET;58,320
28.03.2024;09:45;CET;10:00;CET;82,040
28.03.2024;10:00;CET;10:15;CET;70,420
28.03.2024;10:15;CET;10:30;CET;238,410
28.03.2024;10:30;CET;10:45;CET;340,200
28.03.2024;10:45;CET;11:00;CET;61,890
28.03.2024;11:00;CET;11:15;CET;90,600
28.03.2024;11:15;CET;11:30;CET;36,120
28.03.2024;11:30;CET;11:45;CET;34,430
28.03.2024;11:45;CET;12:00;CET;47,380
28.03.2024;12:00;CET;12:15;CET;79,560
28.03.2024;12:15;CET;12:30;CET;103,100
28.03.2024;12:30;CET;12:45;CET;94,790
28.03.2024;12:45;CET;13:00;CET;54,330
28.03.2024;13:00;CET;13:15;CET;27,000
28.03.2024;13:15;CET;13:30;CET;61,850
28.03.2024;13:30;CET;13:45;CET;68,520
28.03.2024;13:45;CET;14:00;CET;-9,970
28.03.2024;14:00;CET;14:15;CET;-5,340
28.03.2024;14:15;CET;14:30;CET;-5,980
28.03.2024;14:30;CET;14:45;CET;-18,820
28.03.2024;14:45;CET;15:00;CET;-17,820
28.03.2024;15:00;CET;15:15;CET;-37,000
28.03.2024;15:15;CET;15:30;CET;-9,810
28.03.2024;15:30;CET;15:45;CET;28,220
28.03.2024;15:45;CET;16:00;CET;66,180
28.03.2024;16:00;CET;16:15;CET;-3,940
28.03.2024;16:15;CET;16:30;CET;31,430
28.03.2024;16:30;CET;16:45;CET;65,440
28.03.2024;16:45;CET;17:00;CET;76,320
28.03.2024;17:00;CET;17:15;CET;12,600
28.03.2024;17:15;CET;17:30;CET;18,070
28.03.2024;17:30;CET;17:45;CET;4,800
28.03.2024;17:45;CET;18:00;CET;34,420
28.03.2024;18:00;CET;18:15;CET;25,520
28.03.2024;18:15;CET;18:30;CET;64,620
28.03.2024;18:30;CET;18:45;CET;85,500
28.03.2024;18:45;CET;19:00;CET;191,480
28.03.2024;19:00;CET;19:15;CET;65,840
28.03.2024;19:15;CET;19:30;CET;68,780
28.03.2024;19:30;CET;19:45;CET;82,230
28.03.2024;19:45;CET;20:00;CET;73,350
28.03.2024;20:00;CET;20:15;CET;85,500
28.03.2024;20:15;CET;20:30;CET;95,110
28.03.2024;20:30;CET;20:45;CET;32,520
28.03.2024;20:45;CET;21:00;CET;5,750
28.03.2024;21:00;CET;21:15;CET;42,570
28.03.2024;21:15;CET;21:30;CET;38,560
28.03.2024;21:30;CET;21:45;CET;101,000
28.03.2024;21:45;CET;22:00;CET;86,370
28.03.2024;22:00;CET;22:15;CET;154,390
28.03.2024;22:15;CET;22:30;CET;135,400
28.03.2024;22:30;CET;22:45;CET;51,780
28.03.2024;22:45;CET;23:00;CET;31,600
28.03.2024;23:00;CET;23:15;CET;30,860
28.03.2024;23:15;CET;23:30;CET;-2,170
28.03.2024;23:30;CET;23:45;CET;0,760
28.03.2024;23:45;CET;00:00;CET;3,680
29.03.2024;00:00;CET;00:15;CET;247,450
29.03.2024;00:15;CET;00:30;CET;98,970
29.03.2024;00:30;CET;00:45;CET;34,980
29.03.2024;00:45;CET;01:00;CET;3,340
29.03.2024;01:00;CET;01:15;CET;21,080
29.03.2024;01:15;CET;01:30;CET;4,400
29.03.2024;01:30;CET;01:45;CET;-1,620
29.03.2024;01:45;CET;02:00;CET;15,590
29.03.2024;02:00;CET;02:15;CET;30,020
29.03.2024;02:15;CET;02:30;CET;23,570
29.03.2024;02:30;CET;02:45;CET;39,820
29.03.2024;02:45;CET;03:00;CET;53,460
29.03.2024;03:00;CET;03:15;CET;30,620
29.03.2024;03:15;CET;03:30;CET;21,890
29.03.2024;03:30;CET;03:45;CET;13,480
29.03.2024;03:45;CET;04:00;CET;1,780
29.03.2024;04:00;CET;04:15;CET;6,630
29.03.2024;04:15;CET;04:30;CET;-0,460
29.03.2024;04:30;CET;04:45;CET;0,220
29.03.2024;04:45;CET;05:00;CET;-6,740
29.03.2024;05:00;CET;05:15;CET;-0,700
29.03.2024;05:15;CET;05:30;CET;-0,270
29.03.2024;05:30;CET;05:45;CET;5,230
29.03.2024;05:45;CET;06:00;CET;8,540
29.03.2024;06:00;CET;06:15;CET;0,610
29.03.2024;06:15;CET;06:30;CET;23,160
29.03.2024;06:30;CET;06:45;CET;15,530
29.03.2024;06:45;CET;07:00;CET;-0,370
29.03.2024;07:00;CET;07:15;CET;-1,800
29.03.2024;07:15;CET;07:30;CET;1,740
29.03.2024;07:30;CET;07:45;CET;9,510
29.03.2024;07:45;CET;08:00;CET;10,640
29.03.2024;08:00;CET;08:15;CET;-3,740
29.03.2024;08:15;CET;08:30;CET;1,490
29.03.2024;08:30;CET;08:45;CET;4,020
29.03.2024;08:45;CET;09:00;CET;-5,540
29.03.2024;09:00;CET;09:15;CET;-1,610
29.03.2024;09:15;CET;09:30;CET;-16,020
29.03.2024;09:30;CET;09:45;CET;-20,100
29.03.2024;09:45;CET;10:00;CET;-19,160
29.03.2024;10:00;CET;10:15;CET;-35,790
29.03.2024;10:15;CET;10:30;CET;-16,390
29.03.2024;10:30;CET;10:45;CET;-10,610
29.03.2024;10:45;CET;11:00;CET;-9,690
29.03.2024;11:00;CET;11:15;CET;-49,540
29.03.2024;11:15;CET;11:30;CET;-24,510
29.03.2024;11:30;CET;11:45;CET;-28,080
29.03.2024;11:45;CET;12:00;CET;-34,670
29.03.2024;12:00;CET;12:15;CET;-25,070
29.03.2024;12:15;CET;12:30;CET;-7,170
29.03.2024;12:30;CET;12:45;CET;-21,900
29.03.2024;12:45;CET;13:00;CET;-35,900
29.03.2024;13:00;CET;13:15;CET;-26,870
29.03.2024;13:15;CET;13:30;CET;-10,530
29.03.2024;13:30;CET;13:45;CET;-24,130
29.03.2024;13:45;CET;14:00;CET;-13,170
29.03.2024;14:00;CET;14:15;CET;-55,010
29.03.2024;14:15;CET;14:30;CET;-38,560
29.03.2024;14:30;CET;14:45;CET;-45,100
29.03.2024;14:45;CET;15:00;CET;-26,980
29.03.2024;15:00;CET;15:15;CET;-16,760
29.03.2024;15:15;CET;15:30;CET;49,260
29.03.2024;15:30;CET;15:45;CET;35,670
29.03.2024;15:45;CET;16:00;CET;106,600
29.03.2024;16:00;CET;16:15;CET;98,090
29.03.2024;16:15;CET;16:30;CET;81,590
29.03.2024;16:30;CET;16:45;CET;81,320
29.03.2024;16:45;CET;17:00;CET;105,160
29.03.2024;17:00;CET;17:15;CET;95,010
29.03.2024;17:15;CET;17:30;CET;110,550
29.03.2024;17:30;CET;17:45;CET;224,460
29.03.2024;17:45;CET;18:00;CET;836,720
29.03.2024;18:00;CET;18:15;CET;94,580
29.03.2024;18:15;CET;18:30;CET;79,340
29.03.2024;18:30;CET;18:45;CET;118,570
29.03.2024;18:45;CET;19:00;CET;121,870
29.03.2024;19:00;CET;19:15;CET;157,500
29.03.2024;19:15;CET;19:30;CET;262,620
29.03.2024;19:30;CET;19:45;CET;317,940
29.03.2024;19:45;CET;20:00;CET;211,880
29.03.2024;20:00;CET;20:15;CET;676,850
29.03.2024;20:15;CET;20:30;CET;295,750
29.03.2024;20:30;CET;20:45;CET;211,850
29.03.2024;20:45;CET;21:00;CET;169,680
29.03.2024;21:00;CET;21:15;CET;106,540
29.03.2024;21:15;CET;21:30;CET;45,670
29.03.2024;21:30;CET;21:45;CET;33,570
29.03.2024;21:45;CET;22:00;CET;6,250
29.03.2024;22:00;CET;22:15;CET;71,790
29.03.2024;22:15;CET;22:30;CET;60,450
29.03.2024;22:30;CET;22:45;CET;69,110
29.03.2024;22:45;CET;23:00;CET;69,940
29.03.2024;23:00;CET;23:15;CET;82,480
29.03.2024;23:15;CET;23:30;CET;82,790
29.03.2024;23:30;CET;23:45;CET;104,530
29.03.2024;23:45;CET;00:00;CET;110,720
30.03.2024;00:00;CET;00:15;CET;167,320
30.03.2024;00:15;CET;00:30;CET;132,630
30.03.2024;00:30;CET;00:45;CET;95,520
30.03.2024;00:45;CET;01:00;CET;62,940
30.03.2024;01:00;CET;01:15;CET;58,290
30.03.2024;01:15;CET;01:30;CET;52,600
30.03.2024;01:30;CET;01:45;CET;62,530
30.03.2024;01:45;CET;02:00;CET;77,810
30.03.2024;02:00;CET;02:15;CET;83,910
30.03.2024;02:15;CET;02:30;CET;84,630
30.03.2024;02:30;CET;02:45;CET;97,780
30.03.2024;02:45;CET;03:00;CET;93,370
30.03.2024;03:00;CET;03:15;CET;66,650
30.03.2024;03:15;CET;03:30;CET;49,530
30.03.2024;03:30;CET;03:45;CET;36,080
30.03.2024;03:45;CET;04:00;CET;43,200
30.03.2024;04:00;CET;04:15;CET;45,340
30.03.2024;04:15;CET;04:30;CET;46,020
30.03.2024;04:30;CET;04:45;CET;46,710
30.03.2024;04:45;CET;05:00;CET;75,440
30.03.2024;05:00;CET;05:15;CET;84,780
30.03.2024;05:15;CET;05:30;CET;82,120
30.03.2024;05:30;CET;05:45;CET;98,570
30.03.2024;05:45;CET;06:00;CET;130,220
30.03.2024;06:00;CET;06:15;CET;111,790
30.03.2024;06:15;CET;06:30;CET;69,810
30.03.2024;06:30;CET;06:45;CET;57,320
30.03.2024;06:45;CET;07:00;CET;40,270
30.03.2024;07:00;CET;07:15;CET;79,890
30.03.2024;07:15;CET;07:30;CET;149,220
30.03.2024;07:30;CET;07:45;CET;208,120
30.03.2024;07:45;CET;08:00;CET;106,370
30.03.2024;08:00;CET;08:15;CET;136,670
30.03.2024;08:15;CET;08:30;CET;124,490
30.03.2024;08:30;CET;08:45;CET;205,890
30.03.2024;08:45;CET;09:00;CET;188,260
30.03.2024;09:00;CET;09:15;CET;126,330
