Datum von;(Uhrzeit) von;Zeitzone;(Uhrzeit) bis;Zeitzone;ID AEP in €/MWh
20.08.2024;07:00;CEST;07:15;CEST;114,650
20.08.2024;07:15;CEST;07:30;CEST;102,460
20.08.2024;07:30;CEST;07:45;CEST;85,720
20.08.2024;07:45;CEST;08:00;CEST;102,880
20.08.2024;08:00;CEST;08:15;CEST;120,880
20.08.2024;08:15;CEST;08:30;CEST;116,600
20.08.2024;08:30;CEST;08:45;CEST;104,960
20.08.2024;08:45;CEST;09:00;CEST;126,070
20.08.2024;09:00;CEST;09:15;CEST;108,830
20.08.2024;09:15;CEST;09:30;CEST;122,970
20.08.2024;09:30;CEST;09:45;CEST;122,420
20.08.2024;09:45;CEST;10:00;CEST;72,520
20.08.2024;10:00;CEST;10:15;CEST;108,240
20.08.2024;10:15;CEST;10:30;CEST;88,350
20.08.2024;10:30;CEST;10:45;CEST;91,590
20.08.2024;10:45;CEST;11:00;CEST;113,060
20.08.2024;11:00;CEST;11:15;CEST;112,720
20.08.2024;11:15;CEST;11:30;CEST;98,360
20.08.2024;11:30;CEST;11:45;CEST;77,890
20.08.2024;11:45;CEST;12:00;CEST;12,900
20.08.2024;12:00;CEST;12:15;CEST;44,200
20.08.2024;12:15;CEST;12:30;CEST;41,470
20.08.2024;12:30;CEST;12:45;CEST;11,600
20.08.2024;12:45;CEST;13:00;CEST;9,300
20.08.2024;13:00;CEST;13:15;CEST;37,920
20.08.2024;13:15;CEST;13:30;CEST;-5,170
20.08.2024;13:30;CEST;13:45;CEST;11,900
20.08.2024;13:45;CEST;14:00;CEST;15,420
20.08.2024;14:00;CEST;14:15;CEST;-16,500
20.08.2024;14:15;CEST;14:30;CEST;-4,080
20.08.2024;14:30;CEST;14:45;CEST;49,880
20.08.2024;14:45;CEST;15:00;CEST;85,820
20.08.2024;15:00;CEST;15:15;CEST;31,780
20.08.2024;15:15;CEST;15:30;CEST;95,140
20.08.2024;15:30;CEST;15:45;CEST;70,660
20.08.2024;15:45;CEST;16:00;CEST;86,720
20.08.2024;16:00;CEST;16:15;CEST;74,390
20.08.2024;16:15;CEST;16:30;CEST;63,480
20.08.2024;16:30;CEST;16:45;CEST;66,650
20.08.2024;16:45;CEST;17:00;CEST;29,690
20.08.2024;17:00;CEST;17:15;CEST;70,600
20.08.2024;17:15;CEST;17:30;CEST;98,090
20.08.2024;17:30;CEST;17:45;CEST;103,830
20.08.2024;17:45;CEST;18:00;CEST;92,550
20.08.2024;18:00;CEST;18:15;CEST;76,990
20.08.2024;18:15;CEST;18:30;CEST;105,850
20.08.2024;18:30;CEST;18:45;CEST;118,690
20.08.2024;18:45;CEST;19:00;CEST;128,090
20.08.2024;19:00;CEST;19:15;CEST;118,330
20.08.2024;19:15;CEST;19:30;CEST;140,600
20.08.2024;19:30;CEST;19:45;CEST;231,640
20.08.2024;19:45;CEST;20:00;CEST;443,390
20.08.2024;20:00;CEST;20:15;CEST;286,840
20.08.2024;20:15;CEST;20:30;CEST;171,230
20.08.2024;20:30;CEST;20:45;CEST;160,340
20.08.2024;20:45;CEST;21:00;CEST;120,930
20.08.2024;21:00;CEST;21:15;CEST;266,180
20.08.2024;21:15;CEST;21:30;CEST;203,320
20.08.2024;21:30;CEST;21:45;CEST;171,720
20.08.2024;21:45;CEST;22:00;CEST;124,420
20.08.2024;22:00;CEST;22:15;CEST;124,980
20.08.2024;22:15;CEST;22:30;CEST;106,440
20.08.2024;22:30;CEST;22:45;CEST;96,250
20.08.2024;22:45;CEST;23:00;CEST;90,130
20.08.2024;23:00;CEST;23:15;CEST;111,300
20.08.2024;23:15;CEST;23:30;CEST;71,920
20.08.2024;23:30;CEST;23:45;CEST;57,060
20.08.2024;23:45;CEST;00:00;CEST;81,220
21.08.2024;00:00;CEST;00:15;CEST;96,480
21.08.2024;00:15;CEST;00:30;CEST;62,230
21.08.2024;00:30;CEST;00:45;CEST;76,730
21.08.2024;00:45;CEST;01:00;CEST;74,470
21.08.2024;01:00;CEST;01:15;CEST;108,170
21.08.2024;01:15;CEST;01:30;CEST;101,550
21.08.2024;01:30;CEST;01:45;CEST;85,750
21.08.2024;01:45;CEST;02:00;CEST;42,600
21.08.2024;02:00;CEST;02:15;CEST;86,300
21.08.2024;02:15;CEST;02:30;CEST;62,300
21.08.2024;02:30;CEST;02:45;CEST;63,860
21.08.2024;02:45;CEST;03:00;CEST;76,940
21.08.2024;03:00;CEST;03:15;CEST;98,580
21.08.2024;03:15;CEST;03:30;CEST;112,210
21.08.2024;03:30;CEST;03:45;CEST;81,890
21.08.2024;03:45;CEST;04:00;CEST;74,220
21.08.2024;04:00;CEST;04:15;CEST;108,780
21.08.2024;04:15;CEST;04:30;CEST;66,670
21.08.2024;04:30;CEST;04:45;CEST;69,390
21.08.2024;04:45;CEST;05:00;CEST;90,400
21.08.2024;05:00;CEST;05:15;CEST;86,180
21.08.2024;05:15;CEST;05:30;CEST;129,760
21.08.2024;05:30;CEST;05:45;CEST;109,820
21.08.2024;05:45;CEST;06:00;CEST;117,820
21.08.2024;06:00;CEST;06:15;CEST;86,400
21.08.2024;06:15;CEST;06:30;CEST;85,360
21.08.2024;06:30;CEST;06:45;CEST;62,420
21.08.2024;06:45;CEST;07:00;CEST;72,620
21.08.2024;07:00;CEST;07:15;CEST;86,360
21.08.2024;07:15;CEST;07:30;CEST;144,630
21.08.2024;07:30;CEST;07:45;CEST;187,150
21.08.2024;07:45;CEST;08:00;CEST;107,440
21.08.2024;08:00;CEST;08:15;CEST;100,760
21.08.2024;08:15;CEST;08:30;CEST;30,360
21.08.2024;08:30;CEST;08:45;CEST;28,350
21.08.2024;08:45;CEST;09:00;CEST;-2,730
21.08.2024;09:00;CEST;09:15;CEST;101,670
21.08.2024;09:15;CEST;09:30;CEST;360,740
21.08.2024;09:30;CEST;09:45;CEST;127,560
21.08.2024;09:45;CEST;10:00;CEST;6,150
21.08.2024;10:00;CEST;10:15;CEST;266,770
21.08.2024;10:15;CEST;10:30;CEST;48,370
21.08.2024;10:30;CEST;10:45;CEST;6,200
21.08.2024;10:45;CEST;11:00;CEST;-10,650
21.08.2024;11:00;CEST;11:15;CEST;31,040
21.08.2024;11:15;CEST;11:30;CEST;115,260
21.08.2024;11:30;CEST;11:45;CEST;18,480
21.08.2024;11:45;CEST;12:00;CEST;19,880
21.08.2024;12:00;CEST;12:15;CEST;7,630
21.08.2024;12:15;CEST;12:30;CEST;-2,540
21.08.2024;12:30;CEST;12:45;CEST;-2,530
21.08.2024;12:45;CEST;13:00;CEST;-2,350
21.08.2024;13:00;CEST;13:15;CEST;0,720
21.08.2024;13:15;CEST;13:30;CEST;-0,960
21.08.2024;13:30;CEST;13:45;CEST;-1,750
21.08.2024;13:45;CEST;14:00;CEST;-7,400
21.08.2024;14:00;CEST;14:15;CEST;-5,510
21.08.2024;14:15;CEST;14:30;CEST;-6,980
21.08.2024;14:30;CEST;14:45;CEST;-6,270
21.08.2024;14:45;CEST;15:00;CEST;-6,840
21.08.2024;15:00;CEST;15:15;CEST;-11,400
21.08.2024;15:15;CEST;15:30;CEST;-5,170
21.08.2024;15:30;CEST;15:45;CEST;-2,250
21.08.2024;15:45;CEST;16:00;CEST;0,250
21.08.2024;16:00;CEST;16:15;CEST;-17,560
21.08.2024;16:15;CEST;16:30;CEST;-8,500
21.08.2024;16:30;CEST;16:45;CEST;-2,670
21.08.2024;16:45;CEST;17:00;CEST;2,780
21.08.2024;17:00;CEST;17:15;CEST;-9,510
21.08.2024;17:15;CEST;17:30;CEST;-11,020
21.08.2024;17:30;CEST;17:45;CEST;30,030
21.08.2024;17:45;CEST;18:00;CEST;202,940
21.08.2024;18:00;CEST;18:15;CEST;33,370
21.08.2024;18:15;CEST;18:30;CEST;8,660
21.08.2024;18:30;CEST;18:45;CEST;132,250
21.08.2024;18:45;CEST;19:00;CEST;123,190
21.08.2024;19:00;CEST;19:15;CEST;62,240
21.08.2024;19:15;CEST;19:30;CEST;137,970
21.08.2024;19:30;CEST;19:45;CEST;463,690
21.08.2024;19:45;CEST;20:00;CEST;1234,000
21.08.2024;20:00;CEST;20:15;CEST;1166,480
21.08.2024;20:15;CEST;20:30;CEST;1500,640
21.08.2024;20:30;CEST;20:45;CEST;960,860
21.08.2024;20:45;CEST;21:00;CEST;410,980
21.08.2024;21:00;CEST;21:15;CEST;282,950
21.08.2024;21:15;CEST;21:30;CEST;195,100
21.08.2024;21:30;CEST;21:45;CEST;144,640
21.08.2024;21:45;CEST;22:00;CEST;100,910
21.08.2024;22:00;CEST;22:15;CEST;105,130
21.08.2024;22:15;CEST;22:30;CEST;63,550
21.08.2024;22:30;CEST;22:45;CEST;69,300
21.08.2024;22:45;CEST;23:00;CEST;82,350
21.08.2024;23:00;CEST;23:15;CEST;100,490
21.08.2024;23:15;CEST;23:30;CEST;73,710
21.08.2024;23:30;CEST;23:45;CEST;57,630
21.08.2024;23:45;CEST;00:00;CEST;56,030
22.08.2024;00:00;CEST;00:15;CEST;84,480
22.08.2024;00:15;CEST;00:30;CEST;103,450
22.08.2024;00:30;CEST;00:45;CEST;123,090
22.08.2024;00:45;CEST;01:00;CEST;86,490
22.08.2024;01:00;CEST;01:15;CEST;80,850
22.08.2024;01:15;CEST;01:30;CEST;83,970
22.08.2024;01:30;CEST;01:45;CEST;81,690
22.08.2024;01:45;CEST;02:00;CEST;82,460
22.08.2024;02:00;CEST;02:15;CEST;87,740
22.08.2024;02:15;CEST;02:30;CEST;90,530
22.08.2024;02:30;CEST;02:45;CEST;86,360
22.08.2024;02:45;CEST;03:00;CEST;75,760
22.08.2024;03:00;CEST;03:15;CEST;86,970
22.08.2024;03:15;CEST;03:30;CEST;92,170
22.08.2024;03:30;CEST;03:45;CEST;104,500
22.08.2024;03:45;CEST;04:00;CEST;92,090
22.08.2024;04:00;CEST;04:15;CEST;83,980
22.08.2024;04:15;CEST;04:30;CEST;92,430
22.08.2024;04:30;CEST;04:45;CEST;89,210
22.08.2024;04:45;CEST;05:00;CEST;95,620
22.08.2024;05:00;CEST;05:15;CEST;97,880
22.08.2024;05:15;CEST;05:30;CEST;108,230
22.08.2024;05:30;CEST;05:45;CEST;104,570
22.08.2024;05:45;CEST;06:00;CEST;127,170
22.08.2024;06:00;CEST;06:15;CEST;121,700
22.08.2024;06:15;CEST;06:30;CEST;341,170
22.08.2024;06:30;CEST;06:45;CEST;900,190
22.08.2024;06:45;CEST;07:00;CEST;280,770
22.08.2024;07:00;CEST;07:15;CEST;156,070
22.08.2024;07:15;CEST;07:30;CEST;121,230
22.08.2024;07:30;CEST;07:45;CEST;92,210
22.08.2024;07:45;CEST;08:00;CEST;71,940
22.08.2024;08:00;CEST;08:15;CEST;112,460
22.08.2024;08:15;CEST;08:30;CEST;115,000
22.08.2024;08:30;CEST;08:45;CEST;102,380
22.08.2024;08:45;CEST;09:00;CEST;66,470
22.08.2024;09:00;CEST;09:15;CEST;95,360
22.08.2024;09:15;CEST;09:30;CEST;68,580
22.08.2024;09:30;CEST;09:45;CEST;57,240
22.08.2024;09:45;CEST;10:00;CEST;72,050
22.08.2024;10:00;CEST;10:15;CEST;100,940
22.08.2024;10:15;CEST;10:30;CEST;27,340
22.08.2024;10:30;CEST;10:45;CEST;-1,990
22.08.2024;10:45;CEST;11:00;CEST;-14,190
22.08.2024;11:00;CEST;11:15;CEST;-4,800
22.08.2024;11:15;CEST;11:30;CEST;-26,160
22.08.2024;11:30;CEST;11:45;CEST;-36,240
22.08.2024;11:45;CEST;12:00;CEST;-50,810
22.08.2024;12:00;CEST;12:15;CEST;-5,200
22.08.2024;12:15;CEST;12:30;CEST;-34,010
22.08.2024;12:30;CEST;12:45;CEST;-36,820
22.08.2024;12:45;CEST;13:00;CEST;-40,350
22.08.2024;13:00;CEST;13:15;CEST;-26,740
22.08.2024;13:15;CEST;13:30;CEST;-28,430
22.08.2024;13:30;CEST;13:45;CEST;-35,830
22.08.2024;13:45;CEST;14:00;CEST;-29,520
22.08.2024;14:00;CEST;14:15;CEST;-23,850
22.08.2024;14:15;CEST;14:30;CEST;-24,320
22.08.2024;14:30;CEST;14:45;CEST;-8,980
22.08.2024;14:45;CEST;15:00;CEST;-7,780
22.08.2024;15:00;CEST;15:15;CEST;-24,740
22.08.2024;15:15;CEST;15:30;CEST;-17,920
22.08.2024;15:30;CEST;15:45;CEST;-25,300
22.08.2024;15:45;CEST;16:00;CEST;-7,980
22.08.2024;16:00;CEST;16:15;CEST;-23,500
22.08.2024;16:15;CEST;16:30;CEST;-29,370
22.08.2024;16:30;CEST;16:45;CEST;-2,590
22.08.2024;16:45;CEST;17:00;CEST;0,850
22.08.2024;17:00;CEST;17:15;CEST;-13,370
22.08.2024;17:15;CEST;17:30;CEST;45,610
22.08.2024;17:30;CEST;17:45;CEST;87,320
22.08.2024;17:45;CEST;18:00;CEST;276,700
22.08.2024;18:00;CEST;18:15;CEST;81,450
22.08.2024;18:15;CEST;18:30;CEST;83,370
22.08.2024;18:30;CEST;18:45;CEST;91,770
22.08.2024;18:45;CEST;19:00;CEST;120,850
22.08.2024;19:00;CEST;19:15;CEST;79,780
22.08.2024;19:15;CEST;19:30;CEST;84,360
22.08.2024;19:30;CEST;19:45;CEST;93,450
22.08.2024;19:45;CEST;20:00;CEST;111,070
22.08.2024;20:00;CEST;20:15;CEST;101,870
22.08.2024;20:15;CEST;20:30;CEST;43,710
22.08.2024;20:30;CEST;20:45;CEST;44,490
22.08.2024;20:45;CEST;21:00;CEST;64,340
22.08.2024;21:00;CEST;21:15;CEST;103,020
22.08.2024;21:15;CEST;21:30;CEST;88,870
22.08.2024;21:30;CEST;21:45;CEST;101,170
22.08.2024;21:45;CEST;22:00;CEST;81,690
22.08.2024;22:00;CEST;22:15;CEST;85,090
22.08.2024;22:15;CEST;22:30;CEST;166,400
22.08.2024;22:30;CEST;22:45;CEST;127,470
22.08.2024;22:45;CEST;23:00;CEST;94,630
22.08.2024;23:00;CEST;23:15;CEST;95,340
22.08.2024;23:15;CEST;23:30;CEST;87,120
22.08.2024;23:30;CEST;23:45;CEST;72,740
22.08.2024;23:45;CEST;00:00;CEST;44,220
23.08.2024;00:00;CEST;00:15;CEST;51,420
23.08.2024;00:15;CEST;00:30;CEST;40,340
23.08.2024;00:30;CEST;00:45;CEST;31,900
23.08.2024;00:45;CEST;01:00;CEST;18,600
23.08.2024;01:00;CEST;01:15;CEST;32,070
23.08.2024;01:15;CEST;01:30;CEST;22,600
23.08.2024;01:30;CEST;01:45;CEST;28,190
23.08.2024;01:45;CEST;02:00;CEST;30,790
23.08.2024;02:00;CEST;02:15;CEST;33,790
23.08.2024;02:15;CEST;02:30;CEST;38,160
23.08.2024;02:30;CEST;02:45;CEST;43,290
23.08.2024;02:45;CEST;03:00;CEST;43,120
23.08.2024;03:00;CEST;03:15;CEST;54,720
23.08.2024;03:15;CEST;03:30;CEST;59,170
23.08.2024;03:30;CEST;03:45;CEST;63,210
23.08.2024;03:45;CEST;04:00;CEST;43,630
23.08.2024;04:00;CEST;04:15;CEST;41,630
23.08.2024;04:15;CEST;04:30;CEST;40,470
23.08.2024;04:30;CEST;04:45;CEST;38,840
23.08.2024;04:45;CEST;05:00;CEST;37,800
23.08.2024;05:00;CEST;05:15;CEST;31,740
23.08.2024;05:15;CEST;05:30;CEST;32,710
23.08.2024;05:30;CEST;05:45;CEST;39,410
23.08.2024;05:45;CEST;06:00;CEST;52,460
23.08.2024;06:00;CEST;06:15;CEST;43,420
23.08.2024;06:15;CEST;06:30;CEST;41,880
23.08.2024;06:30;CEST;06:45;CEST;39,800
23.08.2024;06:45;CEST;07:00;CEST;15,290
23.08.2024;07:00;CEST;07:15;CEST;18,400
23.08.2024;07:15;CEST;07:30;CEST;5,640
23.08.2024;07:30;CEST;07:45;CEST;-5,230
23.08.2024;07:45;CEST;08:00;CEST;-0,410
23.08.2024;08:00;CEST;08:15;CEST;1,380
23.08.2024;08:15;CEST;08:30;CEST;3,620
23.08.2024;08:30;CEST;08:45;CEST;0,880
23.08.2024;08:45;CEST;09:00;CEST;-1,690
23.08.2024;09:00;CEST;09:15;CEST;10,250
23.08.2024;09:15;CEST;09:30;CEST;-12,320
23.08.2024;09:30;CEST;09:45;CEST;-16,680
23.08.2024;09:45;CEST;10:00;CEST;-15,550
23.08.2024;10:00;CEST;10:15;CEST;15,720
23.08.2024;10:15;CEST;10:30;CEST;-0,470
23.08.2024;10:30;CEST;10:45;CEST;0,410
23.08.2024;10:45;CEST;11:00;CEST;-11,720
23.08.2024;11:00;CEST;11:15;CEST;-0,240
23.08.2024;11:15;CEST;11:30;CEST;-6,220
23.08.2024;11:30;CEST;11:45;CEST;-23,800
23.08.2024;11:45;CEST;12:00;CEST;-22,440
23.08.2024;12:00;CEST;12:15;CEST;-5,560
23.08.2024;12:15;CEST;12:30;CEST;-14,110
23.08.2024;12:30;CEST;12:45;CEST;-33,120
23.08.2024;12:45;CEST;13:00;CEST;-19,860
23.08.2024;13:00;CEST;13:15;CEST;-2,190
23.08.2024;13:15;CEST;13:30;CEST;0,950
23.08.2024;13:30;CEST;13:45;CEST;-0,610
23.08.2024;13:45;CEST;14:00;CEST;-4,140
23.08.2024;14:00;CEST;14:15;CEST;-3,200
23.08.2024;14:15;CEST;14:30;CEST;-6,070
23.08.2024;14:30;CEST;14:45;CEST;-1,660
23.08.2024;14:45;CEST;15:00;CEST;-0,450
23.08.2024;15:00;CEST;15:15;CEST;-2,080
23.08.2024;15:15;CEST;15:30;CEST;-3,470
23.08.2024;15:30;CEST;15:45;CEST;0,280
23.08.2024;15:45;CEST;16:00;CEST;1,970
23.08.2024;16:00;CEST;16:15;CEST;-14,730
23.08.2024;16:15;CEST;16:30;CEST;-8,500
23.08.2024;16:30;CEST;16:45;CEST;1,680
23.08.2024;16:45;CEST;17:00;CEST;38,150
23.08.2024;17:00;CEST;17:15;CEST;-3,050
23.08.2024;17:15;CEST;17:30;CEST;8,500
23.08.2024;17:30;CEST;17:45;CEST;67,460
23.08.2024;17:45;CEST;18:00;CEST;82,290
23.08.2024;18:00;CEST;18:15;CEST;-2,530
23.08.2024;18:15;CEST;18:30;CEST;119,930
23.08.2024;18:30;CEST;18:45;CEST;103,440
23.08.2024;18:45;CEST;19:00;CEST;71,650
23.08.2024;19:00;CEST;19:15;CEST;79,410
23.08.2024;19:15;CEST;19:30;CEST;70,850
23.08.2024;19:30;CEST;19:45;CEST;64,840
23.08.2024;19:45;CEST;20:00;CEST;107,240
23.08.2024;20:00;CEST;20:15;CEST;62,290
23.08.2024;20:15;CEST;20:30;CEST;70,470
23.08.2024;20:30;CEST;20:45;CEST;24,980
23.08.2024;20:45;CEST;21:00;CEST;48,440
23.08.2024;21:00;CEST;21:15;CEST;86,220
23.08.2024;21:15;CEST;21:30;CEST;95,890
23.08.2024;21:30;CEST;21:45;CEST;89,340
23.08.2024;21:45;CEST;22:00;CEST;92,300
23.08.2024;22:00;CEST;22:15;CEST;101,020
23.08.2024;22:15;CEST;22:30;CEST;116,340
23.08.2024;22:30;CEST;22:45;CEST;126,560
23.08.2024;22:45;CEST;23:00;CEST;119,040
23.08.2024;23:00;CEST;23:15;CEST;120,000
23.08.2024;23:15;CEST;23:30;CEST;115,690
23.08.2024;23:30;CEST;23:45;CEST;115,280
23.08.2024;23:45;CEST;00:00;CEST;92,630
24.08.2024;00:00;CEST;00:15;CEST;110,090
24.08.2024;00:15;CEST;00:30;CEST;116,280
24.08.2024;00:30;CEST;00:45;CEST;128,480
24.08.2024;00:45;CEST;01:00;CEST;137,190
24.08.2024;01:00;CEST;01:15;CEST;138,880
24.08.2024;01:15;CEST;01:30;CEST;115,930
24.08.2024;01:30;CEST;01:45;CEST;108,470
24.08.2024;01:45;CEST;02:00;CEST;109,830
24.08.2024;02:00;CEST;02:15;CEST;108,170
24.08.2024;02:15;CEST;02:30;CEST;98,150
24.08.2024;02:30;CEST;02:45;CEST;115,210
24.08.2024;02:45;CEST;03:00;CEST;129,350
24.08.2024;03:00;CEST;03:15;CEST;126,050
24.08.2024;03:15;CEST;03:30;CEST;142,490
24.08.2024;03:30;CEST;03:45;CEST;134,030
24.08.2024;03:45;CEST;04:00;CEST;105,400
24.08.2024;04:00;CEST;04:15;CEST;127,830
24.08.2024;04:15;CEST;04:30;CEST;83,310
24.08.2024;04:30;CEST;04:45;CEST;86,040
24.08.2024;04:45;CEST;05:00;CEST;80,400
24.08.2024;05:00;CEST;05:15;CEST;88,570
24.08.2024;05:15;CEST;05:30;CEST;91,260
24.08.2024;05:30;CEST;05:45;CEST;103,950
24.08.2024;05:45;CEST;06:00;CEST;100,030
24.08.2024;06:00;CEST;06:15;CEST;118,180
24.08.2024;06:15;CEST;06:30;CEST;111,680
24.08.2024;06:30;CEST;06:45;CEST;110,710
24.08.2024;06:45;CEST;07:00;CEST;86,570
24.08.2024;07:00;CEST;07:15;CEST;51,670
24.08.2024;07:15;CEST;07:30;CEST;55,910
24.08.2024;07:30;CEST;07:45;CEST;23,300
24.08.2024;07:45;CEST;08:00;CEST;1,890
24.08.2024;08:00;CEST;08:15;CEST;76,810
24.08.2024;08:15;CEST;08:30;CEST;71,460
24.08.2024;08:30;CEST;08:45;CEST;109,920
24.08.2024;08:45;CEST;09:00;CEST;93,380
24.08.2024;09:00;CEST;09:15;CEST;93,930
24.08.2024;09:15;CEST;09:30;CEST;91,060
24.08.2024;09:30;CEST;09:45;CEST;58,630
24.08.2024;09:45;CEST;10:00;CEST;21,000
24.08.2024;10:00;CEST;10:15;CEST;52,790
24.08.2024;10:15;CEST;10:30;CEST;0,610
24.08.2024;10:30;CEST;10:45;CEST;0,430
24.08.2024;10:45;CEST;11:00;CEST;-1,670
24.08.2024;11:00;CEST;11:15;CEST;52,860
24.08.2024;11:15;CEST;11:30;CEST;26,000
24.08.2024;11:30;CEST;11:45;CEST;-0,820
24.08.2024;11:45;CEST;12:00;CEST;-0,910
24.08.2024;12:00;CEST;12:15;CEST;1,410
24.08.2024;12:15;CEST;12:30;CEST;-2,410
24.08.2024;12:30;CEST;12:45;CEST;-12,750
24.08.2024;12:45;CEST;13:00;CEST;-18,240
24.08.2024;13:00;CEST;13:15;CEST;-2,470
24.08.2024;13:15;CEST;13:30;CEST;-15,580
24.08.2024;13:30;CEST;13:45;CEST;-21,950
24.08.2024;13:45;CEST;14:00;CEST;-32,280
24.08.2024;14:00;CEST;14:15;CEST;-14,760
24.08.2024;14:15;CEST;14:30;CEST;-25,460
24.08.2024;14:30;CEST;14:45;CEST;-41,950
24.08.2024;14:45;CEST;15:00;CEST;-32,810
24.08.2024;15:00;CEST;15:15;CEST;-14,480
24.08.2024;15:15;CEST;15:30;CEST;-13,800
24.08.2024;15:30;CEST;15:45;CEST;-4,280
24.08.2024;15:45;CEST;16:00;CEST;0,210
24.08.2024;16:00;CEST;16:15;CEST;-21,110
24.08.2024;16:15;CEST;16:30;CEST;4,460
24.08.2024;16:30;CEST;16:45;CEST;-1,100
24.08.2024;16:45;CEST;17:00;CEST;10,270
24.08.2024;17:00;CEST;17:15;CEST;-11,780
24.08.2024;17:15;CEST;17:30;CEST;10,730
24.08.2024;17:30;CEST;17:45;CEST;30,020
24.08.2024;17:45;CEST;18:00;CEST;17,520
24.08.2024;18:00;CEST;18:15;CEST;-11,980
24.08.2024;18:15;CEST;18:30;CEST;-5,920
24.08.2024;18:30;CEST;18:45;CEST;74,490
24.08.2024;18:45;CEST;19:00;CEST;100,170
24.08.2024;19:00;CEST;19:15;CEST;139,220
24.08.2024;19:15;CEST;19:30;CEST;319,980
24.08.2024;19:30;CEST;19:45;CEST;791,700
24.08.2024;19:45;CEST;20:00;CEST;308,670
24.08.2024;20:00;CEST;20:15;CEST;89,910
24.08.2024;20:15;CEST;20:30;CEST;75,280
24.08.2024;20:30;CEST;20:45;CEST;10,600
24.08.2024;20:45;CEST;21:00;CEST;-4,250
24.08.2024;21:00;CEST;21:15;CEST;10,050
24.08.2024;21:15;CEST;21:30;CEST;19,580
24.08.2024;21:30;CEST;21:45;CEST;17,260
24.08.2024;21:45;CEST;22:00;CEST;3,310
24.08.2024;22:00;CEST;22:15;CEST;3,570
24.08.2024;22:15;CEST;22:30;CEST;117,420
24.08.2024;22:30;CEST;22:45;CEST;58,440
24.08.2024;22:45;CEST;23:00;CEST;71,070
24.08.2024;23:00;CEST;23:15;CEST;65,750
24.08.2024;23:15;CEST;23:30;CEST;104,700
24.08.2024;23:30;CEST;23:45;CEST;51,150
24.08.2024;23:45;CEST;00:00;CEST;50,250
25.08.2024;00:00;CEST;00:15;CEST;73,960
25.08.2024;00:15;CEST;00:30;CEST;18,140
25.08.2024;00:30;CEST;00:45;CEST;17,810
25.08.2024;00:45;CEST;01:00;CEST;5,020
25.08.2024;01:00;CEST;01:15;CEST;9,110
25.08.2024;01:15;CEST;01:30;CEST;1,810
25.08.2024;01:30;CEST;01:45;CEST;-0,440
25.08.2024;01:45;CEST;02:00;CEST;-0,540
25.08.2024;02:00;CEST;02:15;CEST;-3,100
25.08.2024;02:15;CEST;02:30;CEST;-1,300
25.08.2024;02:30;CEST;02:45;CEST;13,560
25.08.2024;02:45;CEST;03:00;CEST;48,540
25.08.2024;03:00;CEST;03:15;CEST;18,430
25.08.2024;03:15;CEST;03:30;CEST;23,190
25.08.2024;03:30;CEST;03:45;CEST;38,520
25.08.2024;03:45;CEST;04:00;CEST;57,240
25.08.2024;04:00;CEST;04:15;CEST;26,860
25.08.2024;04:15;CEST;04:30;CEST;25,490
25.08.2024;04:30;CEST;04:45;CEST;26,470
25.08.2024;04:45;CEST;05:00;CEST;29,770
25.08.2024;05:00;CEST;05:15;CEST;24,100
25.08.2024;05:15;CEST;05:30;CEST;3,230
25.08.2024;05:30;CEST;05:45;CEST;4,630
25.08.2024;05:45;CEST;06:00;CEST;2,090
25.08.2024;06:00;CEST;06:15;CEST;11,400
25.08.2024;06:15;CEST;06:30;CEST;2,660
25.08.2024;06:30;CEST;06:45;CEST;-2,140
25.08.2024;06:45;CEST;07:00;CEST;-1,370
25.08.2024;07:00;CEST;07:15;CEST;-0,740
25.08.2024;07:15;CEST;07:30;CEST;-1,480
25.08.2024;07:30;CEST;07:45;CEST;4,500
25.08.2024;07:45;CEST;08:00;CEST;8,560
25.08.2024;08:00;CEST;08:15;CEST;0,460
25.08.2024;08:15;CEST;08:30;CEST;1,890
25.08.2024;08:30;CEST;08:45;CEST;3,030
25.08.2024;08:45;CEST;09:00;CEST;-1,250
25.08.2024;09:00;CEST;09:15;CEST;2,130
25.08.2024;09:15;CEST;09:30;CEST;-4,080
25.08.2024;09:30;CEST;09:45;CEST;-8,030
25.08.2024;09:45;CEST;10:00;CEST;-7,680
25.08.2024;10:00;CEST;10:15;CEST;3,300
25.08.2024;10:15;CEST;10:30;CEST;-8,260
25.08.2024;10:30;CEST;10:45;CEST;-17,860
25.08.2024;10:45;CEST;11:00;CEST;-23,820
25.08.2024;11:00;CEST;11:15;CEST;-4,710
25.08.2024;11:15;CEST;11:30;CEST;-33,420
25.08.2024;11:30;CEST;11:45;CEST;-30,200
25.08.2024;11:45;CEST;12:00;CEST;-37,690
25.08.2024;12:00;CEST;12:15;CEST;-14,010
25.08.2024;12:15;CEST;12:30;CEST;-6,440
25.08.2024;12:30;CEST;12:45;CEST;-9,750
25.08.2024;12:45;CEST;13:00;CEST;-10,610
25.08.2024;13:00;CEST;13:15;CEST;-26,660
25.08.2024;13:15;CEST;13:30;CEST;-31,480
25.08.2024;13:30;CEST;13:45;CEST;-36,810
25.08.2024;13:45;CEST;14:00;CEST;-23,070
25.08.2024;14:00;CEST;14:15;CEST;-24,860
25.08.2024;14:15;CEST;14:30;CEST;-23,330
25.08.2024;14:30;CEST;14:45;CEST;-22,910
