Datum;Zeitzone;von;bis;Einheit;AEP Modul 1;AEP Modul 2;AEP Modul 3
01.01.2024;CET;00:00;00:15;EUR/MWh;75,15;6,15;N.E.
01.01.2024;CET;00:15;00:30;EUR/MWh;78,53;38,89;N.E.
01.01.2024;CET;00:30;00:45;EUR/MWh;83,17;7,11;N.E.
01.01.2024;CET;00:45;01:00;EUR/MWh;75,15;9,67;N.E.
01.01.2024;CET;01:00;01:15;EUR/MWh;79,13;1,52;N.E.
01.01.2024;CET;01:15;01:30;EUR/MWh;80,89;6,51;N.E.
01.01.2024;CET;01:30;01:45;EUR/MWh;75,15;6,38;N.E.
01.01.2024;CET;01:45;02:00;EUR/MWh;75,15;-0,46;N.E.
01.01.2024;CET;02:00;02:15;EUR/MWh;89,45;21,78;N.E.
01.01.2024;CET;02:15;02:30;EUR/MWh;88,67;12,78;N.E.
01.01.2024;CET;02:30;02:45;EUR/MWh;85,15;10,88;N.E.
01.01.2024;CET;02:45;03:00;EUR/MWh;75,15;8,01;N.E.
01.01.2024;CET;03:00;03:15;EUR/MWh;95,74;21,24;N.E.
01.01.2024;CET;03:15;03:30;EUR/MWh;100,87;16,98;N.E.
01.01.2024;CET;03:30;03:45;EUR/MWh;75,15;17,74;N.E.
01.01.2024;CET;03:45;04:00;EUR/MWh;75,15;14,52;N.E.
01.01.2024;CET;04:00;04:15;EUR/MWh;75,15;26,16;N.E.
01.01.2024;CET;04:15;04:30;EUR/MWh;2,23;16,56;N.E.
01.01.2024;CET;04:30;04:45;EUR/MWh;1,66;10,50;N.E.
01.01.2024;CET;04:45;05:00;EUR/MWh;88,52;5,11;N.E.
01.01.2024;CET;05:00;05:15;EUR/MWh;101,29;15,23;N.E.
01.01.2024;CET;05:15;05:30;EUR/MWh;96,26;16,94;N.E.
01.01.2024;CET;05:30;05:45;EUR/MWh;102,33;55,24;N.E.
01.01.2024;CET;05:45;06:00;EUR/MWh;105,58;38,57;N.E.
01.01.2024;CET;06:00;06:15;EUR/MWh;7,74;-11,00;N.E.
01.01.2024;CET;06:15;06:30;EUR/MWh;113,55;3,28;N.E.
01.01.2024;CET;06:30;06:45;EUR/MWh;-55,87;5,01;N.E.
01.01.2024;CET;06:45;07:00;EUR/MWh;75,15;13,48;N.E.
01.01.2024;CET;07:00;07:15;EUR/MWh;75,15;8,84;N.E.
01.01.2024;CET;07:15;07:30;EUR/MWh;75,15;31,52;N.E.
01.01.2024;CET;07:30;07:45;EUR/MWh;-59,16;27,75;N.E.
01.01.2024;CET;07:45;08:00;EUR/MWh;-59,17;27,66;N.E.
01.01.2024;CET;08:00;08:15;EUR/MWh;-58,92;-5,02;N.E.
01.01.2024;CET;08:15;08:30;EUR/MWh;-57,68;-19,13;N.E.
01.01.2024;CET;08:30;08:45;EUR/MWh;-42,74;-8,15;N.E.
01.01.2024;CET;08:45;09:00;EUR/MWh;-38,94;5,84;N.E.
01.01.2024;CET;09:00;09:15;EUR/MWh;-20,40;-1,77;N.E.
01.01.2024;CET;09:15;09:30;EUR/MWh;4,99;-6,92;N.E.
01.01.2024;CET;09:30;09:45;EUR/MWh;84,90;-8,54;N.E.
01.01.2024;CET;09:45;10:00;EUR/MWh;-29,21;-19,92;N.E.
01.01.2024;CET;10:00;10:15;EUR/MWh;84,35;8,63;N.E.
01.01.2024;CET;10:15;10:30;EUR/MWh;-47,64;-1,85;N.E.
01.01.2024;CET;10:30;10:45;EUR/MWh;-60,49;-4,40;N.E.
01.01.2024;CET;10:45;11:00;EUR/MWh;-68,86;-33,63;N.E.
01.01.2024;CET;11:00;11:15;EUR/MWh;75,15;-0,94;N.E.
01.01.2024;CET;11:15;11:30;EUR/MWh;75,15;-1,87;N.E.
01.01.2024;CET;11:30;11:45;EUR/MWh;-33,41;2,63;N.E.
01.01.2024;CET;11:45;12:00;EUR/MWh;-55,75;-0,31;N.E.
01.01.2024;CET;12:00;12:15;EUR/MWh;-38,46;-7,97;N.E.
01.01.2024;CET;12:15;12:30;EUR/MWh;-42,23;6,85;N.E.
01.01.2024;CET;12:30;12:45;EUR/MWh;-46,02;-6,51;N.E.
01.01.2024;CET;12:45;13:00;EUR/MWh;83,07;-0,99;N.E.
01.01.2024;CET;13:00;13:15;EUR/MWh;104,64;-11,18;N.E.
01.01.2024;CET;13:15;13:30;EUR/MWh;119,00;1,19;N.E.
01.01.2024;CET;13:30;13:45;EUR/MWh;99,71;8,75;N.E.
01.01.2024;CET;13:45;14:00;EUR/MWh;116,19;18,70;N.E.
01.01.2024;CET;14:00;14:15;EUR/MWh;114,32;25,15;N.E.
01.01.2024;CET;14:15;14:30;EUR/MWh;135,09;77,35;N.E.
01.01.2024;CET;14:30;14:45;EUR/MWh;129,08;98,13;N.E.
01.01.2024;CET;14:45;15:00;EUR/MWh;127,84;103,51;N.E.
01.01.2024;CET;15:00;15:15;EUR/MWh;-16,59;49,49;N.E.
01.01.2024;CET;15:15;15:30;EUR/MWh;94,64;52,75;N.E.
01.01.2024;CET;15:30;15:45;EUR/MWh;126,04;65,36;N.E.
01.01.2024;CET;15:45;16:00;EUR/MWh;104,36;90,50;N.E.
01.01.2024;CET;16:00;16:15;EUR/MWh;-15,11;54,81;N.E.
01.01.2024;CET;16:15;16:30;EUR/MWh;-29,03;56,80;N.E.
01.01.2024;CET;16:30;16:45;EUR/MWh;0,09;40,26;N.E.
01.01.2024;CET;16:45;17:00;EUR/MWh;-1,90;32,15;N.E.
01.01.2024;CET;17:00;17:15;EUR/MWh;77,29;35,87;N.E.
01.01.2024;CET;17:15;17:30;EUR/MWh;76,34;48,62;N.E.
01.01.2024;CET;17:30;17:45;EUR/MWh;76,34;52,25;N.E.
01.01.2024;CET;17:45;18:00;EUR/MWh;-1,84;47,31;N.E.
01.01.2024;CET;18:00;18:15;EUR/MWh;76,34;64,33;N.E.
01.01.2024;CET;18:15;18:30;EUR/MWh;77,72;66,80;N.E.
01.01.2024;CET;18:30;18:45;EUR/MWh;78,88;78,65;N.E.
01.01.2024;CET;18:45;19:00;EUR/MWh;77,22;85,09;N.E.
01.01.2024;CET;19:00;19:15;EUR/MWh;77,70;63,78;N.E.
01.01.2024;CET;19:15;19:30;EUR/MWh;77,21;54,86;N.E.
01.01.2024;CET;19:30;19:45;EUR/MWh;-29,76;31,13;N.E.
01.01.2024;CET;19:45;20:00;EUR/MWh;-9,60;19,64;N.E.
01.01.2024;CET;20:00;20:15;EUR/MWh;77,30;55,80;N.E.
01.01.2024;CET;20:15;20:30;EUR/MWh;77,91;47,21;N.E.
01.01.2024;CET;20:30;20:45;EUR/MWh;78,93;30,69;N.E.
01.01.2024;CET;20:45;21:00;EUR/MWh;76,34;25,90;N.E.
01.01.2024;CET;21:00;21:15;EUR/MWh;77,29;72,38;N.E.
01.01.2024;CET;21:15;21:30;EUR/MWh;76,34;61,59;N.E.
01.01.2024;CET;21:30;21:45;EUR/MWh;76,34;52,29;N.E.
01.01.2024;CET;21:45;22:00;EUR/MWh;77,34;38,45;N.E.
01.01.2024;CET;22:00;22:15;EUR/MWh;-38,97;33,48;N.E.
01.01.2024;CET;22:15;22:30;EUR/MWh;-40,97;18,06;N.E.
01.01.2024;CET;22:30;22:45;EUR/MWh;-49,69;4,87;N.E.
01.01.2024;CET;22:45;23:00;EUR/MWh;77,08;3,94;N.E.
01.01.2024;CET;23:00;23:15;EUR/MWh;78,09;32,30;N.E.
01.01.2024;CET;23:15;23:30;EUR/MWh;78,96;22,17;N.E.
01.01.2024;CET;23:30;23:45;EUR/MWh;76,34;13,26;N.E.
01.01.2024;CET;23:45;00:00;EUR/MWh;76,34;22,73;N.E.
02.01.2024;CET;00:00;00:15;EUR/MWh;-146,41;29,05;N.E.
02.01.2024;CET;00:15;00:30;EUR/MWh;-66,81;14,84;N.E.
02.01.2024;CET;00:30;00:45;EUR/MWh;-65,70;2,69;N.E.
02.01.2024;CET;00:45;01:00;EUR/MWh;-65,38;8,89;N.E.
02.01.2024;CET;01:00;01:15;EUR/MWh;-64,98;3,20;N.E.
02.01.2024;CET;01:15;01:30;EUR/MWh;-64,22;0,50;N.E.
02.01.2024;CET;01:30;01:45;EUR/MWh;-64,03;5,69;N.E.
02.01.2024;CET;01:45;02:00;EUR/MWh;-26,15;-1,27;N.E.
02.01.2024;CET;02:00;02:15;EUR/MWh;90,82;25,86;N.E.
02.01.2024;CET;02:15;02:30;EUR/MWh;88,34;11,14;N.E.
02.01.2024;CET;02:30;02:45;EUR/MWh;92,46;32,59;N.E.
02.01.2024;CET;02:45;03:00;EUR/MWh;85,14;36,39;N.E.
02.01.2024;CET;03:00;03:15;EUR/MWh;-56,59;43,98;N.E.
02.01.2024;CET;03:15;03:30;EUR/MWh;-61,61;31,13;N.E.
02.01.2024;CET;03:30;03:45;EUR/MWh;-60,88;3,63;N.E.
02.01.2024;CET;03:45;04:00;EUR/MWh;-60,56;-20,39;N.E.
02.01.2024;CET;04:00;04:15;EUR/MWh;-48,65;-0,18;N.E.
02.01.2024;CET;04:15;04:30;EUR/MWh;-54,03;-7,61;N.E.
02.01.2024;CET;04:30;04:45;EUR/MWh;-9,16;0,67;N.E.
02.01.2024;CET;04:45;05:00;EUR/MWh;-3,39;-19,49;N.E.
02.01.2024;CET;05:00;05:15;EUR/MWh;-7,69;-9,50;N.E.
02.01.2024;CET;05:15;05:30;EUR/MWh;1,55;-20,87;N.E.
02.01.2024;CET;05:30;05:45;EUR/MWh;4,62;-7,82;N.E.
02.01.2024;CET;05:45;06:00;EUR/MWh;-29,94;10,69;N.E.
02.01.2024;CET;06:00;06:15;EUR/MWh;-56,31;0,68;N.E.
02.01.2024;CET;06:15;06:30;EUR/MWh;-56,70;21,26;N.E.
02.01.2024;CET;06:30;06:45;EUR/MWh;-58,46;30,74;N.E.
02.01.2024;CET;06:45;07:00;EUR/MWh;-53,83;2,76;N.E.
02.01.2024;CET;07:00;07:15;EUR/MWh;-53,76;-19,66;N.E.
02.01.2024;CET;07:15;07:30;EUR/MWh;-20,56;-8,52;N.E.
02.01.2024;CET;07:30;07:45;EUR/MWh;-48,13;11,60;N.E.
02.01.2024;CET;07:45;08:00;EUR/MWh;-24,31;31,02;N.E.
02.01.2024;CET;08:00;08:15;EUR/MWh;80,80;79,46;N.E.
02.01.2024;CET;08:15;08:30;EUR/MWh;84,87;98,93;N.E.
02.01.2024;CET;08:30;08:45;EUR/MWh;95,98;98,66;N.E.
02.01.2024;CET;08:45;09:00;EUR/MWh;96,66;111,61;N.E.
02.01.2024;CET;09:00;09:15;EUR/MWh;103,23;109,65;N.E.
02.01.2024;CET;09:15;09:30;EUR/MWh;102,74;144,68;N.E.
02.01.2024;CET;09:30;09:45;EUR/MWh;79,73;143,57;N.E.
02.01.2024;CET;09:45;10:00;EUR/MWh;79,73;88,96;N.E.
02.01.2024;CET;10:00;10:15;EUR/MWh;11,40;54,73;N.E.
02.01.2024;CET;10:15;10:30;EUR/MWh;75,17;59,68;N.E.
02.01.2024;CET;10:30;10:45;EUR/MWh;63,07;64,81;N.E.
02.01.2024;CET;10:45;11:00;EUR/MWh;79,73;37,84;N.E.
02.01.2024;CET;11:00;11:15;EUR/MWh;97,15;47,55;N.E.
02.01.2024;CET;11:15;11:30;EUR/MWh;100,84;95,44;N.E.
02.01.2024;CET;11:30;11:45;EUR/MWh;103,39;128,85;N.E.
02.01.2024;CET;11:45;12:00;EUR/MWh;97,64;141,74;N.E.
02.01.2024;CET;12:00;12:15;EUR/MWh;103,13;149,76;N.E.
02.01.2024;CET;12:15;12:30;EUR/MWh;97,54;115,24;N.E.
02.01.2024;CET;12:30;12:45;EUR/MWh;81,00;83,35;N.E.
02.01.2024;CET;12:45;13:00;EUR/MWh;60,01;69,06;N.E.
02.01.2024;CET;13:00;13:15;EUR/MWh;104,69;46,24;N.E.
02.01.2024;CET;13:15;13:30;EUR/MWh;17,51;54,95;N.E.
02.01.2024;CET;13:30;13:45;EUR/MWh;108,95;87,14;N.E.
02.01.2024;CET;13:45;14:00;EUR/MWh;103,17;103,13;N.E.
02.01.2024;CET;14:00;14:15;EUR/MWh;102,92;85,58;N.E.
02.01.2024;CET;14:15;14:30;EUR/MWh;103,62;92,82;N.E.
02.01.2024;CET;14:30;14:45;EUR/MWh;106,49;94,75;N.E.
02.01.2024;CET;14:45;15:00;EUR/MWh;102,17;79,44;N.E.
02.01.2024;CET;15:00;15:15;EUR/MWh;105,38;102,01;N.E.
02.01.2024;CET;15:15;15:30;EUR/MWh;109,86;88,89;N.E.
02.01.2024;CET;15:30;15:45;EUR/MWh;112,01;106,56;N.E.
02.01.2024;CET;15:45;16:00;EUR/MWh;-1,29;92,93;N.E.
02.01.2024;CET;16:00;16:15;EUR/MWh;107,01;118,25;N.E.
02.01.2024;CET;16:15;16:30;EUR/MWh;105,65;80,62;N.E.
02.01.2024;CET;16:30;16:45;EUR/MWh;109,53;78,61;N.E.
02.01.2024;CET;16:45;17:00;EUR/MWh;109,01;92,90;N.E.
02.01.2024;CET;17:00;17:15;EUR/MWh;57,22;68,75;N.E.
02.01.2024;CET;17:15;17:30;EUR/MWh;102,81;72,41;N.E.
02.01.2024;CET;17:30;17:45;EUR/MWh;95,00;64,75;N.E.
02.01.2024;CET;17:45;18:00;EUR/MWh;106,23;60,90;N.E.
02.01.2024;CET;18:00;18:15;EUR/MWh;-6,72;72,06;N.E.
02.01.2024;CET;18:15;18:30;EUR/MWh;-32,11;57,84;N.E.
02.01.2024;CET;18:30;18:45;EUR/MWh;-15,76;58,35;N.E.
02.01.2024;CET;18:45;19:00;EUR/MWh;111,83;54,71;N.E.
02.01.2024;CET;19:00;19:15;EUR/MWh;-37,38;41,04;N.E.
02.01.2024;CET;19:15;19:30;EUR/MWh;-14,70;32,45;N.E.
02.01.2024;CET;19:30;19:45;EUR/MWh;45,89;49,56;N.E.
02.01.2024;CET;19:45;20:00;EUR/MWh;95,00;25,66;N.E.
02.01.2024;CET;20:00;20:15;EUR/MWh;114,91;47,43;N.E.
02.01.2024;CET;20:15;20:30;EUR/MWh;114,15;26,67;N.E.
02.01.2024;CET;20:30;20:45;EUR/MWh;105,70;33,09;N.E.
02.01.2024;CET;20:45;21:00;EUR/MWh;96,99;39,54;N.E.
02.01.2024;CET;21:00;21:15;EUR/MWh;114,80;129,80;N.E.
02.01.2024;CET;21:15;21:30;EUR/MWh;114,74;128,36;N.E.
02.01.2024;CET;21:30;21:45;EUR/MWh;96,99;80,37;N.E.
02.01.2024;CET;21:45;22:00;EUR/MWh;114,03;58,01;N.E.
02.01.2024;CET;22:00;22:15;EUR/MWh;515,10;62,55;N.E.
02.01.2024;CET;22:15;22:30;EUR/MWh;110,96;325,12;N.E.
02.01.2024;CET;22:30;22:45;EUR/MWh;96,99;127,32;N.E.
02.01.2024;CET;22:45;23:00;EUR/MWh;96,99;37,48;N.E.
02.01.2024;CET;23:00;23:15;EUR/MWh;119,97;98,78;N.E.
02.01.2024;CET;23:15;23:30;EUR/MWh;116,84;48,24;N.E.
02.01.2024;CET;23:30;23:45;EUR/MWh;107,13;46,53;N.E.
02.01.2024;CET;23:45;00:00;EUR/MWh;96,99;69,33;N.E.
03.01.2024;CET;00:00;00:15;EUR/MWh;112,09;106,94;N.E.
03.01.2024;CET;00:15;00:30;EUR/MWh;85,21;81,19;N.E.
03.01.2024;CET;00:30;00:45;EUR/MWh;86,03;43,76;N.E.
03.01.2024;CET;00:45;01:00;EUR/MWh;85,34;25,20;N.E.
03.01.2024;CET;01:00;01:15;EUR/MWh;-22,93;48,58;N.E.
03.01.2024;CET;01:15;01:30;EUR/MWh;-20,11;56,15;N.E.
03.01.2024;CET;01:30;01:45;EUR/MWh;-18,02;8,73;N.E.
03.01.2024;CET;01:45;02:00;EUR/MWh;-0,57;-2,91;N.E.
03.01.2024;CET;02:00;02:15;EUR/MWh;85,15;48,69;N.E.
03.01.2024;CET;02:15;02:30;EUR/MWh;84,36;8,98;N.E.
03.01.2024;CET;02:30;02:45;EUR/MWh;84,25;6,31;N.E.
03.01.2024;CET;02:45;03:00;EUR/MWh;-37,44;-2,36;N.E.
03.01.2024;CET;03:00;03:15;EUR/MWh;84,67;7,12;N.E.
03.01.2024;CET;03:15;03:30;EUR/MWh;-35,67;-5,48;N.E.
03.01.2024;CET;03:30;03:45;EUR/MWh;84,25;1,30;N.E.
03.01.2024;CET;03:45;04:00;EUR/MWh;84,25;4,16;N.E.
03.01.2024;CET;04:00;04:15;EUR/MWh;84,34;13,20;N.E.
03.01.2024;CET;04:15;04:30;EUR/MWh;84,34;13,77;N.E.
03.01.2024;CET;04:30;04:45;EUR/MWh;84,34;13,36;N.E.
03.01.2024;CET;04:45;05:00;EUR/MWh;-55,07;28,51;N.E.
03.01.2024;CET;05:00;05:15;EUR/MWh;-31,58;-10,69;N.E.
03.01.2024;CET;05:15;05:30;EUR/MWh;-28,69;-11,12;N.E.
03.01.2024;CET;05:30;05:45;EUR/MWh;-6,61;-1,19;N.E.
03.01.2024;CET;05:45;06:00;EUR/MWh;100,19;5,26;N.E.
03.01.2024;CET;06:00;06:15;EUR/MWh;103,85;22,34;N.E.
03.01.2024;CET;06:15;06:30;EUR/MWh;104,36;13,88;N.E.
03.01.2024;CET;06:30;06:45;EUR/MWh;108,92;58,65;N.E.
03.01.2024;CET;06:45;07:00;EUR/MWh;104,10;72,67;N.E.
03.01.2024;CET;07:00;07:15;EUR/MWh;-34,80;22,06;N.E.
03.01.2024;CET;07:15;07:30;EUR/MWh;-17,23;5,93;N.E.
03.01.2024;CET;07:30;07:45;EUR/MWh;-31,48;12,89;N.E.
03.01.2024;CET;07:45;08:00;EUR/MWh;-7,70;36,01;N.E.
03.01.2024;CET;08:00;08:15;EUR/MWh;8,43;58,46;N.E.
03.01.2024;CET;08:15;08:30;EUR/MWh;104,00;76,53;N.E.
03.01.2024;CET;08:30;08:45;EUR/MWh;112,04;84,12;N.E.
03.01.2024;CET;08:45;09:00;EUR/MWh;112,65;96,44;N.E.
03.01.2024;CET;09:00;09:15;EUR/MWh;5,49;77,77;N.E.
03.01.2024;CET;09:15;09:30;EUR/MWh;-9,27;61,32;N.E.
03.01.2024;CET;09:30;09:45;EUR/MWh;-9,43;41,15;N.E.
03.01.2024;CET;09:45;10:00;EUR/MWh;-24,89;33,42;N.E.
03.01.2024;CET;10:00;10:15;EUR/MWh;-16,27;50,50;N.E.
03.01.2024;CET;10:15;10:30;EUR/MWh;-71,37;40,28;N.E.
03.01.2024;CET;10:30;10:45;EUR/MWh;-30,60;28,34;N.E.
03.01.2024;CET;10:45;11:00;EUR/MWh;-43,87;0,62;N.E.
03.01.2024;CET;11:00;11:15;EUR/MWh;67,23;10,96;N.E.
03.01.2024;CET;11:15;11:30;EUR/MWh;54,46;22,84;N.E.
03.01.2024;CET;11:30;11:45;EUR/MWh;5,12;11,07;N.E.
03.01.2024;CET;11:45;12:00;EUR/MWh;-24,14;18,17;N.E.
03.01.2024;CET;12:00;12:15;EUR/MWh;108,04;63,40;N.E.
03.01.2024;CET;12:15;12:30;EUR/MWh;110,82;99,45;N.E.
03.01.2024;CET;12:30;12:45;EUR/MWh;101,97;105,26;N.E.
03.01.2024;CET;12:45;13:00;EUR/MWh;73,28;96,28;N.E.
03.01.2024;CET;13:00;13:15;EUR/MWh;-15,90;77,11;N.E.
03.01.2024;CET;13:15;13:30;EUR/MWh;73,28;52,87;N.E.
03.01.2024;CET;13:30;13:45;EUR/MWh;-25,26;41,55;N.E.
03.01.2024;CET;13:45;14:00;EUR/MWh;-54,66;57,86;N.E.
03.01.2024;CET;14:00;14:15;EUR/MWh;-30,14;32,46;N.E.
03.01.2024;CET;14:15;14:30;EUR/MWh;-16,09;-8,29;N.E.
03.01.2024;CET;14:30;14:45;EUR/MWh;2,89;23,95;N.E.
03.01.2024;CET;14:45;15:00;EUR/MWh;111,81;55,43;N.E.
03.01.2024;CET;15:00;15:15;EUR/MWh;105,18;7,94;N.E.
03.01.2024;CET;15:15;15:30;EUR/MWh;113,90;81,77;N.E.
03.01.2024;CET;15:30;15:45;EUR/MWh;106,60;77,95;N.E.
03.01.2024;CET;15:45;16:00;EUR/MWh;-12,99;87,31;N.E.
03.01.2024;CET;16:00;16:15;EUR/MWh;89,25;70,43;N.E.
03.01.2024;CET;16:15;16:30;EUR/MWh;115,34;75,92;N.E.
03.01.2024;CET;16:30;16:45;EUR/MWh;117,80;94,55;N.E.
03.01.2024;CET;16:45;17:00;EUR/MWh;119,09;98,49;N.E.
03.01.2024;CET;17:00;17:15;EUR/MWh;105,27;105,83;N.E.
03.01.2024;CET;17:15;17:30;EUR/MWh;97,56;120,65;N.E.
03.01.2024;CET;17:30;17:45;EUR/MWh;109,82;112,80;N.E.
03.01.2024;CET;17:45;18:00;EUR/MWh;106,12;97,47;N.E.
03.01.2024;CET;18:00;18:15;EUR/MWh;80,00;79,89;N.E.
03.01.2024;CET;18:15;18:30;EUR/MWh;80,00;78,33;N.E.
03.01.2024;CET;18:30;18:45;EUR/MWh;52,80;62,29;N.E.
03.01.2024;CET;18:45;19:00;EUR/MWh;107,21;67,22;N.E.
03.01.2024;CET;19:00;19:15;EUR/MWh;105,98;104,01;N.E.
03.01.2024;CET;19:15;19:30;EUR/MWh;111,39;88,41;N.E.
03.01.2024;CET;19:30;19:45;EUR/MWh;107,97;114,47;N.E.
03.01.2024;CET;19:45;20:00;EUR/MWh;110,12;130,86;N.E.
03.01.2024;CET;20:00;20:15;EUR/MWh;112,16;125,58;N.E.
03.01.2024;CET;20:15;20:30;EUR/MWh;-3,03;97,78;N.E.
03.01.2024;CET;20:30;20:45;EUR/MWh;-10,37;78,40;N.E.
03.01.2024;CET;20:45;21:00;EUR/MWh;12,78;54,98;N.E.
03.01.2024;CET;21:00;21:15;EUR/MWh;-11,29;65,80;N.E.
03.01.2024;CET;21:15;21:30;EUR/MWh;31,08;48,47;N.E.
03.01.2024;CET;21:30;21:45;EUR/MWh;90,39;41,94;N.E.
03.01.2024;CET;21:45;22:00;EUR/MWh;110,40;55,14;N.E.
03.01.2024;CET;22:00;22:15;EUR/MWh;111,38;89,63;N.E.
03.01.2024;CET;22:15;22:30;EUR/MWh;113,67;94,33;N.E.
03.01.2024;CET;22:30;22:45;EUR/MWh;-14,84;82,71;N.E.
03.01.2024;CET;22:45;23:00;EUR/MWh;93,60;58,89;N.E.
03.01.2024;CET;23:00;23:15;EUR/MWh;100,71;103,89;N.E.
03.01.2024;CET;23:15;23:30;EUR/MWh;110,71;80,40;N.E.
03.01.2024;CET;23:30;23:45;EUR/MWh;-17,97;53,01;N.E.
03.01.2024;CET;23:45;00:00;EUR/MWh;75,89;67,35;N.E.
04.01.2024;CET;00:00;00:15;EUR/MWh;-11,06;64,58;N.E.
04.01.2024;CET;00:15;00:30;EUR/MWh;-19,37;49,43;N.E.
04.01.2024;CET;00:30;00:45;EUR/MWh;-14,89;62,72;N.E.
04.01.2024;CET;00:45;01:00;EUR/MWh;-15,05;44,92;N.E.
04.01.2024;CET;01:00;01:15;EUR/MWh;-4,54;55,35;N.E.
04.01.2024;CET;01:15;01:30;EUR/MWh;-5,79;39,14;N.E.
04.01.2024;CET;01:30;01:45;EUR/MWh;3,14;7,11;N.E.
04.01.2024;CET;01:45;02:00;EUR/MWh;-4,68;-19,41;N.E.
04.01.2024;CET;02:00;02:15;EUR/MWh;-14,66;47,20;N.E.
04.01.2024;CET;02:15;02:30;EUR/MWh;-23,40;21,34;N.E.
04.01.2024;CET;02:30;02:45;EUR/MWh;-8,06;-6,15;N.E.
04.01.2024;CET;02:45;03:00;EUR/MWh;80,73;-16,09;N.E.
04.01.2024;CET;03:00;03:15;EUR/MWh;86,55;-2,91;N.E.
04.01.2024;CET;03:15;03:30;EUR/MWh;-10,62;-2,52;N.E.
04.01.2024;CET;03:30;03:45;EUR/MWh;80,73;6,12;N.E.
04.01.2024;CET;03:45;04:00;EUR/MWh;80,73;10,64;N.E.
04.01.2024;CET;04:00;04:15;EUR/MWh;85,17;0,44;N.E.
04.01.2024;CET;04:15;04:30;EUR/MWh;92,44;6,12;N.E.
04.01.2024;CET;04:30;04:45;EUR/MWh;92,13;14,31;N.E.
04.01.2024;CET;04:45;05:00;EUR/MWh;92,77;56,80;N.E.
04.01.2024;CET;05:00;05:15;EUR/MWh;88,82;35,55;N.E.
04.01.2024;CET;05:15;05:30;EUR/MWh;89,37;49,36;N.E.
04.01.2024;CET;05:30;05:45;EUR/MWh;-2,14;62,89;N.E.
04.01.2024;CET;05:45;06:00;EUR/MWh;112,71;80,23;N.E.
04.01.2024;CET;06:00;06:15;EUR/MWh;124,22;101,29;N.E.
04.01.2024;CET;06:15;06:30;EUR/MWh;120,80;89,06;N.E.
04.01.2024;CET;06:30;06:45;EUR/MWh;124,58;162,21;N.E.
04.01.2024;CET;06:45;07:00;EUR/MWh;-12,46;116,23;N.E.
04.01.2024;CET;07:00;07:15;EUR/MWh;-25,16;55,16;N.E.
04.01.2024;CET;07:15;07:30;EUR/MWh;112,68;82,40;N.E.
04.01.2024;CET;07:30;07:45;EUR/MWh;121,32;36,85;N.E.
04.01.2024;CET;07:45;08:00;EUR/MWh;118,26;50,84;N.E.
04.01.2024;CET;08:00;08:15;EUR/MWh;118,19;77,62;N.E.
04.01.2024;CET;08:15;08:30;EUR/MWh;116,65;83,26;N.E.
04.01.2024;CET;08:30;08:45;EUR/MWh;118,87;128,28;N.E.
04.01.2024;CET;08:45;09:00;EUR/MWh;9,42;99,63;N.E.
04.01.2024;CET;09:00;09:15;EUR/MWh;-157,36;79,55;N.E.
04.01.2024;CET;09:15;09:30;EUR/MWh;-92,18;-14,05;N.E.
04.01.2024;CET;09:30;09:45;EUR/MWh;-56,36;27,00;N.E.
04.01.2024;CET;09:45;10:00;EUR/MWh;-86,78;-6,59;N.E.
04.01.2024;CET;10:00;10:15;EUR/MWh;117,28;33,60;N.E.
04.01.2024;CET;10:15;10:30;EUR/MWh;121,33;26,90;N.E.
04.01.2024;CET;10:30;10:45;EUR/MWh;123,64;103,15;N.E.
04.01.2024;CET;10:45;11:00;EUR/MWh;124,05;112,38;N.E.
04.01.2024;CET;11:00;11:15;EUR/MWh;125,22;141,31;N.E.
04.01.2024;CET;11:15;11:30;EUR/MWh;120,29;148,25;N.E.
04.01.2024;CET;11:30;11:45;EUR/MWh;118,56;157,23;N.E.
04.01.2024;CET;11:45;12:00;EUR/MWh;121,14;155,80;N.E.
04.01.2024;CET;12:00;12:15;EUR/MWh;122,84;131,59;N.E.
04.01.2024;CET;12:15;12:30;EUR/MWh;122,06;137,25;N.E.
04.01.2024;CET;12:30;12:45;EUR/MWh;117,09;155,94;N.E.
04.01.2024;CET;12:45;13:00;EUR/MWh;118,39;138,26;N.E.
04.01.2024;CET;13:00;13:15;EUR/MWh;128,49;98,64;N.E.
04.01.2024;CET;13:15;13:30;EUR/MWh;128,49;143,54;N.E.
04.01.2024;CET;13:30;13:45;EUR/MWh;124,76;119,12;N.E.
04.01.2024;CET;13:45;14:00;EUR/MWh;119,31;110,23;N.E.
04.01.2024;CET;14:00;14:15;EUR/MWh;127,52;82,96;N.E.
04.01.2024;CET;14:15;14:30;EUR/MWh;124,61;100,95;N.E.
04.01.2024;CET;14:30;14:45;EUR/MWh;117,79;136,87;N.E.
04.01.2024;CET;14:45;15:00;EUR/MWh;20,66;114,88;N.E.
04.01.2024;CET;15:00;15:15;EUR/MWh;44,59;65,05;N.E.
04.01.2024;CET;15:15;15:30;EUR/MWh;8,65;67,42;N.E.
04.01.2024;CET;15:30;15:45;EUR/MWh;62,61;79,02;N.E.
04.01.2024;CET;15:45;16:00;EUR/MWh;3,45;83,95;N.E.
04.01.2024;CET;16:00;16:15;EUR/MWh;135,89;104,06;N.E.
