Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ)
11.03.2024;CET;08:00;08:15;MW;0,000;0,000;0,000;0,000;0,000;5,452;7,292;5,948;1,256;19,948
11.03.2024;CET;08:15;08:30;MW;0,000;0,000;0,000;0,000;0,000;25,936;34,700;28,300;5,968;94,904
11.03.2024;CET;08:30;08:45;MW;0,000;0,000;0,000;0,000;0,000;21,188;28,352;23,120;4,876;77,536
11.03.2024;CET;08:45;09:00;MW;0,000;0,000;0,000;0,000;0,000;28,484;38,108;31,080;6,556;104,228
11.03.2024;CET;09:00;09:15;MW;0,504;0,676;0,552;0,116;1,848;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;09:15;09:30;MW;0,000;0,000;0,000;0,000;0,000;34,004;45,496;37,104;7,828;124,432
11.03.2024;CET;09:30;09:45;MW;0,000;0,000;0,000;0,000;0,000;40,048;53,584;43,700;9,216;146,548
11.03.2024;CET;09:45;10:00;MW;0,000;0,000;0,000;0,000;0,000;43,668;58,428;47,652;10,052;159,800
11.03.2024;CET;10:00;10:15;MW;0,000;0,000;0,000;0,000;0,000;33,584;44,932;36,644;7,728;122,888
11.03.2024;CET;10:15;10:30;MW;0,000;0,000;0,000;0,000;0,000;31,036;41,524;33,864;7,144;113,568
11.03.2024;CET;10:30;10:45;MW;0,000;0,000;0,000;0,000;0,000;20,404;27,300;22,264;4,696;74,664
11.03.2024;CET;10:45;11:00;MW;0,000;0,000;0,000;0,000;0,000;51,380;68,744;56,068;11,828;188,020
11.03.2024;CET;11:00;11:15;MW;0,000;0,000;0,000;0,000;0,000;61,604;82,424;67,224;14,180;225,432
11.03.2024;CET;11:15;11:30;MW;0,000;0,000;0,000;0,000;0,000;54,520;72,944;59,492;12,548;199,504
11.03.2024;CET;11:30;11:45;MW;0,000;0,000;0,000;0,000;0,000;46,204;61,820;50,420;10,636;169,080
11.03.2024;CET;11:45;12:00;MW;0,000;0,000;0,000;0,000;0,000;38,856;51,988;42,396;8,944;142,184
11.03.2024;CET;12:00;12:15;MW;17,076;23,008;18,632;3,928;62,644;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;12:15;12:30;MW;22,588;30,440;24,648;5,200;82,876;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;12:30;12:45;MW;42,812;57,692;46,716;9,852;157,072;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;12:45;13:00;MW;46,016;62,008;50,212;10,592;168,828;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;13:00;13:15;MW;52,852;71,220;57,672;12,164;193,908;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;13:15;13:30;MW;41,560;56,004;45,352;9,564;152,480;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;13:30;13:45;MW;36,816;49,612;40,176;8,472;135,076;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;13:45;14:00;MW;11,608;15,644;12,664;2,672;42,588;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;14:00;14:15;MW;25,472;34,328;27,796;5,864;93,460;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;14:15;14:30;MW;29,056;39,156;31,704;6,688;106,604;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;14:30;14:45;MW;18,264;24,612;19,928;4,204;67,008;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;14:45;15:00;MW;0,000;0,000;0,000;0,000;0,000;1,388;1,868;1,512;0,320;5,088
11.03.2024;CET;15:00;15:15;MW;0,000;0,000;0,000;0,000;0,000;13,428;18,096;14,652;3,092;49,268
11.03.2024;CET;15:15;15:30;MW;31,116;41,932;33,952;7,160;114,160;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;15:30;15:45;MW;49,028;66,072;53,500;11,284;179,884;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;15:45;16:00;MW;14,300;19,272;15,608;3,292;52,472;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;16:00;16:15;MW;17,144;16,388;15,480;3,264;52,276;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;16:15;16:30;MW;25,120;24,012;22,684;4,784;76,600;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;16:30;16:45;MW;24,312;23,240;21,952;4,632;74,136;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;16:45;17:00;MW;3,436;3,284;3,100;0,656;10,476;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;17:00;17:15;MW;0,000;0,000;0,000;0,000;0,000;28,288;27,044;25,544;5,388;86,264
11.03.2024;CET;17:15;17:30;MW;4,468;4,272;4,036;0,852;13,628;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;17:30;17:45;MW;17,764;16,984;16,040;3,384;54,172;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;17:45;18:00;MW;19,756;18,888;17,840;3,764;60,248;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;18:00;18:15;MW;4,108;3,928;3,708;0,784;12,528;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;18:15;18:30;MW;22,164;21,188;20,016;4,220;67,588;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;18:30;18:45;MW;12,252;11,712;11,064;2,332;37,360;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;18:45;19:00;MW;31,904;30,500;28,808;6,076;97,288;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;19:00;19:15;MW;0,000;0,000;0,000;0,000;0,000;31,104;29,732;28,084;5,924;94,844
11.03.2024;CET;19:15;19:30;MW;4,876;4,660;4,400;0,928;14,864;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;19:30;19:45;MW;0,000;0,000;0,000;0,000;0,000;48,116;45,996;43,448;9,164;146,724
11.03.2024;CET;19:45;20:00;MW;0,000;0,000;0,000;0,000;0,000;50,240;48,028;45,368;9,568;153,204
11.03.2024;CET;20:00;20:15;MW;11,560;11,776;9,716;2,084;35,136;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;20:15;20:30;MW;0,000;0,000;0,000;0,000;0,000;46,620;47,488;39,172;8,412;141,692
11.03.2024;CET;20:30;20:45;MW;0,000;0,000;0,000;0,000;0,000;35,772;36,436;30,056;6,452;108,716
11.03.2024;CET;20:45;21:00;MW;0,000;0,000;0,000;0,000;0,000;63,344;64,524;53,224;11,428;192,520
11.03.2024;CET;21:00;21:15;MW;43,364;44,172;36,436;7,824;131,796;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;21:15;21:30;MW;0,000;0,000;0,000;0,000;0,000;38,884;39,608;32,672;7,016;118,180
11.03.2024;CET;21:30;21:45;MW;0,000;0,000;0,000;0,000;0,000;33,456;34,076;28,108;6,036;101,676
11.03.2024;CET;21:45;22:00;MW;0,000;0,000;0,000;0,000;0,000;48,260;49,160;40,552;8,708;146,680
11.03.2024;CET;22:00;22:15;MW;34,040;34,672;28,600;6,140;103,452;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;22:15;22:30;MW;0,000;0,000;0,000;0,000;0,000;21,272;21,668;17,872;3,836;64,648
11.03.2024;CET;22:30;22:45;MW;4,156;4,236;3,492;0,752;12,636;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;22:45;23:00;MW;0,000;0,000;0,000;0,000;0,000;4,604;4,688;3,868;0,832;13,992
11.03.2024;CET;23:00;23:15;MW;8,412;8,568;7,068;1,516;25,564;0,000;0,000;0,000;0,000;0,000
11.03.2024;CET;23:15;23:30;MW;0,000;0,000;0,000;0,000;0,000;3,592;3,656;3,016;0,648;10,912
11.03.2024;CET;23:30;23:45;MW;0,000;0,000;0,000;0,000;0,000;47,556;48,440;39,956;8,580;144,532
11.03.2024;CET;23:45;00:00;MW;0,000;0,000;0,000;0,000;0,000;93,068;94,800;78,200;16,792;282,860
12.03.2024;CET;00:00;00:15;MW;23,440;23,816;19,496;4,252;71,004;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;00:15;00:30;MW;0,000;0,000;0,000;0,000;0,000;0,528;0,536;0,440;0,096;1,600
12.03.2024;CET;00:30;00:45;MW;0,000;0,000;0,000;0,000;0,000;2,280;2,316;1,896;0,412;6,904
12.03.2024;CET;00:45;01:00;MW;0,000;0,000;0,000;0,000;0,000;35,796;36,376;29,776;6,492;108,440
12.03.2024;CET;01:00;01:15;MW;16,952;17,224;14,100;3,072;51,348;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;01:15;01:30;MW;0,000;0,000;0,000;0,000;0,000;28,532;28,992;23,736;5,172;86,432
12.03.2024;CET;01:30;01:45;MW;15,728;15,980;13,084;2,852;47,644;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;01:45;02:00;MW;0,000;0,000;0,000;0,000;0,000;24,340;24,732;20,248;4,412;73,732
12.03.2024;CET;02:00;02:15;MW;18,608;18,912;15,480;3,376;56,376;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;02:15;02:30;MW;0,000;0,000;0,000;0,000;0,000;16,796;17,064;13,972;3,044;50,876
12.03.2024;CET;02:30;02:45;MW;14,596;14,832;12,140;2,648;44,216;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;02:45;03:00;MW;0,000;0,000;0,000;0,000;0,000;22,436;22,800;18,664;4,068;67,968
12.03.2024;CET;03:00;03:15;MW;13,408;13,628;11,156;2,432;40,624;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;03:15;03:30;MW;14,368;14,600;11,952;2,604;43,524;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;03:30;03:45;MW;9,112;9,260;7,580;1,652;27,604;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;03:45;04:00;MW;3,944;4,008;3,280;0,716;11,948;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;04:00;04:15;MW;17,856;18,700;15,488;3,296;55,340;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;04:15;04:30;MW;12,540;13,136;10,876;2,316;38,868;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;04:30;04:45;MW;25,516;26,724;22,132;4,708;79,080;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;04:45;05:00;MW;0,000;0,000;0,000;0,000;0,000;14,936;15,640;12,956;2,756;46,288
12.03.2024;CET;05:00;05:15;MW;7,840;8,212;6,800;1,448;24,300;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;05:15;05:30;MW;18,024;18,876;15,632;3,328;55,860;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;05:30;05:45;MW;10,192;10,676;8,840;1,880;31,588;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;05:45;06:00;MW;0,000;0,000;0,000;0,000;0,000;55,012;57,612;47,716;10,156;170,496
12.03.2024;CET;06:00;06:15;MW;0,000;0,000;0,000;0,000;0,000;11,992;12,560;10,404;2,212;37,168
12.03.2024;CET;06:15;06:30;MW;1,500;1,572;1,300;0,276;4,648;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;06:30;06:45;MW;10,516;11,012;9,120;1,940;32,588;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;06:45;07:00;MW;30,828;32,284;26,740;5,692;95,544;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;07:00;07:15;MW;10,740;11,248;9,316;1,984;33,288;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;07:15;07:30;MW;44,072;46,156;38,228;8,136;136,592;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;07:30;07:45;MW;4,504;4,716;3,904;0,832;13,956;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;07:45;08:00;MW;17,852;18,696;15,484;3,296;55,328;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;08:00;08:15;MW;28,132;31,104;25,448;5,416;90,100;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;08:15;08:30;MW;0,000;0,000;0,000;0,000;0,000;5,208;5,760;4,712;1,004;16,684
12.03.2024;CET;08:30;08:45;MW;0,000;0,000;0,000;0,000;0,000;8,880;9,816;8,032;1,708;28,436
12.03.2024;CET;08:45;09:00;MW;0,000;0,000;0,000;0,000;0,000;34,900;38,588;31,572;6,720;111,780
12.03.2024;CET;09:00;09:15;MW;19,300;21,340;17,460;3,716;61,816;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;09:15;09:30;MW;0,000;0,000;0,000;0,000;0,000;6,680;7,388;6,044;1,288;21,400
12.03.2024;CET;09:30;09:45;MW;0,000;0,000;0,000;0,000;0,000;16,272;17,992;14,720;3,132;52,116
12.03.2024;CET;09:45;10:00;MW;0,000;0,000;0,000;0,000;0,000;20,916;23,128;18,924;4,028;66,996
12.03.2024;CET;10:00;10:15;MW;21,540;23,816;19,484;4,148;68,988;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;10:15;10:30;MW;0,000;0,000;0,000;0,000;0,000;11,428;12,636;10,340;2,200;36,604
12.03.2024;CET;10:30;10:45;MW;0,000;0,000;0,000;0,000;0,000;27,420;30,316;24,804;5,280;87,820
12.03.2024;CET;10:45;11:00;MW;0,000;0,000;0,000;0,000;0,000;49,980;55,264;45,216;9,624;160,084
12.03.2024;CET;11:00;11:15;MW;17,808;19,692;16,112;3,428;57,040;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;11:15;11:30;MW;0,000;0,000;0,000;0,000;0,000;20,480;22,644;18,528;3,944;65,596
12.03.2024;CET;11:30;11:45;MW;0,000;0,000;0,000;0,000;0,000;0,032;0,036;0,032;0,008;0,108
12.03.2024;CET;11:45;12:00;MW;7,704;8,520;6,972;1,484;24,680;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;12:00;12:15;MW;7,180;7,840;6,420;1,380;22,820;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;12:15;12:30;MW;0,000;0,000;0,000;0,000;0,000;4,764;5,204;4,260;0,916;15,144
12.03.2024;CET;12:30;12:45;MW;7,200;7,864;6,440;1,384;22,888;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;12:45;13:00;MW;0,000;0,000;0,000;0,000;0,000;37,408;40,852;33,452;7,184;118,896
12.03.2024;CET;13:00;13:15;MW;16,988;18,552;15,192;3,260;53,992;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;13:15;13:30;MW;6,388;6,976;5,712;1,228;20,304;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;13:30;13:45;MW;34,496;37,668;30,844;6,624;109,632;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;13:45;14:00;MW;0,000;0,000;0,000;0,000;0,000;25,976;28,364;23,228;4,988;82,556
12.03.2024;CET;14:00;14:15;MW;0,000;0,000;0,000;0,000;0,000;18,728;20,452;16,748;3,596;59,524
12.03.2024;CET;14:15;14:30;MW;0,000;0,000;0,000;0,000;0,000;10,740;11,728;9,604;2,060;34,132
12.03.2024;CET;14:30;14:45;MW;45,024;49,168;40,260;8,644;143,096;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;14:45;15:00;MW;0,000;0,000;0,000;0,000;0,000;8,636;9,432;7,724;1,660;27,452
12.03.2024;CET;15:00;15:15;MW;0,000;0,000;0,000;0,000;0,000;26,092;28,496;23,332;5,008;82,928
12.03.2024;CET;15:15;15:30;MW;26,888;29,364;24,044;5,164;85,460;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;15:30;15:45;MW;20,464;22,348;18,300;3,928;65,040;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;15:45;16:00;MW;0,000;0,000;0,000;0,000;0,000;0,708;0,772;0,632;0,136;2,248
12.03.2024;CET;16:00;16:15;MW;0,000;0,000;0,000;0,000;0,000;41,832;36,112;34,096;7,256;119,296
12.03.2024;CET;16:15;16:30;MW;29,640;25,588;24,156;5,140;84,524;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;16:30;16:45;MW;10,312;8,900;8,404;1,788;29,404;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;16:45;17:00;MW;0,000;0,000;0,000;0,000;0,000;3,004;2,592;2,448;0,520;8,564
12.03.2024;CET;17:00;17:15;MW;0,000;0,000;0,000;0,000;0,000;27,332;23,596;22,276;4,740;77,944
12.03.2024;CET;17:15;17:30;MW;16,764;14,472;13,664;2,908;47,808;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;17:30;17:45;MW;24,272;20,952;19,780;4,208;69,212;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;17:45;18:00;MW;13,084;11,292;10,664;2,268;37,308;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;18:00;18:15;MW;0,000;0,000;0,000;0,000;0,000;21,512;18,572;17,532;3,732;61,348
12.03.2024;CET;18:15;18:30;MW;23,776;20,524;19,376;4,124;67,800;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;18:30;18:45;MW;0,000;0,000;0,000;0,000;0,000;25,724;22,204;20,964;4,460;73,352
12.03.2024;CET;18:45;19:00;MW;0,000;0,000;0,000;0,000;0,000;3,420;2,952;2,788;0,592;9,752
12.03.2024;CET;19:00;19:15;MW;0,000;0,000;0,000;0,000;0,000;10,664;9,204;8,692;1,848;30,408
12.03.2024;CET;19:15;19:30;MW;0,000;0,000;0,000;0,000;0,000;7,780;6,716;6,340;1,348;22,184
12.03.2024;CET;19:30;19:45;MW;0,000;0,000;0,000;0,000;0,000;26,004;22,448;21,196;4,512;74,160
12.03.2024;CET;19:45;20:00;MW;0,000;0,000;0,000;0,000;0,000;13,088;11,300;10,668;2,272;37,328
12.03.2024;CET;20:00;20:15;MW;12,964;12,948;10,584;2,292;38,788;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;20:15;20:30;MW;0,000;0,000;0,000;0,000;0,000;31,260;31,212;25,516;5,528;93,516
12.03.2024;CET;20:30;20:45;MW;0,000;0,000;0,000;0,000;0,000;20,020;19,992;16,344;3,540;59,896
12.03.2024;CET;20:45;21:00;MW;0,000;0,000;0,000;0,000;0,000;49,980;49,904;40,796;8,840;149,520
12.03.2024;CET;21:00;21:15;MW;69,768;69,664;56,952;12,340;208,724;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;21:15;21:30;MW;0,000;0,000;0,000;0,000;0,000;33,392;33,340;27,256;5,904;99,892
12.03.2024;CET;21:30;21:45;MW;0,000;0,000;0,000;0,000;0,000;28,544;28,500;23,300;5,048;85,392
12.03.2024;CET;21:45;22:00;MW;0,000;0,000;0,000;0,000;0,000;46,040;45,972;37,580;8,144;137,736
12.03.2024;CET;22:00;22:15;MW;44,632;44,564;36,432;7,892;133,520;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;22:15;22:30;MW;5,852;5,844;4,776;1,036;17,508;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;22:30;22:45;MW;3,640;3,632;2,972;0,644;10,888;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;22:45;23:00;MW;0,000;0,000;0,000;0,000;0,000;19,784;19,756;16,148;3,500;59,188
12.03.2024;CET;23:00;23:15;MW;80,212;80,092;65,476;14,188;239,968;0,000;0,000;0,000;0,000;0,000
12.03.2024;CET;23:15;23:30;MW;0,000;0,000;0,000;0,000;0,000;5,904;5,896;4,820;1,044;17,664
12.03.2024;CET;23:30;23:45;MW;0,000;0,000;0,000;0,000;0,000;8,108;8,096;6,620;1,436;24,260
12.03.2024;CET;23:45;00:00;MW;0,000;0,000;0,000;0,000;0,000;56,460;56,376;46,088;9,984;168,908
13.03.2024;CET;00:00;00:15;MW;58,688;67,072;58,260;11,940;195,960;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;00:15;00:30;MW;0,000;0,000;0,000;0,000;0,000;14,608;16,696;14,504;2,972;48,780
13.03.2024;CET;00:30;00:45;MW;2,076;2,372;2,060;0,424;6,932;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;00:45;01:00;MW;0,000;0,000;0,000;0,000;0,000;21,136;24,156;20,984;4,300;70,576
13.03.2024;CET;01:00;01:15;MW;24,076;27,516;23,900;4,896;80,388;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;01:15;01:30;MW;0,000;0,000;0,000;0,000;0,000;23,144;26,448;22,976;4,708;77,276
13.03.2024;CET;01:30;01:45;MW;1,812;2,068;1,796;0,368;6,044;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;01:45;02:00;MW;0,000;0,000;0,000;0,000;0,000;29,316;33,504;29,104;5,964;97,888
13.03.2024;CET;02:00;02:15;MW;40,584;46,384;40,292;8,256;135,516;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;02:15;02:30;MW;0,000;0,000;0,000;0,000;0,000;23,132;26,436;22,964;4,704;77,236
13.03.2024;CET;02:30;02:45;MW;4,224;4,828;4,192;0,860;14,104;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;02:45;03:00;MW;0,000;0,000;0,000;0,000;0,000;16,744;19,136;16,624;3,408;55,912
13.03.2024;CET;03:00;03:15;MW;0,000;0,000;0,000;0,000;0,000;6,980;7,976;6,928;1,420;23,304
13.03.2024;CET;03:15;03:30;MW;0,000;0,000;0,000;0,000;0,000;3,248;3,708;3,224;0,660;10,840
13.03.2024;CET;03:30;03:45;MW;0,000;0,000;0,000;0,000;0,000;0,900;1,028;0,892;0,184;3,004
13.03.2024;CET;03:45;04:00;MW;3,568;4,076;3,540;0,724;11,908;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;04:00;04:15;MW;0,000;0,000;0,000;0,000;0,000;0,548;0,584;0,508;0,104;1,744
13.03.2024;CET;04:15;04:30;MW;26,892;28,844;24,932;5,108;85,776;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;04:30;04:45;MW;38,228;41,004;35,440;7,264;121,936;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;04:45;05:00;MW;0,000;0,000;0,000;0,000;0,000;4,720;5,060;4,376;0,896;15,052
13.03.2024;CET;05:00;05:15;MW;0,000;0,000;0,000;0,000;0,000;7,340;7,872;6,804;1,396;23,412
13.03.2024;CET;05:15;05:30;MW;6,952;7,456;6,444;1,320;22,172;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;05:30;05:45;MW;30,584;32,804;28,356;5,812;97,556;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;05:45;06:00;MW;15,616;16,748;14,476;2,968;49,808;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;06:00;06:15;MW;0,000;0,000;0,000;0,000;0,000;6,944;7,448;6,436;1,320;22,148
13.03.2024;CET;06:15;06:30;MW;33,668;36,108;31,212;6,396;107,384;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;06:30;06:45;MW;50,084;53,716;46,432;9,516;159,748;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;06:45;07:00;MW;25,060;26,880;23,232;4,760;79,932;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;07:00;07:15;MW;0,000;0,000;0,000;0,000;0,000;1,048;1,124;0,972;0,200;3,344
13.03.2024;CET;07:15;07:30;MW;0,852;0,916;0,792;0,164;2,724;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;07:30;07:45;MW;0,000;0,000;0,000;0,000;0,000;3,020;3,240;2,800;0,572;9,632
13.03.2024;CET;07:45;08:00;MW;0,000;0,000;0,000;0,000;0,000;9,484;10,168;8,792;1,800;30,244
13.03.2024;CET;08:00;08:15;MW;0,000;0,000;0,000;0,000;0,000;3,752;4,068;3,516;0,720;12,056
13.03.2024;CET;08:15;08:30;MW;0,000;0,000;0,000;0,000;0,000;26,704;28,944;25,020;5,128;85,796
13.03.2024;CET;08:30;08:45;MW;0,000;0,000;0,000;0,000;0,000;27,324;29,620;25,604;5,248;87,796
13.03.2024;CET;08:45;09:00;MW;0,000;0,000;0,000;0,000;0,000;34,480;37,376;32,308;6,620;110,784
13.03.2024;CET;09:00;09:15;MW;22,168;24,028;20,768;4,256;71,220;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;09:15;09:30;MW;0,000;0,000;0,000;0,000;0,000;21,532;23,340;20,172;4,132;69,176
13.03.2024;CET;09:30;09:45;MW;0,000;0,000;0,000;0,000;0,000;26,624;28,860;24,948;5,112;85,544
13.03.2024;CET;09:45;10:00;MW;0,000;0,000;0,000;0,000;0,000;44,372;48,100;41,576;8,520;142,568
13.03.2024;CET;10:00;10:15;MW;43,424;47,072;40,688;8,336;139,520;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;10:15;10:30;MW;0,000;0,000;0,000;0,000;0,000;61,384;66,540;57,516;11,784;197,224
13.03.2024;CET;10:30;10:45;MW;0,000;0,000;0,000;0,000;0,000;52,044;56,416;48,764;9,992;167,216
13.03.2024;CET;10:45;11:00;MW;0,000;0,000;0,000;0,000;0,000;57,512;62,344;53,888;11,044;184,788
13.03.2024;CET;11:00;11:15;MW;0,000;0,000;0,000;0,000;0,000;33,684;36,512;31,560;6,468;108,224
13.03.2024;CET;11:15;11:30;MW;0,000;0,000;0,000;0,000;0,000;69,612;75,456;65,224;13,364;223,656
13.03.2024;CET;11:30;11:45;MW;18,916;20,504;17,724;3,632;60,776;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;11:45;12:00;MW;0,000;0,000;0,000;0,000;0,000;31,596;34,248;29,604;6,068;101,516
13.03.2024;CET;12:00;12:15;MW;0,000;0,000;0,000;0,000;0,000;10,012;10,852;9,084;1,920;31,868
13.03.2024;CET;12:15;12:30;MW;0,000;0,000;0,000;0,000;0,000;9,876;10,704;8,964;1,896;31,440
13.03.2024;CET;12:30;12:45;MW;19,776;21,436;17,948;3,796;62,956;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;12:45;13:00;MW;0,000;0,000;0,000;0,000;0,000;36,352;39,404;32,992;6,980;115,728
13.03.2024;CET;13:00;13:15;MW;23,000;24,932;20,872;4,416;73,220;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;13:15;13:30;MW;0,000;0,000;0,000;0,000;0,000;22,020;23,868;19,984;4,228;70,100
13.03.2024;CET;13:30;13:45;MW;9,596;10,400;8,708;1,844;30,548;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;13:45;14:00;MW;0,000;0,000;0,000;0,000;0,000;31,020;33,628;28,152;5,956;98,756
13.03.2024;CET;14:00;14:15;MW;0,000;0,000;0,000;0,000;0,000;8,120;8,804;7,368;1,560;25,852
13.03.2024;CET;14:15;14:30;MW;15,240;16,520;13,832;2,928;48,520;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;14:30;14:45;MW;18,852;20,436;17,108;3,620;60,016;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;14:45;15:00;MW;0,000;0,000;0,000;0,000;0,000;23,580;25,560;21,400;4,528;75,068
13.03.2024;CET;15:00;15:15;MW;0,000;0,000;0,000;0,000;0,000;15,416;16,712;13,992;2,960;49,080
13.03.2024;CET;15:15;15:30;MW;0,928;1,008;0,844;0,180;2,960;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;15:30;15:45;MW;6,456;7,000;5,860;1,240;20,556;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;15:45;16:00;MW;0,000;0,000;0,000;0,000;0,000;18,256;19,788;16,568;3,504;58,116
13.03.2024;CET;16:00;16:15;MW;0,000;0,000;0,000;0,000;0,000;37,592;36,612;38,044;7,316;119,564
13.03.2024;CET;16:15;16:30;MW;21,212;20,660;21,468;4,128;67,468;0,000;0,000;0,000;0,000;0,000
13.03.2024;CET;16:30;16:45;MW;14,564;14,184;14,740;2,836;46,324;0,000;0,000;0,000;0,000;0,000
