Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ)
26.05.2024;CEST;09:45;10:00;MW;0,000;0,000;0,000;0,000;0,000;22,056;25,344;19,336;4,848;71,584
26.05.2024;CEST;10:00;10:15;MW;0,000;0,000;0,000;0,000;0,000;25,776;29,616;22,592;5,664;83,648
26.05.2024;CEST;10:15;10:30;MW;0,000;0,000;0,000;0,000;0,000;46,940;53,936;41,148;10,316;152,340
26.05.2024;CEST;10:30;10:45;MW;0,000;0,000;0,000;0,000;0,000;75,716;87,004;66,372;16,640;245,732
26.05.2024;CEST;10:45;11:00;MW;0,000;0,000;0,000;0,000;0,000;25,696;29,524;22,524;5,648;83,392
26.05.2024;CEST;11:00;11:15;MW;0,000;0,000;0,000;0,000;0,000;6,632;7,624;5,816;1,456;21,528
26.05.2024;CEST;11:15;11:30;MW;0,000;0,000;0,000;0,000;0,000;4,988;5,728;4,372;1,096;16,184
26.05.2024;CEST;11:30;11:45;MW;0,000;0,000;0,000;0,000;0,000;4,620;5,308;4,048;1,016;14,992
26.05.2024;CEST;11:45;12:00;MW;0,000;0,000;0,000;0,000;0,000;22,640;26,012;19,844;4,976;73,472
26.05.2024;CEST;12:00;12:15;MW;1,924;2,092;1,692;0,420;6,128;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;12:15;12:30;MW;0,000;0,000;0,000;0,000;0,000;13,516;14,708;11,892;2,960;43,076
26.05.2024;CEST;12:30;12:45;MW;0,000;0,000;0,000;0,000;0,000;3,704;4,028;3,256;0,812;11,800
26.05.2024;CEST;12:45;13:00;MW;0,000;0,000;0,000;0,000;0,000;30,348;33,016;26,700;6,648;96,712
26.05.2024;CEST;13:00;13:15;MW;0,000;0,000;0,000;0,000;0,000;3,024;3,288;2,660;0,664;9,636
26.05.2024;CEST;13:15;13:30;MW;0,000;0,000;0,000;0,000;0,000;48,264;52,504;42,464;10,576;153,808
26.05.2024;CEST;13:30;13:45;MW;0,000;0,000;0,000;0,000;0,000;40,536;44,096;35,664;8,880;129,176
26.05.2024;CEST;13:45;14:00;MW;0,000;0,000;0,000;0,000;0,000;69,664;75,788;61,292;15,264;222,008
26.05.2024;CEST;14:00;14:15;MW;0,000;0,000;0,000;0,000;0,000;0,320;0,348;0,284;0,072;1,024
26.05.2024;CEST;14:15;14:30;MW;0,000;0,000;0,000;0,000;0,000;32,292;35,132;28,412;7,076;102,912
26.05.2024;CEST;14:30;14:45;MW;0,000;0,000;0,000;0,000;0,000;7,188;7,820;6,324;1,576;22,908
26.05.2024;CEST;14:45;15:00;MW;0,000;0,000;0,000;0,000;0,000;20,044;21,804;17,636;4,392;63,876
26.05.2024;CEST;15:00;15:15;MW;0,000;0,000;0,000;0,000;0,000;12,876;14,008;11,328;2,820;41,032
26.05.2024;CEST;15:15;15:30;MW;0,000;0,000;0,000;0,000;0,000;4,440;4,832;3,908;0,972;14,152
26.05.2024;CEST;15:30;15:45;MW;17,760;19,324;15,628;3,892;56,604;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;15:45;16:00;MW;17,080;18,580;15,028;3,744;54,432;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;16:00;16:15;MW;0,000;0,000;0,000;0,000;0,000;19,320;23,536;18,152;4,536;65,544
26.05.2024;CEST;16:15;16:30;MW;0,000;0,000;0,000;0,000;0,000;39,264;47,824;36,884;9,216;133,188
26.05.2024;CEST;16:30;16:45;MW;19,052;23,208;17,896;4,472;64,628;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;16:45;17:00;MW;0,000;0,000;0,000;0,000;0,000;26,592;32,388;24,980;6,240;90,200
26.05.2024;CEST;17:00;17:15;MW;0,000;0,000;0,000;0,000;0,000;59,732;72,756;56,112;14,020;202,620
26.05.2024;CEST;17:15;17:30;MW;18,824;22,928;17,684;4,416;63,852;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;17:30;17:45;MW;35,576;43,332;33,420;8,348;120,676;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;17:45;18:00;MW;65,720;80,052;61,740;15,424;222,936;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;18:00;18:15;MW;0,000;0,000;0,000;0,000;0,000;13,456;16,392;12,640;3,160;45,648
26.05.2024;CEST;18:15;18:30;MW;16,580;20,192;15,576;3,892;56,240;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;18:30;18:45;MW;43,024;52,408;40,420;10,100;145,952;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;18:45;19:00;MW;11,248;13,700;10,568;2,640;38,156;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;19:00;19:15;MW;0,000;0,000;0,000;0,000;0,000;36,792;44,816;34,564;8,636;124,808
26.05.2024;CEST;19:15;19:30;MW;16,248;19,792;15,264;3,816;55,120;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;19:30;19:45;MW;22,280;27,136;20,928;5,228;75,572;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;19:45;20:00;MW;0,000;0,000;0,000;0,000;0,000;45,536;55,468;42,780;10,688;154,472
26.05.2024;CEST;20:00;20:15;MW;0,000;0,000;0,000;0,000;0,000;16,792;18,880;17,020;3,916;56,608
26.05.2024;CEST;20:15;20:30;MW;0,000;0,000;0,000;0,000;0,000;7,732;8,696;7,840;1,804;26,072
26.05.2024;CEST;20:30;20:45;MW;8,396;9,440;8,508;1,960;28,304;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;20:45;21:00;MW;0,000;0,000;0,000;0,000;0,000;2,412;2,712;2,448;0,564;8,136
26.05.2024;CEST;21:00;21:15;MW;21,452;24,120;21,748;5,004;72,324;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;21:15;21:30;MW;0,000;0,000;0,000;0,000;0,000;5,028;5,656;5,096;1,172;16,952
26.05.2024;CEST;21:30;21:45;MW;0,000;0,000;0,000;0,000;0,000;12,520;14,076;12,688;2,920;42,204
26.05.2024;CEST;21:45;22:00;MW;0,000;0,000;0,000;0,000;0,000;37,656;42,340;38,172;8,784;126,952
26.05.2024;CEST;22:00;22:15;MW;0,000;0,000;0,000;0,000;0,000;7,080;7,964;7,180;1,652;23,876
26.05.2024;CEST;22:15;22:30;MW;0,000;0,000;0,000;0,000;0,000;16,612;18,680;16,840;3,876;56,008
26.05.2024;CEST;22:30;22:45;MW;0,000;0,000;0,000;0,000;0,000;14,332;16,112;14,528;3,344;48,316
26.05.2024;CEST;22:45;23:00;MW;0,000;0,000;0,000;0,000;0,000;28,812;32,392;29,204;6,720;97,128
26.05.2024;CEST;23:00;23:15;MW;53,568;60,228;54,300;12,496;180,592;0,000;0,000;0,000;0,000;0,000
26.05.2024;CEST;23:15;23:30;MW;0,000;0,000;0,000;0,000;0,000;39,788;44,736;40,332;9,280;134,136
26.05.2024;CEST;23:30;23:45;MW;0,000;0,000;0,000;0,000;0,000;12,384;13,924;12,552;2,888;41,748
26.05.2024;CEST;23:45;00:00;MW;0,000;0,000;0,000;0,000;0,000;54,708;61,512;55,456;12,760;184,436
27.05.2024;CEST;00:00;00:15;MW;60,584;70,124;61,028;13,792;205,528;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;00:15;00:30;MW;0,000;0,000;0,000;0,000;0,000;17,056;19,740;17,180;3,884;57,860
27.05.2024;CEST;00:30;00:45;MW;0,000;0,000;0,000;0,000;0,000;33,852;39,180;34,100;7,708;114,840
27.05.2024;CEST;00:45;01:00;MW;0,000;0,000;0,000;0,000;0,000;56,000;64,816;56,412;12,748;189,976
27.05.2024;CEST;01:00;01:15;MW;9,436;10,920;9,504;2,148;32,008;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;01:15;01:30;MW;0,696;0,804;0,700;0,160;2,360;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;01:30;01:45;MW;11,148;12,904;11,228;2,536;37,816;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;01:45;02:00;MW;0,000;0,000;0,000;0,000;0,000;14,464;16,740;14,568;3,292;49,064
27.05.2024;CEST;02:00;02:15;MW;4,760;5,508;4,792;1,084;16,144;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;02:15;02:30;MW;0,000;0,000;0,000;0,000;0,000;3,608;4,176;3,636;0,820;12,240
27.05.2024;CEST;02:30;02:45;MW;2,484;2,876;2,504;0,564;8,428;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;02:45;03:00;MW;0,000;0,000;0,000;0,000;0,000;7,160;8,288;7,212;1,632;24,292
27.05.2024;CEST;03:00;03:15;MW;38,164;44,172;38,444;8,688;129,468;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;03:15;03:30;MW;0,000;0,000;0,000;0,000;0,000;12,568;14,544;12,660;2,860;42,632
27.05.2024;CEST;03:30;03:45;MW;0,000;0,000;0,000;0,000;0,000;4,332;5,016;4,364;0,988;14,700
27.05.2024;CEST;03:45;04:00;MW;0,000;0,000;0,000;0,000;0,000;3,076;3,560;3,100;0,700;10,436
27.05.2024;CEST;04:00;04:15;MW;0,000;0,000;0,000;0,000;0,000;2,860;3,192;2,872;0,652;9,576
27.05.2024;CEST;04:15;04:30;MW;0,000;0,000;0,000;0,000;0,000;15,188;16,948;15,256;3,468;50,860
27.05.2024;CEST;04:30;04:45;MW;0,000;0,000;0,000;0,000;0,000;0,408;0,456;0,408;0,092;1,364
27.05.2024;CEST;04:45;05:00;MW;0,000;0,000;0,000;0,000;0,000;4,752;5,300;4,772;1,084;15,908
27.05.2024;CEST;05:00;05:15;MW;0,000;0,000;0,000;0,000;0,000;37,616;41,968;37,780;8,588;125,952
27.05.2024;CEST;05:15;05:30;MW;0,000;0,000;0,000;0,000;0,000;12,340;13,768;12,392;2,816;41,316
27.05.2024;CEST;05:30;05:45;MW;7,096;7,920;7,128;1,620;23,764;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;05:45;06:00;MW;0,000;0,000;0,000;0,000;0,000;7,476;8,340;7,508;1,708;25,032
27.05.2024;CEST;06:00;06:15;MW;0,000;0,000;0,000;0,000;0,000;16,336;18,224;16,404;3,728;54,692
27.05.2024;CEST;06:15;06:30;MW;15,364;17,144;15,432;3,508;51,448;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;06:30;06:45;MW;27,904;31,132;28,024;6,372;93,432;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;06:45;07:00;MW;24,796;27,664;24,904;5,664;83,028;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;07:00;07:15;MW;4,292;4,788;4,308;0,980;14,368;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;07:15;07:30;MW;4,372;4,876;4,388;1,000;14,636;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;07:30;07:45;MW;0,000;0,000;0,000;0,000;0,000;21,604;24,104;21,700;4,932;72,340
27.05.2024;CEST;07:45;08:00;MW;0,000;0,000;0,000;0,000;0,000;26,352;29,400;26,464;6,016;88,232
27.05.2024;CEST;08:00;08:15;MW;28,304;34,264;28,436;7,012;98,016;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;08:15;08:30;MW;0,000;0,000;0,000;0,000;0,000;12,488;15,116;12,548;3,096;43,248
27.05.2024;CEST;08:30;08:45;MW;0,000;0,000;0,000;0,000;0,000;25,984;31,456;26,108;6,436;89,984
27.05.2024;CEST;08:45;09:00;MW;0,000;0,000;0,000;0,000;0,000;19,624;23,756;19,716;4,864;67,960
27.05.2024;CEST;09:00;09:15;MW;0,000;0,000;0,000;0,000;0,000;7,748;9,380;7,784;1,920;26,832
27.05.2024;CEST;09:15;09:30;MW;0,000;0,000;0,000;0,000;0,000;26,896;32,560;27,024;6,664;93,144
27.05.2024;CEST;09:30;09:45;MW;0,000;0,000;0,000;0,000;0,000;32,972;39,916;33,128;8,168;114,184
27.05.2024;CEST;09:45;10:00;MW;0,000;0,000;0,000;0,000;0,000;11,384;13,780;11,436;2,820;39,420
27.05.2024;CEST;10:00;10:15;MW;4,188;5,068;4,208;1,036;14,500;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;10:15;10:30;MW;0,000;0,000;0,000;0,000;0,000;24,564;29,736;24,680;6,088;85,068
27.05.2024;CEST;10:30;10:45;MW;0,000;0,000;0,000;0,000;0,000;8,388;10,156;8,428;2,080;29,052
27.05.2024;CEST;10:45;11:00;MW;0,000;0,000;0,000;0,000;0,000;23,240;28,136;23,352;5,760;80,488
27.05.2024;CEST;11:00;11:15;MW;8,316;10,064;8,352;2,060;28,792;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;11:15;11:30;MW;1,000;1,212;1,008;0,248;3,468;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;11:30;11:45;MW;0,000;0,000;0,000;0,000;0,000;8,824;10,684;8,868;2,188;30,564
27.05.2024;CEST;11:45;12:00;MW;2,488;3,012;2,500;0,616;8,616;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;12:00;12:15;MW;0,000;0,000;0,000;0,000;0,000;13,176;15,300;12,696;3,132;44,304
27.05.2024;CEST;12:15;12:30;MW;0,236;0,272;0,228;0,056;0,792;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;12:30;12:45;MW;0,000;0,000;0,000;0,000;0,000;16,868;19,588;16,256;4,008;56,720
27.05.2024;CEST;12:45;13:00;MW;0,000;0,000;0,000;0,000;0,000;7,088;8,232;6,832;1,684;23,836
27.05.2024;CEST;13:00;13:15;MW;28,468;33,056;27,436;6,764;95,724;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;13:15;13:30;MW;11,628;13,504;11,208;2,764;39,104;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;13:30;13:45;MW;20,888;24,256;20,132;4,964;70,240;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;13:45;14:00;MW;0,000;0,000;0,000;0,000;0,000;15,848;18,404;15,276;3,768;53,296
27.05.2024;CEST;14:00;14:15;MW;0,000;0,000;0,000;0,000;0,000;18,428;21,400;17,760;4,380;61,968
27.05.2024;CEST;14:15;14:30;MW;8,824;10,244;8,504;2,096;29,668;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;14:30;14:45;MW;12,008;13,944;11,572;2,852;40,376;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;14:45;15:00;MW;0,000;0,000;0,000;0,000;0,000;27,556;32,000;26,560;6,548;92,664
27.05.2024;CEST;15:00;15:15;MW;19,548;22,700;18,840;4,644;65,732;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;15:15;15:30;MW;0,000;0,000;0,000;0,000;0,000;2,704;3,140;2,608;0,644;9,096
27.05.2024;CEST;15:30;15:45;MW;17,536;20,364;16,900;4,168;58,968;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;15:45;16:00;MW;0,564;0,656;0,544;0,136;1,900;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;16:00;16:15;MW;0,000;0,000;0,000;0,000;0,000;1,944;2,208;1,960;0,456;6,568
27.05.2024;CEST;16:15;16:30;MW;22,148;25,132;22,316;5,216;74,812;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;16:30;16:45;MW;10,856;12,320;10,936;2,556;36,668;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;16:45;17:00;MW;5,008;5,684;5,048;1,180;16,920;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;17:00;17:15;MW;0,000;0,000;0,000;0,000;0,000;27,620;31,344;27,828;6,504;93,296
27.05.2024;CEST;17:15;17:30;MW;16,920;19,200;17,048;3,984;57,152;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;17:30;17:45;MW;36,008;40,864;36,284;8,480;121,636;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;17:45;18:00;MW;3,972;4,504;4,000;0,936;13,412;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;18:00;18:15;MW;0,000;0,000;0,000;0,000;0,000;29,024;32,940;29,244;6,832;98,040
27.05.2024;CEST;18:15;18:30;MW;0,000;0,000;0,000;0,000;0,000;1,180;1,340;1,192;0,280;3,992
27.05.2024;CEST;18:30;18:45;MW;0,000;0,000;0,000;0,000;0,000;20,268;23,000;20,420;4,772;68,460
27.05.2024;CEST;18:45;19:00;MW;33,212;37,688;33,464;7,820;112,184;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;19:00;19:15;MW;0,000;0,000;0,000;0,000;0,000;15,708;17,828;15,828;3,700;53,064
27.05.2024;CEST;19:15;19:30;MW;5,668;6,432;5,712;1,336;19,148;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;19:30;19:45;MW;11,040;12,528;11,124;2,600;37,292;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;19:45;20:00;MW;6,200;7,036;6,248;1,460;20,944;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;20:00;20:15;MW;0,000;0,000;0,000;0,000;0,000;10,128;11,188;10,112;2,336;33,764
27.05.2024;CEST;20:15;20:30;MW;2,172;2,400;2,172;0,500;7,244;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;20:30;20:45;MW;6,020;6,648;6,008;1,388;20,064;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;20:45;21:00;MW;14,708;16,244;14,680;3,388;49,020;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;21:00;21:15;MW;20,976;23,172;20,940;4,832;69,920;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;21:15;21:30;MW;0,000;0,000;0,000;0,000;0,000;16,236;17,936;16,208;3,740;54,120
27.05.2024;CEST;21:30;21:45;MW;0,000;0,000;0,000;0,000;0,000;13,360;14,756;13,336;3,080;44,532
27.05.2024;CEST;21:45;22:00;MW;0,000;0,000;0,000;0,000;0,000;38,488;42,516;38,424;8,868;128,296
27.05.2024;CEST;22:00;22:15;MW;9,948;10,992;9,932;2,292;33,164;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;22:15;22:30;MW;0,000;0,000;0,000;0,000;0,000;21,144;23,352;21,108;4,872;70,476
27.05.2024;CEST;22:30;22:45;MW;0,000;0,000;0,000;0,000;0,000;6,856;7,572;6,844;1,580;22,852
27.05.2024;CEST;22:45;23:00;MW;0,000;0,000;0,000;0,000;0,000;1,432;1,584;1,432;0,332;4,780
27.05.2024;CEST;23:00;23:15;MW;22,700;25,076;22,660;5,232;75,668;0,000;0,000;0,000;0,000;0,000
27.05.2024;CEST;23:15;23:30;MW;0,000;0,000;0,000;0,000;0,000;8,496;9,384;8,480;1,956;28,316
27.05.2024;CEST;23:30;23:45;MW;0,000;0,000;0,000;0,000;0,000;8,644;9,552;8,632;1,992;28,820
27.05.2024;CEST;23:45;00:00;MW;0,000;0,000;0,000;0,000;0,000;44,112;48,724;44,036;10,164;147,036
28.05.2024;CEST;00:00;00:15;MW;46,772;47,860;43,460;9,824;147,916;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;00:15;00:30;MW;0,000;0,000;0,000;0,000;0,000;14,028;14,352;13,032;2,944;44,356
28.05.2024;CEST;00:30;00:45;MW;0,000;0,000;0,000;0,000;0,000;16,204;16,580;15,056;3,404;51,244
28.05.2024;CEST;00:45;01:00;MW;0,000;0,000;0,000;0,000;0,000;10,344;10,588;9,612;2,172;32,716
28.05.2024;CEST;01:00;01:15;MW;29,540;30,224;27,444;6,204;93,412;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;01:15;01:30;MW;3,212;3,288;2,984;0,676;10,160;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;01:30;01:45;MW;0,000;0,000;0,000;0,000;0,000;3,952;4,044;3,672;0,828;12,496
28.05.2024;CEST;01:45;02:00;MW;0,000;0,000;0,000;0,000;0,000;22,292;22,812;20,712;4,680;70,496
28.05.2024;CEST;02:00;02:15;MW;13,560;13,876;12,600;2,848;42,884;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;02:15;02:30;MW;0,000;0,000;0,000;0,000;0,000;3,520;3,604;3,272;0,740;11,136
28.05.2024;CEST;02:30;02:45;MW;17,112;17,512;15,900;3,592;54,116;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;02:45;03:00;MW;0,000;0,000;0,000;0,000;0,000;20,696;21,180;19,232;4,348;65,456
28.05.2024;CEST;03:00;03:15;MW;0,000;0,000;0,000;0,000;0,000;6,304;6,448;5,856;1,324;19,932
28.05.2024;CEST;03:15;03:30;MW;3,688;3,772;3,428;0,776;11,664;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;03:30;03:45;MW;0,000;0,000;0,000;0,000;0,000;1,968;2,016;1,828;0,412;6,224
28.05.2024;CEST;03:45;04:00;MW;0,000;0,000;0,000;0,000;0,000;3,984;4,076;3,700;0,836;12,596
28.05.2024;CEST;04:00;04:15;MW;9,128;9,344;8,484;1,916;28,872;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;04:15;04:30;MW;0,000;0,000;0,000;0,000;0,000;7,080;7,248;6,580;1,488;22,396
28.05.2024;CEST;04:30;04:45;MW;1,464;1,496;1,360;0,308;4,628;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;04:45;05:00;MW;11,964;12,240;11,116;2,512;37,832;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;05:00;05:15;MW;18,208;18,632;16,916;3,824;57,580;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;05:15;05:30;MW;0,000;0,000;0,000;0,000;0,000;6,512;6,664;6,052;1,368;20,596
28.05.2024;CEST;05:30;05:45;MW;2,976;3,044;2,764;0,624;9,408;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;05:45;06:00;MW;2,964;3,032;2,752;0,624;9,372;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;06:00;06:15;MW;9,664;9,888;8,980;2,028;30,560;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;06:15;06:30;MW;15,980;16,352;14,848;3,356;50,536;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;06:30;06:45;MW;6,144;6,288;5,708;1,292;19,432;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;06:45;07:00;MW;2,952;3,020;2,740;0,620;9,332;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;07:00;07:15;MW;2,844;2,912;2,644;0,596;8,996;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;07:15;07:30;MW;0,000;0,000;0,000;0,000;0,000;8,368;8,560;7,772;1,756;26,456
28.05.2024;CEST;07:30;07:45;MW;0,000;0,000;0,000;0,000;0,000;6,492;6,644;6,032;1,364;20,532
28.05.2024;CEST;07:45;08:00;MW;9,644;9,868;8,960;2,024;30,496;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;08:00;08:15;MW;36,836;36,776;33,928;7,716;115,256;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;08:15;08:30;MW;0,000;0,000;0,000;0,000;0,000;24,840;24,800;22,880;5,200;77,720
28.05.2024;CEST;08:30;08:45;MW;0,000;0,000;0,000;0,000;0,000;24,748;24,708;22,796;5,184;77,436
28.05.2024;CEST;08:45;09:00;MW;0,000;0,000;0,000;0,000;0,000;71,328;71,208;65,696;14,936;223,168
28.05.2024;CEST;09:00;09:15;MW;0,000;0,000;0,000;0,000;0,000;5,036;5,028;4,640;1,056;15,760
28.05.2024;CEST;09:15;09:30;MW;0,000;0,000;0,000;0,000;0,000;30,092;30,040;27,716;6,300;94,148
28.05.2024;CEST;09:30;09:45;MW;0,000;0,000;0,000;0,000;0,000;47,744;47,664;43,976;10,000;149,384
28.05.2024;CEST;09:45;10:00;MW;0,000;0,000;0,000;0,000;0,000;34,876;34,820;32,124;7,304;109,124
28.05.2024;CEST;10:00;10:15;MW;7,824;7,812;7,208;1,640;24,484;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;10:15;10:30;MW;0,000;0,000;0,000;0,000;0,000;37,692;37,632;34,720;7,892;117,936
28.05.2024;CEST;10:30;10:45;MW;0,000;0,000;0,000;0,000;0,000;10,640;10,620;9,800;2,228;33,288
28.05.2024;CEST;10:45;11:00;MW;0,000;0,000;0,000;0,000;0,000;44,964;44,888;41,416;9,416;140,684
28.05.2024;CEST;11:00;11:15;MW;0,000;0,000;0,000;0,000;0,000;16,204;16,176;14,924;3,392;50,696
28.05.2024;CEST;11:15;11:30;MW;0,000;0,000;0,000;0,000;0,000;6,868;6,856;6,324;1,436;21,484
28.05.2024;CEST;11:30;11:45;MW;0,000;0,000;0,000;0,000;0,000;14,704;14,680;13,544;3,080;46,008
28.05.2024;CEST;11:45;12:00;MW;9,048;9,032;8,336;1,896;28,312;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;12:00;12:15;MW;26,312;28,220;26,036;5,920;86,488;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;12:15;12:30;MW;0,000;0,000;0,000;0,000;0,000;1,460;1,564;1,444;0,328;4,796
28.05.2024;CEST;12:30;12:45;MW;0,000;0,000;0,000;0,000;0,000;8,452;9,064;8,364;1,900;27,780
28.05.2024;CEST;12:45;13:00;MW;0,000;0,000;0,000;0,000;0,000;24,540;26,316;24,280;5,520;80,656
28.05.2024;CEST;13:00;13:15;MW;0,000;0,000;0,000;0,000;0,000;6,080;6,520;6,016;1,368;19,984
28.05.2024;CEST;13:15;13:30;MW;0,000;0,000;0,000;0,000;0,000;20,488;21,972;20,268;4,608;67,336
28.05.2024;CEST;13:30;13:45;MW;0,000;0,000;0,000;0,000;0,000;14,892;15,972;14,736;3,352;48,952
28.05.2024;CEST;13:45;14:00;MW;0,000;0,000;0,000;0,000;0,000;15,016;16,104;14,860;3,380;49,360
28.05.2024;CEST;14:00;14:15;MW;0,000;0,000;0,000;0,000;0,000;19,608;21,028;19,400;4,412;64,448
28.05.2024;CEST;14:15;14:30;MW;0,000;0,000;0,000;0,000;0,000;27,728;29,736;27,436;6,236;91,136
28.05.2024;CEST;14:30;14:45;MW;0,000;0,000;0,000;0,000;0,000;15,752;16,892;15,584;3,544;51,772
28.05.2024;CEST;14:45;15:00;MW;0,000;0,000;0,000;0,000;0,000;42,200;45,256;41,752;9,492;138,700
28.05.2024;CEST;15:00;15:15;MW;0,000;0,000;0,000;0,000;0,000;20,220;21,688;20,008;4,548;66,464
28.05.2024;CEST;15:15;15:30;MW;14,156;15,180;14,008;3,184;46,528;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;15:30;15:45;MW;0,000;0,000;0,000;0,000;0,000;1,580;1,696;1,564;0,356;5,196
28.05.2024;CEST;15:45;16:00;MW;0,000;0,000;0,000;0,000;0,000;10,612;11,380;10,500;2,388;34,880
28.05.2024;CEST;16:00;16:15;MW;0,000;0,000;0,000;0,000;0,000;26,068;26,312;24,088;5,444;81,912
28.05.2024;CEST;16:15;16:30;MW;15,324;15,468;14,160;3,200;48,152;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;16:30;16:45;MW;22,420;22,628;20,716;4,684;70,448;0,000;0,000;0,000;0,000;0,000
28.05.2024;CEST;16:45;17:00;MW;0,000;0,000;0,000;0,000;0,000;18,708;18,884;17,288;3,908;58,788
28.05.2024;CEST;17:00;17:15;MW;0,000;0,000;0,000;0,000;0,000;33,540;33,856;30,992;7,004;105,392
28.05.2024;CEST;17:15;17:30;MW;10,980;11,084;10,148;2,292;34,504;0,000;0,000;0,000;0,000;0,000
