Datum;Zeitzone;von;bis;Einheit;AEP-Schätzer;Status
31.01.2024;CET;07:15;07:30;EUR/MWh;165,13;0,00
31.01.2024;CET;07:30;07:45;EUR/MWh;280,37;0,00
31.01.2024;CET;07:45;08:00;EUR/MWh;550,25;0,00
31.01.2024;CET;08:00;08:15;EUR/MWh;803,12;0,00
31.01.2024;CET;08:15;08:30;EUR/MWh;476,17;0,00
31.01.2024;CET;08:30;08:45;EUR/MWh;232,19;0,00
31.01.2024;CET;08:45;09:00;EUR/MWh;192,81;0,00
31.01.2024;CET;09:00;09:15;EUR/MWh;68,81;0,00
31.01.2024;CET;09:15;09:30;EUR/MWh;55,35;0,00
31.01.2024;CET;09:30;09:45;EUR/MWh;121,57;0,00
31.01.2024;CET;09:45;10:00;EUR/MWh;111,93;0,00
31.01.2024;CET;10:00;10:15;EUR/MWh;116,59;0,00
31.01.2024;CET;10:15;10:30;EUR/MWh;116,43;0,00
31.01.2024;CET;10:30;10:45;EUR/MWh;117,13;0,00
31.01.2024;CET;10:45;11:00;EUR/MWh;96,46;0,00
31.01.2024;CET;11:00;11:15;EUR/MWh;-17,74;0,00
31.01.2024;CET;11:15;11:30;EUR/MWh;25,85;0,00
31.01.2024;CET;11:30;11:45;EUR/MWh;52,88;0,00
31.01.2024;CET;11:45;12:00;EUR/MWh;111,00;0,00
31.01.2024;CET;12:00;12:15;EUR/MWh;113,28;0,00
31.01.2024;CET;12:15;12:30;EUR/MWh;119,90;0,00
31.01.2024;CET;12:30;12:45;EUR/MWh;140,44;0,00
31.01.2024;CET;12:45;13:00;EUR/MWh;261,54;0,00
31.01.2024;CET;13:00;13:15;EUR/MWh;141,54;0,00
31.01.2024;CET;13:15;13:30;EUR/MWh;117,04;0,00
31.01.2024;CET;13:30;13:45;EUR/MWh;125,79;0,00
31.01.2024;CET;13:45;14:00;EUR/MWh;-18,07;0,00
31.01.2024;CET;14:00;14:15;EUR/MWh;-7,88;0,00
31.01.2024;CET;14:15;14:30;EUR/MWh;110,75;0,00
31.01.2024;CET;14:30;14:45;EUR/MWh;109,87;0,00
31.01.2024;CET;14:45;15:00;EUR/MWh;21,33;0,00
31.01.2024;CET;15:00;15:15;EUR/MWh;103,30;0,00
31.01.2024;CET;15:15;15:30;EUR/MWh;0,77;0,00
31.01.2024;CET;15:30;15:45;EUR/MWh;46,42;0,00
31.01.2024;CET;15:45;16:00;EUR/MWh;52,47;0,00
31.01.2024;CET;16:00;16:15;EUR/MWh;44,61;0,00
31.01.2024;CET;16:15;16:30;EUR/MWh;68,75;0,00
31.01.2024;CET;16:30;16:45;EUR/MWh;55,00;0,00
31.01.2024;CET;16:45;17:00;EUR/MWh;37,55;0,00
31.01.2024;CET;17:00;17:15;EUR/MWh;33,35;0,00
31.01.2024;CET;17:15;17:30;EUR/MWh;50,94;0,00
31.01.2024;CET;17:30;17:45;EUR/MWh;109,13;0,00
31.01.2024;CET;17:45;18:00;EUR/MWh;61,44;0,00
31.01.2024;CET;18:00;18:15;EUR/MWh;111,16;0,00
31.01.2024;CET;18:15;18:30;EUR/MWh;57,48;0,00
31.01.2024;CET;18:30;18:45;EUR/MWh;47,84;0,00
31.01.2024;CET;18:45;19:00;EUR/MWh;38,91;0,00
31.01.2024;CET;19:00;19:15;EUR/MWh;119,51;0,00
31.01.2024;CET;19:15;19:30;EUR/MWh;108,46;0,00
31.01.2024;CET;19:30;19:45;EUR/MWh;108,05;0,00
31.01.2024;CET;19:45;20:00;EUR/MWh;106,95;0,00
31.01.2024;CET;20:00;20:15;EUR/MWh;164,11;0,00
31.01.2024;CET;20:15;20:30;EUR/MWh;231,61;0,00
31.01.2024;CET;20:30;20:45;EUR/MWh;138,38;0,00
31.01.2024;CET;20:45;21:00;EUR/MWh;-24,36;0,00
31.01.2024;CET;21:00;21:15;EUR/MWh;-8,43;0,00
31.01.2024;CET;21:15;21:30;EUR/MWh;-1,11;0,00
31.01.2024;CET;21:30;21:45;EUR/MWh;99,35;0,00
31.01.2024;CET;21:45;22:00;EUR/MWh;-34,30;0,00
31.01.2024;CET;22:00;22:15;EUR/MWh;99,69;0,00
31.01.2024;CET;22:15;22:30;EUR/MWh;-14,56;0,00
31.01.2024;CET;22:30;22:45;EUR/MWh;97,07;0,00
31.01.2024;CET;22:45;23:00;EUR/MWh;97,00;0,00
31.01.2024;CET;23:00;23:15;EUR/MWh;101,22;0,00
31.01.2024;CET;23:15;23:30;EUR/MWh;-42,33;0,00
31.01.2024;CET;23:30;23:45;EUR/MWh;-77,36;0,00
31.01.2024;CET;23:45;00:00;EUR/MWh;-79,51;0,00
01.02.2024;CET;00:00;00:15;EUR/MWh;103,11;0,00
01.02.2024;CET;00:15;00:30;EUR/MWh;102,30;0,00
01.02.2024;CET;00:30;00:45;EUR/MWh;81,00;0,00
01.02.2024;CET;00:45;01:00;EUR/MWh;31,60;2,00
01.02.2024;CET;01:00;01:15;EUR/MWh;97,21;0,00
01.02.2024;CET;01:15;01:30;EUR/MWh;96,44;0,00
01.02.2024;CET;01:30;01:45;EUR/MWh;96,64;0,00
01.02.2024;CET;01:45;02:00;EUR/MWh;89,00;0,00
01.02.2024;CET;02:00;02:15;EUR/MWh;-49,63;0,00
01.02.2024;CET;02:15;02:30;EUR/MWh;-73,95;0,00
01.02.2024;CET;02:30;02:45;EUR/MWh;-71,32;0,00
01.02.2024;CET;02:45;03:00;EUR/MWh;-74,24;0,00
01.02.2024;CET;03:00;03:15;EUR/MWh;-97,17;0,00
01.02.2024;CET;03:15;03:30;EUR/MWh;-68,34;0,00
01.02.2024;CET;03:30;03:45;EUR/MWh;-72,04;0,00
01.02.2024;CET;03:45;04:00;EUR/MWh;-71,56;0,00
01.02.2024;CET;04:00;04:15;EUR/MWh;-47,36;0,00
01.02.2024;CET;04:15;04:30;EUR/MWh;-4,86;0,00
01.02.2024;CET;04:30;04:45;EUR/MWh;98,26;0,00
01.02.2024;CET;04:45;05:00;EUR/MWh;97,38;0,00
01.02.2024;CET;05:00;05:15;EUR/MWh;-122,69;0,00
01.02.2024;CET;05:15;05:30;EUR/MWh;92,00;0,00
01.02.2024;CET;05:30;05:45;EUR/MWh;101,18;0,00
01.02.2024;CET;05:45;06:00;EUR/MWh;98,55;0,00
01.02.2024;CET;06:00;06:15;EUR/MWh;-120,18;0,00
01.02.2024;CET;06:15;06:30;EUR/MWh;102,54;0,00
01.02.2024;CET;06:30;06:45;EUR/MWh;103,52;0,00
01.02.2024;CET;06:45;07:00;EUR/MWh;100,43;0,00
01.02.2024;CET;07:00;07:15;EUR/MWh;104,80;0,00
01.02.2024;CET;07:15;07:30;EUR/MWh;102,92;0,00
01.02.2024;CET;07:30;07:45;EUR/MWh;102,03;0,00
01.02.2024;CET;07:45;08:00;EUR/MWh;100,48;0,00
01.02.2024;CET;08:00;08:15;EUR/MWh;103,09;0,00
01.02.2024;CET;08:15;08:30;EUR/MWh;102,57;0,00
01.02.2024;CET;08:30;08:45;EUR/MWh;102,49;0,00
01.02.2024;CET;08:45;09:00;EUR/MWh;102,06;0,00
01.02.2024;CET;09:00;09:15;EUR/MWh;117,85;0,00
01.02.2024;CET;09:15;09:30;EUR/MWh;106,37;0,00
01.02.2024;CET;09:30;09:45;EUR/MWh;30,60;0,00
01.02.2024;CET;09:45;10:00;EUR/MWh;29,49;0,00
01.02.2024;CET;10:00;10:15;EUR/MWh;33,15;0,00
01.02.2024;CET;10:15;10:30;EUR/MWh;29,35;0,00
01.02.2024;CET;10:30;10:45;EUR/MWh;23,12;0,00
01.02.2024;CET;10:45;11:00;EUR/MWh;18,71;0,00
01.02.2024;CET;11:00;11:15;EUR/MWh;44,62;0,00
01.02.2024;CET;11:15;11:30;EUR/MWh;51,10;0,00
01.02.2024;CET;11:30;11:45;EUR/MWh;44,66;0,00
01.02.2024;CET;11:45;12:00;EUR/MWh;48,18;0,00
01.02.2024;CET;12:00;12:15;EUR/MWh;100,94;0,00
01.02.2024;CET;12:15;12:30;EUR/MWh;25,82;0,00
01.02.2024;CET;12:30;12:45;EUR/MWh;37,78;0,00
01.02.2024;CET;12:45;13:00;EUR/MWh;29,90;0,00
01.02.2024;CET;13:00;13:15;EUR/MWh;50,57;0,00
01.02.2024;CET;13:15;13:30;EUR/MWh;19,04;0,00
01.02.2024;CET;13:30;13:45;EUR/MWh;100,91;0,00
01.02.2024;CET;13:45;14:00;EUR/MWh;-15,21;0,00
01.02.2024;CET;14:00;14:15;EUR/MWh;8,39;0,00
01.02.2024;CET;14:15;14:30;EUR/MWh;-7,86;0,00
01.02.2024;CET;14:30;14:45;EUR/MWh;19,33;0,00
01.02.2024;CET;14:45;15:00;EUR/MWh;64,72;2,00
01.02.2024;CET;15:00;15:15;EUR/MWh;17,74;0,00
01.02.2024;CET;15:15;15:30;EUR/MWh;100,93;0,00
01.02.2024;CET;15:30;15:45;EUR/MWh;100,95;0,00
01.02.2024;CET;15:45;16:00;EUR/MWh;111,77;0,00
01.02.2024;CET;16:00;16:15;EUR/MWh;106,65;0,00
01.02.2024;CET;16:15;16:30;EUR/MWh;15,34;0,00
01.02.2024;CET;16:30;16:45;EUR/MWh;15,45;0,00
01.02.2024;CET;16:45;17:00;EUR/MWh;-71,74;0,00
01.02.2024;CET;17:00;17:15;EUR/MWh;-340,96;0,00
01.02.2024;CET;17:15;17:30;EUR/MWh;131,34;0,00
01.02.2024;CET;17:30;17:45;EUR/MWh;136,96;0,00
01.02.2024;CET;17:45;18:00;EUR/MWh;122,77;0,00
01.02.2024;CET;18:00;18:15;EUR/MWh;77,91;0,00
01.02.2024;CET;18:15;18:30;EUR/MWh;55,04;0,00
01.02.2024;CET;18:30;18:45;EUR/MWh;46,15;0,00
01.02.2024;CET;18:45;19:00;EUR/MWh;41,06;0,00
01.02.2024;CET;19:00;19:15;EUR/MWh;118,75;0,00
01.02.2024;CET;19:15;19:30;EUR/MWh;121,84;0,00
01.02.2024;CET;19:30;19:45;EUR/MWh;117,66;0,00
01.02.2024;CET;19:45;20:00;EUR/MWh;100,00;0,00
01.02.2024;CET;20:00;20:15;EUR/MWh;108,33;0,00
01.02.2024;CET;20:15;20:30;EUR/MWh;104,65;0,00
01.02.2024;CET;20:30;20:45;EUR/MWh;33,93;0,00
01.02.2024;CET;20:45;21:00;EUR/MWh;35,53;0,00
01.02.2024;CET;21:00;21:15;EUR/MWh;31,77;0,00
01.02.2024;CET;21:15;21:30;EUR/MWh;19,76;0,00
01.02.2024;CET;21:30;21:45;EUR/MWh;114,21;0,00
01.02.2024;CET;21:45;22:00;EUR/MWh;107,34;0,00
01.02.2024;CET;22:00;22:15;EUR/MWh;112,81;0,00
01.02.2024;CET;22:15;22:30;EUR/MWh;112,53;0,00
01.02.2024;CET;22:30;22:45;EUR/MWh;8,10;0,00
01.02.2024;CET;22:45;23:00;EUR/MWh;12,37;0,00
01.02.2024;CET;23:00;23:15;EUR/MWh;46,89;0,00
01.02.2024;CET;23:15;23:30;EUR/MWh;13,95;0,00
01.02.2024;CET;23:30;23:45;EUR/MWh;22,96;0,00
01.02.2024;CET;23:45;00:00;EUR/MWh;9,23;0,00
02.02.2024;CET;00:00;00:15;EUR/MWh;105,50;0,00
02.02.2024;CET;00:15;00:30;EUR/MWh;104,90;0,00
02.02.2024;CET;00:30;00:45;EUR/MWh;104,13;0,00
02.02.2024;CET;00:45;01:00;EUR/MWh;103,62;0,00
02.02.2024;CET;01:00;01:15;EUR/MWh;103,98;0,00
02.02.2024;CET;01:15;01:30;EUR/MWh;105,43;0,00
02.02.2024;CET;01:30;01:45;EUR/MWh;107,00;0,00
02.02.2024;CET;01:45;02:00;EUR/MWh;112,15;0,00
02.02.2024;CET;02:00;02:15;EUR/MWh;104,92;0,00
02.02.2024;CET;02:15;02:30;EUR/MWh;19,17;0,00
02.02.2024;CET;02:30;02:45;EUR/MWh;4,94;0,00
02.02.2024;CET;02:45;03:00;EUR/MWh;87,00;0,00
02.02.2024;CET;03:00;03:15;EUR/MWh;101,88;0,00
02.02.2024;CET;03:15;03:30;EUR/MWh;101,00;0,00
02.02.2024;CET;03:30;03:45;EUR/MWh;51,14;2,00
02.02.2024;CET;03:45;04:00;EUR/MWh;100,00;0,00
02.02.2024;CET;04:00;04:15;EUR/MWh;100,18;0,00
02.02.2024;CET;04:15;04:30;EUR/MWh;13,74;0,00
02.02.2024;CET;04:30;04:45;EUR/MWh;101,24;0,00
02.02.2024;CET;04:45;05:00;EUR/MWh;11,83;0,00
02.02.2024;CET;05:00;05:15;EUR/MWh;6,76;0,00
02.02.2024;CET;05:15;05:30;EUR/MWh;-13,16;0,00
02.02.2024;CET;05:30;05:45;EUR/MWh;5,21;0,00
02.02.2024;CET;05:45;06:00;EUR/MWh;4,63;0,00
02.02.2024;CET;06:00;06:15;EUR/MWh;-93,28;0,00
02.02.2024;CET;06:15;06:30;EUR/MWh;-1,85;0,00
02.02.2024;CET;06:30;06:45;EUR/MWh;10,43;0,00
02.02.2024;CET;06:45;07:00;EUR/MWh;-17,08;0,00
02.02.2024;CET;07:00;07:15;EUR/MWh;-85,81;0,00
02.02.2024;CET;07:15;07:30;EUR/MWh;-4,40;0,00
02.02.2024;CET;07:30;07:45;EUR/MWh;1,91;0,00
02.02.2024;CET;07:45;08:00;EUR/MWh;100,67;0,00
02.02.2024;CET;08:00;08:15;EUR/MWh;100,28;0,00
02.02.2024;CET;08:15;08:30;EUR/MWh;100,16;0,00
02.02.2024;CET;08:30;08:45;EUR/MWh;18,77;0,00
02.02.2024;CET;08:45;09:00;EUR/MWh;60,98;0,00
02.02.2024;CET;09:00;09:15;EUR/MWh;25,62;0,00
02.02.2024;CET;09:15;09:30;EUR/MWh;16,29;0,00
02.02.2024;CET;09:30;09:45;EUR/MWh;19,61;0,00
02.02.2024;CET;09:45;10:00;EUR/MWh;20,62;0,00
02.02.2024;CET;10:00;10:15;EUR/MWh;101,56;0,00
02.02.2024;CET;10:15;10:30;EUR/MWh;100,85;0,00
02.02.2024;CET;10:30;10:45;EUR/MWh;99,87;0,00
02.02.2024;CET;10:45;11:00;EUR/MWh;99,49;0,00
02.02.2024;CET;11:00;11:15;EUR/MWh;10,26;0,00
02.02.2024;CET;11:15;11:30;EUR/MWh;11,53;0,00
02.02.2024;CET;11:30;11:45;EUR/MWh;16,23;0,00
02.02.2024;CET;11:45;12:00;EUR/MWh;-4,25;0,00
02.02.2024;CET;12:00;12:15;EUR/MWh;98,13;0,00
02.02.2024;CET;12:15;12:30;EUR/MWh;18,10;0,00
02.02.2024;CET;12:30;12:45;EUR/MWh;18,77;0,00
02.02.2024;CET;12:45;13:00;EUR/MWh;14,15;0,00
02.02.2024;CET;13:00;13:15;EUR/MWh;14,49;0,00
02.02.2024;CET;13:15;13:30;EUR/MWh;-2,36;16,00
02.02.2024;CET;13:30;13:45;EUR/MWh;1,02;0,00
02.02.2024;CET;13:45;14:00;EUR/MWh;71,00;0,00
02.02.2024;CET;14:00;14:15;EUR/MWh;17,34;0,00
02.02.2024;CET;14:15;14:30;EUR/MWh;94,60;0,00
02.02.2024;CET;14:30;14:45;EUR/MWh;94,18;0,00
02.02.2024;CET;14:45;15:00;EUR/MWh;94,00;0,00
02.02.2024;CET;15:00;15:15;EUR/MWh;20,00;0,00
02.02.2024;CET;15:15;15:30;EUR/MWh;94,81;0,00
02.02.2024;CET;15:30;15:45;EUR/MWh;94,96;0,00
02.02.2024;CET;15:45;16:00;EUR/MWh;94,16;0,00
02.02.2024;CET;16:00;16:15;EUR/MWh;94,28;0,00
02.02.2024;CET;16:15;16:30;EUR/MWh;93,00;0,00
02.02.2024;CET;16:30;16:45;EUR/MWh;70,74;2,00
02.02.2024;CET;16:45;17:00;EUR/MWh;92,78;0,00
02.02.2024;CET;17:00;17:15;EUR/MWh;93,34;0,00
02.02.2024;CET;17:15;17:30;EUR/MWh;94,83;0,00
02.02.2024;CET;17:30;17:45;EUR/MWh;34,32;0,00
02.02.2024;CET;17:45;18:00;EUR/MWh;94,88;0,00
02.02.2024;CET;18:00;18:15;EUR/MWh;12,42;0,00
02.02.2024;CET;18:15;18:30;EUR/MWh;33,97;0,00
02.02.2024;CET;18:30;18:45;EUR/MWh;18,45;0,00
02.02.2024;CET;18:45;19:00;EUR/MWh;31,94;0,00
02.02.2024;CET;19:00;19:15;EUR/MWh;97,14;0,00
02.02.2024;CET;19:15;19:30;EUR/MWh;89,80;0,00
02.02.2024;CET;19:30;19:45;EUR/MWh;14,54;0,00
02.02.2024;CET;19:45;20:00;EUR/MWh;18,06;0,00
02.02.2024;CET;20:00;20:15;EUR/MWh;19,27;0,00
02.02.2024;CET;20:15;20:30;EUR/MWh;4,81;0,00
02.02.2024;CET;20:30;20:45;EUR/MWh;4,62;0,00
02.02.2024;CET;20:45;21:00;EUR/MWh;93,72;0,00
02.02.2024;CET;21:00;21:15;EUR/MWh;94,78;0,00
02.02.2024;CET;21:15;21:30;EUR/MWh;94,88;0,00
02.02.2024;CET;21:30;21:45;EUR/MWh;94,55;0,00
02.02.2024;CET;21:45;22:00;EUR/MWh;-28,53;0,00
02.02.2024;CET;22:00;22:15;EUR/MWh;94,70;0,00
02.02.2024;CET;22:15;22:30;EUR/MWh;94,61;0,00
02.02.2024;CET;22:30;22:45;EUR/MWh;95,07;0,00
02.02.2024;CET;22:45;23:00;EUR/MWh;89,96;0,00
02.02.2024;CET;23:00;23:15;EUR/MWh;94,99;0,00
02.02.2024;CET;23:15;23:30;EUR/MWh;178,85;0,00
02.02.2024;CET;23:30;23:45;EUR/MWh;101,30;0,00
02.02.2024;CET;23:45;00:00;EUR/MWh;-41,64;0,00
03.02.2024;CET;00:00;00:15;EUR/MWh;98,25;0,00
03.02.2024;CET;00:15;00:30;EUR/MWh;94,99;0,00
03.02.2024;CET;00:30;00:45;EUR/MWh;-35,85;0,00
03.02.2024;CET;00:45;01:00;EUR/MWh;-20,55;0,00
03.02.2024;CET;01:00;01:15;EUR/MWh;94,90;0,00
03.02.2024;CET;01:15;01:30;EUR/MWh;94,76;0,00
03.02.2024;CET;01:30;01:45;EUR/MWh;-37,15;0,00
03.02.2024;CET;01:45;02:00;EUR/MWh;-52,59;0,00
03.02.2024;CET;02:00;02:15;EUR/MWh;94,62;0,00
03.02.2024;CET;02:15;02:30;EUR/MWh;94,79;0,00
03.02.2024;CET;02:30;02:45;EUR/MWh;92,36;0,00
03.02.2024;CET;02:45;03:00;EUR/MWh;94,00;0,00
03.02.2024;CET;03:00;03:15;EUR/MWh;-36,43;0,00
03.02.2024;CET;03:15;03:30;EUR/MWh;-48,37;0,00
03.02.2024;CET;03:30;03:45;EUR/MWh;93,96;0,00
03.02.2024;CET;03:45;04:00;EUR/MWh;94,00;0,00
03.02.2024;CET;04:00;04:15;EUR/MWh;-51,37;0,00
03.02.2024;CET;04:15;04:30;EUR/MWh;-59,69;0,00
03.02.2024;CET;04:30;04:45;EUR/MWh;-41,76;0,00
03.02.2024;CET;04:45;05:00;EUR/MWh;-39,44;0,00
03.02.2024;CET;05:00;05:15;EUR/MWh;93,94;0,00
03.02.2024;CET;05:15;05:30;EUR/MWh;93,97;0,00
03.02.2024;CET;05:30;05:45;EUR/MWh;94,04;0,00
03.02.2024;CET;05:45;06:00;EUR/MWh;93,92;0,00
03.02.2024;CET;06:00;06:15;EUR/MWh;93,11;0,00
03.02.2024;CET;06:15;06:30;EUR/MWh;94,22;0,00
03.02.2024;CET;06:30;06:45;EUR/MWh;94,71;0,00
03.02.2024;CET;06:45;07:00;EUR/MWh;94,78;0,00
03.02.2024;CET;07:00;07:15;EUR/MWh;94,55;0,00
03.02.2024;CET;07:15;07:30;EUR/MWh;94,10;0,00
03.02.2024;CET;07:30;07:45;EUR/MWh;95,39;0,00
03.02.2024;CET;07:45;08:00;EUR/MWh;94,64;0,00
03.02.2024;CET;08:00;08:15;EUR/MWh;-24,78;0,00
03.02.2024;CET;08:15;08:30;EUR/MWh;-61,31;0,00
03.02.2024;CET;08:30;08:45;EUR/MWh;-59,10;0,00
03.02.2024;CET;08:45;09:00;EUR/MWh;-45,78;0,00
03.02.2024;CET;09:00;09:15;EUR/MWh;-42,22;0,00
03.02.2024;CET;09:15;09:30;EUR/MWh;-34,39;0,00
03.02.2024;CET;09:30;09:45;EUR/MWh;2,97;0,00
03.02.2024;CET;09:45;10:00;EUR/MWh;8,07;0,00
03.02.2024;CET;10:00;10:15;EUR/MWh;20,24;0,00
03.02.2024;CET;10:15;10:30;EUR/MWh;10,81;0,00
03.02.2024;CET;10:30;10:45;EUR/MWh;12,55;0,00
03.02.2024;CET;10:45;11:00;EUR/MWh;0,65;0,00
03.02.2024;CET;11:00;11:15;EUR/MWh;96,00;0,00
03.02.2024;CET;11:15;11:30;EUR/MWh;16,51;0,00
03.02.2024;CET;11:30;11:45;EUR/MWh;15,53;0,00
03.02.2024;CET;11:45;12:00;EUR/MWh;8,65;0,00
03.02.2024;CET;12:00;12:15;EUR/MWh;13,94;0,00
03.02.2024;CET;12:15;12:30;EUR/MWh;8,76;0,00
03.02.2024;CET;12:30;12:45;EUR/MWh;9,90;0,00
03.02.2024;CET;12:45;13:00;EUR/MWh;10,00;0,00
03.02.2024;CET;13:00;13:15;EUR/MWh;7,58;0,00
03.02.2024;CET;13:15;13:30;EUR/MWh;-3,62;0,00
03.02.2024;CET;13:30;13:45;EUR/MWh;3,00;0,00
03.02.2024;CET;13:45;14:00;EUR/MWh;2,58;0,00
03.02.2024;CET;14:00;14:15;EUR/MWh;2,33;0,00
03.02.2024;CET;14:15;14:30;EUR/MWh;3,99;0,00
03.02.2024;CET;14:30;14:45;EUR/MWh;11,65;0,00
03.02.2024;CET;14:45;15:00;EUR/MWh;8,63;0,00
03.02.2024;CET;15:00;15:15;EUR/MWh;4,08;0,00
03.02.2024;CET;15:15;15:30;EUR/MWh;96,94;0,00
03.02.2024;CET;15:30;15:45;EUR/MWh;98,31;0,00
03.02.2024;CET;15:45;16:00;EUR/MWh;15,67;0,00
03.02.2024;CET;16:00;16:15;EUR/MWh;29,41;0,00
03.02.2024;CET;16:15;16:30;EUR/MWh;11,59;0,00
03.02.2024;CET;16:30;16:45;EUR/MWh;11,19;0,00
03.02.2024;CET;16:45;17:00;EUR/MWh;10,18;0,00
03.02.2024;CET;17:00;17:15;EUR/MWh;13,55;0,00
03.02.2024;CET;17:15;17:30;EUR/MWh;7,15;0,00
03.02.2024;CET;17:30;17:45;EUR/MWh;8,80;0,00
03.02.2024;CET;17:45;18:00;EUR/MWh;102,20;0,00
03.02.2024;CET;18:00;18:15;EUR/MWh;98,97;0,00
03.02.2024;CET;18:15;18:30;EUR/MWh;167,87;0,00
03.02.2024;CET;18:30;18:45;EUR/MWh;132,40;0,00
03.02.2024;CET;18:45;19:00;EUR/MWh;3,63;0,00
03.02.2024;CET;19:00;19:15;EUR/MWh;6,86;0,00
03.02.2024;CET;19:15;19:30;EUR/MWh;6,61;0,00
03.02.2024;CET;19:30;19:45;EUR/MWh;4,19;0,00
03.02.2024;CET;19:45;20:00;EUR/MWh;10,42;0,00
03.02.2024;CET;20:00;20:15;EUR/MWh;19,59;0,00
03.02.2024;CET;20:15;20:30;EUR/MWh;20,05;0,00
03.02.2024;CET;20:30;20:45;EUR/MWh;28,28;0,00
03.02.2024;CET;20:45;21:00;EUR/MWh;12,90;0,00
03.02.2024;CET;21:00;21:15;EUR/MWh;18,36;0,00
03.02.2024;CET;21:15;21:30;EUR/MWh;23,00;0,00
03.02.2024;CET;21:30;21:45;EUR/MWh;94,93;0,00
03.02.2024;CET;21:45;22:00;EUR/MWh;71,00;0,00
03.02.2024;CET;22:00;22:15;EUR/MWh;95,00;0,00
03.02.2024;CET;22:15;22:30;EUR/MWh;94,40;0,00
03.02.2024;CET;22:30;22:45;EUR/MWh;95,00;0,00
03.02.2024;CET;22:45;23:00;EUR/MWh;24,88;0,00
03.02.2024;CET;23:00;23:15;EUR/MWh;18,92;0,00
03.02.2024;CET;23:15;23:30;EUR/MWh;19,22;0,00
03.02.2024;CET;23:30;23:45;EUR/MWh;95,00;0,00
03.02.2024;CET;23:45;00:00;EUR/MWh;94,00;0,00
04.02.2024;CET;00:00;00:15;EUR/MWh;-0,61;0,00
04.02.2024;CET;00:15;00:30;EUR/MWh;-6,00;0,00
04.02.2024;CET;00:30;00:45;EUR/MWh;-5,98;0,00
04.02.2024;CET;00:45;01:00;EUR/MWh;-8,03;0,00
04.02.2024;CET;01:00;01:15;EUR/MWh;-12,61;0,00
04.02.2024;CET;01:15;01:30;EUR/MWh;-12,95;0,00
04.02.2024;CET;01:30;01:45;EUR/MWh;-16,20;0,00
04.02.2024;CET;01:45;02:00;EUR/MWh;-10,26;0,00
04.02.2024;CET;02:00;02:15;EUR/MWh;-14,39;0,00
04.02.2024;CET;02:15;02:30;EUR/MWh;-18,23;0,00
04.02.2024;CET;02:30;02:45;EUR/MWh;0,30;2,00
04.02.2024;CET;02:45;03:00;EUR/MWh;5,32;2,00
04.02.2024;CET;03:00;03:15;EUR/MWh;5,65;2,00
04.02.2024;CET;03:15;03:30;EUR/MWh;70,00;0,00
04.02.2024;CET;03:30;03:45;EUR/MWh;18,29;2,00
04.02.2024;CET;03:45;04:00;EUR/MWh;11,26;2,00
04.02.2024;CET;04:00;04:15;EUR/MWh;-39,49;0,00
04.02.2024;CET;04:15;04:30;EUR/MWh;-70,48;0,00
04.02.2024;CET;04:30;04:45;EUR/MWh;-22,25;0,00
04.02.2024;CET;04:45;05:00;EUR/MWh;-28,42;0,00
04.02.2024;CET;05:00;05:15;EUR/MWh;-21,60;0,00
04.02.2024;CET;05:15;05:30;EUR/MWh;-33,99;0,00
04.02.2024;CET;05:30;05:45;EUR/MWh;-118,28;0,00
04.02.2024;CET;05:45;06:00;EUR/MWh;94,66;16,00
04.02.2024;CET;06:00;06:15;EUR/MWh;-146,47;16,00
04.02.2024;CET;06:15;06:30;EUR/MWh;-107,00;0,00
04.02.2024;CET;06:30;06:45;EUR/MWh;-94,03;0,00
04.02.2024;CET;06:45;07:00;EUR/MWh;-142,16;0,00
04.02.2024;CET;07:00;07:15;EUR/MWh;58,30;0,00
04.02.2024;CET;07:15;07:30;EUR/MWh;70,00;0,00
04.02.2024;CET;07:30;07:45;EUR/MWh;-157,51;0,00
04.02.2024;CET;07:45;08:00;EUR/MWh;5,43;2,00
04.02.2024;CET;08:00;08:15;EUR/MWh;6,80;2,00
04.02.2024;CET;08:15;08:30;EUR/MWh;-1,04;2,00
04.02.2024;CET;08:30;08:45;EUR/MWh;4,44;2,00
04.02.2024;CET;08:45;09:00;EUR/MWh;95,09;0,00
04.02.2024;CET;09:00;09:15;EUR/MWh;95,04;0,00
04.02.2024;CET;09:15;09:30;EUR/MWh;-145,66;0,00
04.02.2024;CET;09:30;09:45;EUR/MWh;-113,59;0,00
04.02.2024;CET;09:45;10:00;EUR/MWh;93,97;0,00
04.02.2024;CET;10:00;10:15;EUR/MWh;-133,14;0,00
04.02.2024;CET;10:15;10:30;EUR/MWh;-139,05;0,00
04.02.2024;CET;10:30;10:45;EUR/MWh;-114,40;0,00
04.02.2024;CET;10:45;11:00;EUR/MWh;-91,95;0,00
04.02.2024;CET;11:00;11:15;EUR/MWh;-106,27;0,00
04.02.2024;CET;11:15;11:30;EUR/MWh;-115,97;0,00
04.02.2024;CET;11:30;11:45;EUR/MWh;-112,64;0,00
04.02.2024;CET;11:45;12:00;EUR/MWh;-104,86;0,00
04.02.2024;CET;12:00;12:15;EUR/MWh;-84,20;0,00
04.02.2024;CET;12:15;12:30;EUR/MWh;95,00;0,00
04.02.2024;CET;12:30;12:45;EUR/MWh;-65,93;0,00
04.02.2024;CET;12:45;13:00;EUR/MWh;-78,32;0,00
04.02.2024;CET;13:00;13:15;EUR/MWh;95,00;0,00
