Datum;Zeitzone;von;bis;Einheit;AEP-Schätzer;Status
01.01.2024;CET;00:00;00:15;EUR/MWh;75,00;0,00
01.01.2024;CET;00:15;00:30;EUR/MWh;78,45;0,00
01.01.2024;CET;00:30;00:45;EUR/MWh;82,89;0,00
01.01.2024;CET;00:45;01:00;EUR/MWh;75,00;0,00
01.01.2024;CET;01:00;01:15;EUR/MWh;77,52;0,00
01.01.2024;CET;01:15;01:30;EUR/MWh;80,51;0,00
01.01.2024;CET;01:30;01:45;EUR/MWh;75,00;0,00
01.01.2024;CET;01:45;02:00;EUR/MWh;-0,02;2,00
01.01.2024;CET;02:00;02:15;EUR/MWh;89,37;0,00
01.01.2024;CET;02:15;02:30;EUR/MWh;88,57;0,00
01.01.2024;CET;02:30;02:45;EUR/MWh;84,36;0,00
01.01.2024;CET;02:45;03:00;EUR/MWh;75,00;0,00
01.01.2024;CET;03:00;03:15;EUR/MWh;95,78;0,00
01.01.2024;CET;03:15;03:30;EUR/MWh;100,57;0,00
01.01.2024;CET;03:30;03:45;EUR/MWh;75,00;0,00
01.01.2024;CET;03:45;04:00;EUR/MWh;14,09;2,00
01.01.2024;CET;04:00;04:15;EUR/MWh;45,00;0,00
01.01.2024;CET;04:15;04:30;EUR/MWh;12,52;0,00
01.01.2024;CET;04:30;04:45;EUR/MWh;6,32;0,00
01.01.2024;CET;04:45;05:00;EUR/MWh;76,18;0,00
01.01.2024;CET;05:00;05:15;EUR/MWh;101,26;0,00
01.01.2024;CET;05:15;05:30;EUR/MWh;75,54;0,00
01.01.2024;CET;05:30;05:45;EUR/MWh;102,71;0,00
01.01.2024;CET;05:45;06:00;EUR/MWh;104,90;0,00
01.01.2024;CET;06:00;06:15;EUR/MWh;-9,45;0,00
01.01.2024;CET;06:15;06:30;EUR/MWh;105,22;0,00
01.01.2024;CET;06:30;06:45;EUR/MWh;75,00;0,00
01.01.2024;CET;06:45;07:00;EUR/MWh;14,35;2,00
01.01.2024;CET;07:00;07:15;EUR/MWh;9,00;2,00
01.01.2024;CET;07:15;07:30;EUR/MWh;31,43;2,00
01.01.2024;CET;07:30;07:45;EUR/MWh;-59,08;0,00
01.01.2024;CET;07:45;08:00;EUR/MWh;-59,14;0,00
01.01.2024;CET;08:00;08:15;EUR/MWh;-58,85;0,00
01.01.2024;CET;08:15;08:30;EUR/MWh;-57,69;0,00
01.01.2024;CET;08:30;08:45;EUR/MWh;-47,53;0,00
01.01.2024;CET;08:45;09:00;EUR/MWh;-46,41;0,00
01.01.2024;CET;09:00;09:15;EUR/MWh;-29,80;0,00
01.01.2024;CET;09:15;09:30;EUR/MWh;-2,65;0,00
01.01.2024;CET;09:30;09:45;EUR/MWh;77,48;0,00
01.01.2024;CET;09:45;10:00;EUR/MWh;-37,25;0,00
01.01.2024;CET;10:00;10:15;EUR/MWh;76,90;0,00
01.01.2024;CET;10:15;10:30;EUR/MWh;-49,81;0,00
01.01.2024;CET;10:30;10:45;EUR/MWh;-60,51;0,00
01.01.2024;CET;10:45;11:00;EUR/MWh;-70,66;0,00
01.01.2024;CET;11:00;11:15;EUR/MWh;-0,05;2,00
01.01.2024;CET;11:15;11:30;EUR/MWh;-1,06;2,00
01.01.2024;CET;11:30;11:45;EUR/MWh;-35,82;0,00
01.01.2024;CET;11:45;12:00;EUR/MWh;-55,81;0,00
01.01.2024;CET;12:00;12:15;EUR/MWh;-43,57;0,00
01.01.2024;CET;12:15;12:30;EUR/MWh;-43,26;0,00
01.01.2024;CET;12:30;12:45;EUR/MWh;-48,68;0,00
01.01.2024;CET;12:45;13:00;EUR/MWh;49,00;0,00
01.01.2024;CET;13:00;13:15;EUR/MWh;104,84;0,00
01.01.2024;CET;13:15;13:30;EUR/MWh;118,96;0,00
01.01.2024;CET;13:30;13:45;EUR/MWh;99,01;0,00
01.01.2024;CET;13:45;14:00;EUR/MWh;116,20;0,00
01.01.2024;CET;14:00;14:15;EUR/MWh;114,19;0,00
01.01.2024;CET;14:15;14:30;EUR/MWh;135,05;0,00
01.01.2024;CET;14:30;14:45;EUR/MWh;129,13;0,00
01.01.2024;CET;14:45;15:00;EUR/MWh;127,92;0,00
01.01.2024;CET;15:00;15:15;EUR/MWh;115,97;0,00
01.01.2024;CET;15:15;15:30;EUR/MWh;94,88;0,00
01.01.2024;CET;15:30;15:45;EUR/MWh;126,01;0,00
01.01.2024;CET;15:45;16:00;EUR/MWh;104,61;0,00
01.01.2024;CET;16:00;16:15;EUR/MWh;77,77;0,00
01.01.2024;CET;16:15;16:30;EUR/MWh;-35,19;0,00
01.01.2024;CET;16:30;16:45;EUR/MWh;1,35;0,00
01.01.2024;CET;16:45;17:00;EUR/MWh;-0,42;0,00
01.01.2024;CET;17:00;17:15;EUR/MWh;77,00;0,00
01.01.2024;CET;17:15;17:30;EUR/MWh;76,00;0,00
01.01.2024;CET;17:30;17:45;EUR/MWh;52,38;0,00
01.01.2024;CET;17:45;18:00;EUR/MWh;-3,27;0,00
01.01.2024;CET;18:00;18:15;EUR/MWh;64,44;2,00
01.01.2024;CET;18:15;18:30;EUR/MWh;77,66;0,00
01.01.2024;CET;18:30;18:45;EUR/MWh;78,93;0,00
01.01.2024;CET;18:45;19:00;EUR/MWh;85,06;0,00
01.01.2024;CET;19:00;19:15;EUR/MWh;77,40;0,00
01.01.2024;CET;19:15;19:30;EUR/MWh;77,00;0,00
01.01.2024;CET;19:30;19:45;EUR/MWh;-33,23;0,00
01.01.2024;CET;19:45;20:00;EUR/MWh;-15,57;0,00
01.01.2024;CET;20:00;20:15;EUR/MWh;76,98;0,00
01.01.2024;CET;20:15;20:30;EUR/MWh;77,74;0,00
01.01.2024;CET;20:30;20:45;EUR/MWh;78,85;0,00
01.01.2024;CET;20:45;21:00;EUR/MWh;33,00;0,00
01.01.2024;CET;21:00;21:15;EUR/MWh;77,08;0,00
01.01.2024;CET;21:15;21:30;EUR/MWh;76,00;0,00
01.01.2024;CET;21:30;21:45;EUR/MWh;52,41;2,00
01.01.2024;CET;21:45;22:00;EUR/MWh;77,00;0,00
01.01.2024;CET;22:00;22:15;EUR/MWh;-40,79;0,00
01.01.2024;CET;22:15;22:30;EUR/MWh;-42,10;0,00
01.01.2024;CET;22:30;22:45;EUR/MWh;-53,49;0,00
01.01.2024;CET;22:45;23:00;EUR/MWh;5,97;2,00
01.01.2024;CET;23:00;23:15;EUR/MWh;78,05;0,00
01.01.2024;CET;23:15;23:30;EUR/MWh;78,97;0,00
01.01.2024;CET;23:30;23:45;EUR/MWh;38,00;0,00
01.01.2024;CET;23:45;00:00;EUR/MWh;38,28;0,00
02.01.2024;CET;00:00;00:15;EUR/MWh;-146,40;0,00
02.01.2024;CET;00:15;00:30;EUR/MWh;-67,26;0,00
02.01.2024;CET;00:30;00:45;EUR/MWh;-65,71;0,00
02.01.2024;CET;00:45;01:00;EUR/MWh;-65,35;0,00
02.01.2024;CET;01:00;01:15;EUR/MWh;-65,02;0,00
02.01.2024;CET;01:15;01:30;EUR/MWh;-64,14;0,00
02.01.2024;CET;01:30;01:45;EUR/MWh;-63,96;0,00
02.01.2024;CET;01:45;02:00;EUR/MWh;-45,99;0,00
02.01.2024;CET;02:00;02:15;EUR/MWh;90,62;0,00
02.01.2024;CET;02:15;02:30;EUR/MWh;87,99;0,00
02.01.2024;CET;02:30;02:45;EUR/MWh;92,40;0,00
02.01.2024;CET;02:45;03:00;EUR/MWh;85,01;0,00
02.01.2024;CET;03:00;03:15;EUR/MWh;-59,69;0,00
02.01.2024;CET;03:15;03:30;EUR/MWh;-61,57;0,00
02.01.2024;CET;03:30;03:45;EUR/MWh;-60,93;0,00
02.01.2024;CET;03:45;04:00;EUR/MWh;-60,67;0,00
02.01.2024;CET;04:00;04:15;EUR/MWh;-48,63;0,00
02.01.2024;CET;04:15;04:30;EUR/MWh;-53,96;0,00
02.01.2024;CET;04:30;04:45;EUR/MWh;-16,27;0,00
02.01.2024;CET;04:45;05:00;EUR/MWh;-18,44;0,00
02.01.2024;CET;05:00;05:15;EUR/MWh;-22,29;0,00
02.01.2024;CET;05:15;05:30;EUR/MWh;-20,23;0,00
02.01.2024;CET;05:30;05:45;EUR/MWh;-7,97;0,00
02.01.2024;CET;05:45;06:00;EUR/MWh;-30,12;0,00
02.01.2024;CET;06:00;06:15;EUR/MWh;-56,36;0,00
02.01.2024;CET;06:15;06:30;EUR/MWh;-56,84;0,00
02.01.2024;CET;06:30;06:45;EUR/MWh;-58,66;0,00
02.01.2024;CET;06:45;07:00;EUR/MWh;-53,89;0,00
02.01.2024;CET;07:00;07:15;EUR/MWh;-54,44;0,00
02.01.2024;CET;07:15;07:30;EUR/MWh;-26,96;0,00
02.01.2024;CET;07:30;07:45;EUR/MWh;-49,97;0,00
02.01.2024;CET;07:45;08:00;EUR/MWh;-28,21;0,00
02.01.2024;CET;08:00;08:15;EUR/MWh;80,15;0,00
02.01.2024;CET;08:15;08:30;EUR/MWh;98,70;0,00
02.01.2024;CET;08:30;08:45;EUR/MWh;98,51;0,00
02.01.2024;CET;08:45;09:00;EUR/MWh;111,54;0,00
02.01.2024;CET;09:00;09:15;EUR/MWh;109,47;0,00
02.01.2024;CET;09:15;09:30;EUR/MWh;147,43;0,00
02.01.2024;CET;09:30;09:45;EUR/MWh;146,10;0,00
02.01.2024;CET;09:45;10:00;EUR/MWh;90,04;0,00
02.01.2024;CET;10:00;10:15;EUR/MWh;23,88;0,00
02.01.2024;CET;10:15;10:30;EUR/MWh;59,71;0,00
02.01.2024;CET;10:30;10:45;EUR/MWh;63,60;0,00
02.01.2024;CET;10:45;11:00;EUR/MWh;81,00;0,00
02.01.2024;CET;11:00;11:15;EUR/MWh;97,45;0,00
02.01.2024;CET;11:15;11:30;EUR/MWh;100,82;0,00
02.01.2024;CET;11:30;11:45;EUR/MWh;130,29;0,00
02.01.2024;CET;11:45;12:00;EUR/MWh;143,30;0,00
02.01.2024;CET;12:00;12:15;EUR/MWh;152,56;0,00
02.01.2024;CET;12:15;12:30;EUR/MWh;118,33;0,00
02.01.2024;CET;12:30;12:45;EUR/MWh;81,69;0,00
02.01.2024;CET;12:45;13:00;EUR/MWh;69,94;0,00
02.01.2024;CET;13:00;13:15;EUR/MWh;104,70;0,00
02.01.2024;CET;13:15;13:30;EUR/MWh;55,04;0,00
02.01.2024;CET;13:30;13:45;EUR/MWh;108,93;0,00
02.01.2024;CET;13:45;14:00;EUR/MWh;103,23;0,00
02.01.2024;CET;14:00;14:15;EUR/MWh;102,83;0,00
02.01.2024;CET;14:15;14:30;EUR/MWh;103,56;0,00
02.01.2024;CET;14:30;14:45;EUR/MWh;106,53;0,00
02.01.2024;CET;14:45;15:00;EUR/MWh;102,20;0,00
02.01.2024;CET;15:00;15:15;EUR/MWh;105,46;0,00
02.01.2024;CET;15:15;15:30;EUR/MWh;109,84;0,00
02.01.2024;CET;15:30;15:45;EUR/MWh;112,04;0,00
02.01.2024;CET;15:45;16:00;EUR/MWh;-4,54;0,00
02.01.2024;CET;16:00;16:15;EUR/MWh;118,70;0,00
02.01.2024;CET;16:15;16:30;EUR/MWh;105,72;0,00
02.01.2024;CET;16:30;16:45;EUR/MWh;109,52;0,00
02.01.2024;CET;16:45;17:00;EUR/MWh;108,97;0,00
02.01.2024;CET;17:00;17:15;EUR/MWh;57,02;0,00
02.01.2024;CET;17:15;17:30;EUR/MWh;101,26;0,00
02.01.2024;CET;17:30;17:45;EUR/MWh;95,00;0,00
02.01.2024;CET;17:45;18:00;EUR/MWh;106,22;0,00
02.01.2024;CET;18:00;18:15;EUR/MWh;-6,67;0,00
02.01.2024;CET;18:15;18:30;EUR/MWh;-33,41;0,00
02.01.2024;CET;18:30;18:45;EUR/MWh;-16,58;0,00
02.01.2024;CET;18:45;19:00;EUR/MWh;111,75;0,00
02.01.2024;CET;19:00;19:15;EUR/MWh;-39,36;0,00
02.01.2024;CET;19:15;19:30;EUR/MWh;-15,83;0,00
02.01.2024;CET;19:30;19:45;EUR/MWh;50,07;0,00
02.01.2024;CET;19:45;20:00;EUR/MWh;95,00;0,00
02.01.2024;CET;20:00;20:15;EUR/MWh;114,87;0,00
02.01.2024;CET;20:15;20:30;EUR/MWh;114,12;0,00
02.01.2024;CET;20:30;20:45;EUR/MWh;102,89;0,00
02.01.2024;CET;20:45;21:00;EUR/MWh;97,00;0,00
02.01.2024;CET;21:00;21:15;EUR/MWh;129,29;0,00
02.01.2024;CET;21:15;21:30;EUR/MWh;127,84;0,00
02.01.2024;CET;21:30;21:45;EUR/MWh;97,00;0,00
02.01.2024;CET;21:45;22:00;EUR/MWh;111,90;0,00
02.01.2024;CET;22:00;22:15;EUR/MWh;511,87;0,00
02.01.2024;CET;22:15;22:30;EUR/MWh;336,31;0,00
02.01.2024;CET;22:30;22:45;EUR/MWh;125,74;0,00
02.01.2024;CET;22:45;23:00;EUR/MWh;54,00;0,00
02.01.2024;CET;23:00;23:15;EUR/MWh;119,90;0,00
02.01.2024;CET;23:15;23:30;EUR/MWh;116,88;0,00
02.01.2024;CET;23:30;23:45;EUR/MWh;107,53;0,00
02.01.2024;CET;23:45;00:00;EUR/MWh;97,00;0,00
03.01.2024;CET;00:00;00:15;EUR/MWh;112,03;0,00
03.01.2024;CET;00:15;00:30;EUR/MWh;85,12;0,00
03.01.2024;CET;00:30;00:45;EUR/MWh;85,99;0,00
03.01.2024;CET;00:45;01:00;EUR/MWh;85,34;0,00
03.01.2024;CET;01:00;01:15;EUR/MWh;-35,31;0,00
03.01.2024;CET;01:15;01:30;EUR/MWh;-34,56;0,00
03.01.2024;CET;01:30;01:45;EUR/MWh;-28,14;0,00
03.01.2024;CET;01:45;02:00;EUR/MWh;85,47;0,00
03.01.2024;CET;02:00;02:15;EUR/MWh;85,18;0,00
03.01.2024;CET;02:15;02:30;EUR/MWh;84,17;0,00
03.01.2024;CET;02:30;02:45;EUR/MWh;84,00;0,00
03.01.2024;CET;02:45;03:00;EUR/MWh;-37,56;0,00
03.01.2024;CET;03:00;03:15;EUR/MWh;84,82;0,00
03.01.2024;CET;03:15;03:30;EUR/MWh;-35,98;0,00
03.01.2024;CET;03:30;03:45;EUR/MWh;1,84;2,00
03.01.2024;CET;03:45;04:00;EUR/MWh;57,00;0,00
03.01.2024;CET;04:00;04:15;EUR/MWh;13,25;2,00
03.01.2024;CET;04:15;04:30;EUR/MWh;13,48;2,00
03.01.2024;CET;04:30;04:45;EUR/MWh;61,00;0,00
03.01.2024;CET;04:45;05:00;EUR/MWh;-52,29;0,00
03.01.2024;CET;05:00;05:15;EUR/MWh;-42,09;0,00
03.01.2024;CET;05:15;05:30;EUR/MWh;-30,85;0,00
03.01.2024;CET;05:30;05:45;EUR/MWh;94,40;0,00
03.01.2024;CET;05:45;06:00;EUR/MWh;99,99;0,00
03.01.2024;CET;06:00;06:15;EUR/MWh;104,19;0,00
03.01.2024;CET;06:15;06:30;EUR/MWh;104,32;0,00
03.01.2024;CET;06:30;06:45;EUR/MWh;108,85;0,00
03.01.2024;CET;06:45;07:00;EUR/MWh;104,43;0,00
03.01.2024;CET;07:00;07:15;EUR/MWh;-34,96;0,00
03.01.2024;CET;07:15;07:30;EUR/MWh;-17,90;0,00
03.01.2024;CET;07:30;07:45;EUR/MWh;-31,62;0,00
03.01.2024;CET;07:45;08:00;EUR/MWh;-10,26;0,00
03.01.2024;CET;08:00;08:15;EUR/MWh;10,74;0,00
03.01.2024;CET;08:15;08:30;EUR/MWh;104,00;0,00
03.01.2024;CET;08:30;08:45;EUR/MWh;112,05;0,00
03.01.2024;CET;08:45;09:00;EUR/MWh;112,67;0,00
03.01.2024;CET;09:00;09:15;EUR/MWh;13,71;0,00
03.01.2024;CET;09:15;09:30;EUR/MWh;-13,88;0,00
03.01.2024;CET;09:30;09:45;EUR/MWh;-12,28;0,00
03.01.2024;CET;09:45;10:00;EUR/MWh;-26,39;0,00
03.01.2024;CET;10:00;10:15;EUR/MWh;-17,73;0,00
03.01.2024;CET;10:15;10:30;EUR/MWh;-72,89;0,00
03.01.2024;CET;10:30;10:45;EUR/MWh;-31,63;0,00
03.01.2024;CET;10:45;11:00;EUR/MWh;-43,88;0,00
03.01.2024;CET;11:00;11:15;EUR/MWh;9,48;0,00
03.01.2024;CET;11:15;11:30;EUR/MWh;14,94;0,00
03.01.2024;CET;11:30;11:45;EUR/MWh;6,66;0,00
03.01.2024;CET;11:45;12:00;EUR/MWh;103,60;0,00
03.01.2024;CET;12:00;12:15;EUR/MWh;108,04;0,00
03.01.2024;CET;12:15;12:30;EUR/MWh;110,88;0,00
03.01.2024;CET;12:30;12:45;EUR/MWh;107,08;0,00
03.01.2024;CET;12:45;13:00;EUR/MWh;103,33;0,00
03.01.2024;CET;13:00;13:15;EUR/MWh;-22,50;0,00
03.01.2024;CET;13:15;13:30;EUR/MWh;59,06;2,00
03.01.2024;CET;13:30;13:45;EUR/MWh;-25,66;0,00
03.01.2024;CET;13:45;14:00;EUR/MWh;-54,52;0,00
03.01.2024;CET;14:00;14:15;EUR/MWh;-33,09;0,00
03.01.2024;CET;14:15;14:30;EUR/MWh;-17,94;0,00
03.01.2024;CET;14:30;14:45;EUR/MWh;24,11;0,00
03.01.2024;CET;14:45;15:00;EUR/MWh;111,80;0,00
03.01.2024;CET;15:00;15:15;EUR/MWh;105,21;0,00
03.01.2024;CET;15:15;15:30;EUR/MWh;113,75;0,00
03.01.2024;CET;15:30;15:45;EUR/MWh;106,75;0,00
03.01.2024;CET;15:45;16:00;EUR/MWh;-11,60;0,00
03.01.2024;CET;16:00;16:15;EUR/MWh;89,36;0,00
03.01.2024;CET;16:15;16:30;EUR/MWh;114,72;0,00
03.01.2024;CET;16:30;16:45;EUR/MWh;117,72;0,00
03.01.2024;CET;16:45;17:00;EUR/MWh;119,19;0,00
03.01.2024;CET;17:00;17:15;EUR/MWh;105,94;0,00
03.01.2024;CET;17:15;17:30;EUR/MWh;121,31;0,00
03.01.2024;CET;17:30;17:45;EUR/MWh;114,13;0,00
03.01.2024;CET;17:45;18:00;EUR/MWh;106,19;0,00
03.01.2024;CET;18:00;18:15;EUR/MWh;105,46;0,00
03.01.2024;CET;18:15;18:30;EUR/MWh;78,91;0,00
03.01.2024;CET;18:30;18:45;EUR/MWh;54,98;0,00
03.01.2024;CET;18:45;19:00;EUR/MWh;107,17;0,00
03.01.2024;CET;19:00;19:15;EUR/MWh;105,94;0,00
03.01.2024;CET;19:15;19:30;EUR/MWh;111,42;0,00
03.01.2024;CET;19:30;19:45;EUR/MWh;114,53;0,00
03.01.2024;CET;19:45;20:00;EUR/MWh;130,90;0,00
03.01.2024;CET;20:00;20:15;EUR/MWh;128,21;0,00
03.01.2024;CET;20:15;20:30;EUR/MWh;-2,41;0,00
03.01.2024;CET;20:30;20:45;EUR/MWh;-10,39;0,00
03.01.2024;CET;20:45;21:00;EUR/MWh;12,93;0,00
03.01.2024;CET;21:00;21:15;EUR/MWh;-11,36;0,00
03.01.2024;CET;21:15;21:30;EUR/MWh;30,67;0,00
03.01.2024;CET;21:30;21:45;EUR/MWh;90,32;0,00
03.01.2024;CET;21:45;22:00;EUR/MWh;110,19;0,00
03.01.2024;CET;22:00;22:15;EUR/MWh;111,47;0,00
03.01.2024;CET;22:15;22:30;EUR/MWh;113,40;0,00
03.01.2024;CET;22:30;22:45;EUR/MWh;-17,22;0,00
03.01.2024;CET;22:45;23:00;EUR/MWh;94,99;0,00
03.01.2024;CET;23:00;23:15;EUR/MWh;108,09;0,00
03.01.2024;CET;23:15;23:30;EUR/MWh;110,40;0,00
03.01.2024;CET;23:30;23:45;EUR/MWh;-18,28;0,00
03.01.2024;CET;23:45;00:00;EUR/MWh;76,00;0,00
04.01.2024;CET;00:00;00:15;EUR/MWh;-14,52;0,00
04.01.2024;CET;00:15;00:30;EUR/MWh;-18,98;0,00
04.01.2024;CET;00:30;00:45;EUR/MWh;-17,32;0,00
04.01.2024;CET;00:45;01:00;EUR/MWh;-18,60;0,00
04.01.2024;CET;01:00;01:15;EUR/MWh;-4,76;0,00
04.01.2024;CET;01:15;01:30;EUR/MWh;-5,92;0,00
04.01.2024;CET;01:30;01:45;EUR/MWh;3,62;0,00
04.01.2024;CET;01:45;02:00;EUR/MWh;-18,13;0,00
04.01.2024;CET;02:00;02:15;EUR/MWh;-17,19;0,00
04.01.2024;CET;02:15;02:30;EUR/MWh;-23,47;0,00
04.01.2024;CET;02:30;02:45;EUR/MWh;-12,82;0,00
04.01.2024;CET;02:45;03:00;EUR/MWh;50,80;0,00
04.01.2024;CET;03:00;03:15;EUR/MWh;86,53;0,00
04.01.2024;CET;03:15;03:30;EUR/MWh;-12,77;0,00
04.01.2024;CET;03:30;03:45;EUR/MWh;59,00;0,00
04.01.2024;CET;03:45;04:00;EUR/MWh;10,37;2,00
04.01.2024;CET;04:00;04:15;EUR/MWh;84,24;0,00
04.01.2024;CET;04:15;04:30;EUR/MWh;92,28;0,00
04.01.2024;CET;04:30;04:45;EUR/MWh;92,27;0,00
04.01.2024;CET;04:45;05:00;EUR/MWh;92,86;0,00
04.01.2024;CET;05:00;05:15;EUR/MWh;88,33;0,00
04.01.2024;CET;05:15;05:30;EUR/MWh;89,32;0,00
04.01.2024;CET;05:30;05:45;EUR/MWh;-3,95;0,00
04.01.2024;CET;05:45;06:00;EUR/MWh;64,62;0,00
04.01.2024;CET;06:00;06:15;EUR/MWh;124,11;0,00
04.01.2024;CET;06:15;06:30;EUR/MWh;121,03;0,00
04.01.2024;CET;06:30;06:45;EUR/MWh;163,17;0,00
04.01.2024;CET;06:45;07:00;EUR/MWh;-11,69;0,00
04.01.2024;CET;07:00;07:15;EUR/MWh;-27,24;0,00
04.01.2024;CET;07:15;07:30;EUR/MWh;112,60;0,00
04.01.2024;CET;07:30;07:45;EUR/MWh;121,22;16,00
04.01.2024;CET;07:45;08:00;EUR/MWh;118,17;0,00
04.01.2024;CET;08:00;08:15;EUR/MWh;117,99;0,00
04.01.2024;CET;08:15;08:30;EUR/MWh;116,76;0,00
04.01.2024;CET;08:30;08:45;EUR/MWh;126,61;0,00
04.01.2024;CET;08:45;09:00;EUR/MWh;13,35;0,00
04.01.2024;CET;09:00;09:15;EUR/MWh;-158,05;0,00
04.01.2024;CET;09:15;09:30;EUR/MWh;-93,57;0,00
04.01.2024;CET;09:30;09:45;EUR/MWh;-62,47;0,00
04.01.2024;CET;09:45;10:00;EUR/MWh;-93,49;0,00
04.01.2024;CET;10:00;10:15;EUR/MWh;117,26;0,00
04.01.2024;CET;10:15;10:30;EUR/MWh;121,27;0,00
04.01.2024;CET;10:30;10:45;EUR/MWh;123,67;0,00
04.01.2024;CET;10:45;11:00;EUR/MWh;124,02;0,00
04.01.2024;CET;11:00;11:15;EUR/MWh;139,39;0,00
04.01.2024;CET;11:15;11:30;EUR/MWh;148,93;0,00
04.01.2024;CET;11:30;11:45;EUR/MWh;157,96;0,00
04.01.2024;CET;11:45;12:00;EUR/MWh;159,59;0,00
04.01.2024;CET;12:00;12:15;EUR/MWh;130,66;0,00
04.01.2024;CET;12:15;12:30;EUR/MWh;136,65;0,00
04.01.2024;CET;12:30;12:45;EUR/MWh;156,35;0,00
04.01.2024;CET;12:45;13:00;EUR/MWh;138,91;0,00
04.01.2024;CET;13:00;13:15;EUR/MWh;128,41;0,00
04.01.2024;CET;13:15;13:30;EUR/MWh;143,61;0,00
04.01.2024;CET;13:30;13:45;EUR/MWh;124,79;0,00
04.01.2024;CET;13:45;14:00;EUR/MWh;119,35;0,00
04.01.2024;CET;14:00;14:15;EUR/MWh;127,56;0,00
04.01.2024;CET;14:15;14:30;EUR/MWh;124,63;0,00
04.01.2024;CET;14:30;14:45;EUR/MWh;137,99;0,00
04.01.2024;CET;14:45;15:00;EUR/MWh;24,51;0,00
04.01.2024;CET;15:00;15:15;EUR/MWh;45,86;0,00
04.01.2024;CET;15:15;15:30;EUR/MWh;9,47;0,00
04.01.2024;CET;15:30;15:45;EUR/MWh;62,99;0,00
04.01.2024;CET;15:45;16:00;EUR/MWh;9,41;0,00
04.01.2024;CET;16:00;16:15;EUR/MWh;135,82;0,00
04.01.2024;CET;16:15;16:30;EUR/MWh;141,30;0,00
04.01.2024;CET;16:30;16:45;EUR/MWh;148,88;0,00
04.01.2024;CET;16:45;17:00;EUR/MWh;65,37;0,00
04.01.2024;CET;17:00;17:15;EUR/MWh;72,70;0,00
04.01.2024;CET;17:15;17:30;EUR/MWh;146,17;0,00
04.01.2024;CET;17:30;17:45;EUR/MWh;189,15;0,00
04.01.2024;CET;17:45;18:00;EUR/MWh;183,45;0,00
04.01.2024;CET;18:00;18:15;EUR/MWh;68,78;0,00
04.01.2024;CET;18:15;18:30;EUR/MWh;92,49;0,00
04.01.2024;CET;18:30;18:45;EUR/MWh;67,00;0,00
04.01.2024;CET;18:45;19:00;EUR/MWh;82,45;0,00
04.01.2024;CET;19:00;19:15;EUR/MWh;160,68;0,00
04.01.2024;CET;19:15;19:30;EUR/MWh;72,88;0,00
04.01.2024;CET;19:30;19:45;EUR/MWh;76,67;0,00
04.01.2024;CET;19:45;20:00;EUR/MWh;41,74;0,00
04.01.2024;CET;20:00;20:15;EUR/MWh;55,99;0,00
04.01.2024;CET;20:15;20:30;EUR/MWh;63,93;0,00
04.01.2024;CET;20:30;20:45;EUR/MWh;103,30;0,00
04.01.2024;CET;20:45;21:00;EUR/MWh;66,51;0,00
04.01.2024;CET;21:00;21:15;EUR/MWh;124,49;0,00
04.01.2024;CET;21:15;21:30;EUR/MWh;131,55;0,00
04.01.2024;CET;21:30;21:45;EUR/MWh;114,02;0,00
04.01.2024;CET;21:45;22:00;EUR/MWh;96,79;0,00
04.01.2024;CET;22:00;22:15;EUR/MWh;117,29;0,00
04.01.2024;CET;22:15;22:30;EUR/MWh;25,37;0,00
04.01.2024;CET;22:30;22:45;EUR/MWh;67,70;0,00
04.01.2024;CET;22:45;23:00;EUR/MWh;119,70;0,00
04.01.2024;CET;23:00;23:15;EUR/MWh;130,71;0,00
04.01.2024;CET;23:15;23:30;EUR/MWh;131,56;0,00
04.01.2024;CET;23:30;23:45;EUR/MWh;132,06;0,00
04.01.2024;CET;23:45;00:00;EUR/MWh;124,13;0,00
05.01.2024;CET;00:00;00:15;EUR/MWh;145,09;0,00
05.01.2024;CET;00:15;00:30;EUR/MWh;156,21;0,00
05.01.2024;CET;00:30;00:45;EUR/MWh;136,09;0,00
05.01.2024;CET;00:45;01:00;EUR/MWh;95,84;0,00
05.01.2024;CET;01:00;01:15;EUR/MWh;130,26;0,00
05.01.2024;CET;01:15;01:30;EUR/MWh;126,20;0,00
05.01.2024;CET;01:30;01:45;EUR/MWh;93,40;0,00
05.01.2024;CET;01:45;02:00;EUR/MWh;81,00;0,00
05.01.2024;CET;02:00;02:15;EUR/MWh;32,60;0,00
05.01.2024;CET;02:15;02:30;EUR/MWh;133,96;0,00
05.01.2024;CET;02:30;02:45;EUR/MWh;-79,02;0,00
05.01.2024;CET;02:45;03:00;EUR/MWh;-29,41;0,00
05.01.2024;CET;03:00;03:15;EUR/MWh;144,35;0,00
05.01.2024;CET;03:15;03:30;EUR/MWh;31,27;0,00
05.01.2024;CET;03:30;03:45;EUR/MWh;22,91;0,00
05.01.2024;CET;03:45;04:00;EUR/MWh;-9,36;0,00
05.01.2024;CET;04:00;04:15;EUR/MWh;147,86;0,00
05.01.2024;CET;04:15;04:30;EUR/MWh;149,06;0,00
05.01.2024;CET;04:30;04:45;EUR/MWh;154,58;16,00
05.01.2024;CET;04:45;05:00;EUR/MWh;152,79;0,00
05.01.2024;CET;05:00;05:15;EUR/MWh;129,54;0,00
05.01.2024;CET;05:15;05:30;EUR/MWh;78,00;16,00
05.01.2024;CET;05:30;05:45;EUR/MWh;116,10;0,00
