Datum;Von;Bis;kW;;;
05.01.2023 19:45;;;415;;05.01.2023 19:30;415
05.01.2023 20:00;;;380;;05.01.2023 19:45;380
05.01.2023 20:15;;;350;;05.01.2023 20:00;350
05.01.2023 20:30;;;300;;05.01.2023 20:15;300
05.01.2023 20:45;;;285;;05.01.2023 20:30;285
05.01.2023 21:00;;;265;;05.01.2023 20:45;265
05.01.2023 21:15;;;230;;05.01.2023 21:00;230
05.01.2023 21:30;;;215;;05.01.2023 21:15;215
05.01.2023 21:45;;;215;;05.01.2023 21:30;215
05.01.2023 22:00;;;205;;05.01.2023 21:45;205
05.01.2023 22:15;;;215;;05.01.2023 22:00;215
05.01.2023 22:30;;;205;;05.01.2023 22:15;205
05.01.2023 22:45;;;195;;05.01.2023 22:30;195
05.01.2023 23:00;;;195;;05.01.2023 22:45;195
05.01.2023 23:15;;;195;;05.01.2023 23:00;195
05.01.2023 23:30;;;190;;05.01.2023 23:15;190
05.01.2023 23:45;;;190;;05.01.2023 23:30;190
06.01.2023 00:00;;;190;;05.01.2023 23:45;190
06.01.2023 00:15;;;195;;06.01.2023 00:00;195
06.01.2023 00:30;;;185;;06.01.2023 00:15;185
06.01.2023 00:45;;;185;;06.01.2023 00:30;185
06.01.2023 01:00;;;185;;06.01.2023 00:45;185
06.01.2023 01:15;;;185;;06.01.2023 01:00;185
06.01.2023 01:30;;;190;;06.01.2023 01:15;190
06.01.2023 01:45;;;195;;06.01.2023 01:30;195
06.01.2023 02:00;;;190;;06.01.2023 01:45;190
06.01.2023 02:15;;;195;;06.01.2023 02:00;195
06.01.2023 02:30;;;185;;06.01.2023 02:15;185
06.01.2023 02:45;;;180;;06.01.2023 02:30;180
06.01.2023 03:00;;;180;;06.01.2023 02:45;180
06.01.2023 03:15;;;180;;06.01.2023 03:00;180
06.01.2023 03:30;;;180;;06.01.2023 03:15;180
06.01.2023 03:45;;;175;;06.01.2023 03:30;175
06.01.2023 04:00;;;180;;06.01.2023 03:45;180
06.01.2023 04:15;;;175;;06.01.2023 04:00;175
06.01.2023 04:30;;;165;;06.01.2023 04:15;165
06.01.2023 04:45;;;175;;06.01.2023 04:30;175
06.01.2023 05:00;;;170;;06.01.2023 04:45;170
06.01.2023 05:15;;;175;;06.01.2023 05:00;175
06.01.2023 05:30;;;175;;06.01.2023 05:15;175
06.01.2023 05:45;;;180;;06.01.2023 05:30;180
06.01.2023 06:00;;;175;;06.01.2023 05:45;175
06.01.2023 06:15;;;180;;06.01.2023 06:00;180
06.01.2023 06:30;;;175;;06.01.2023 06:15;175
06.01.2023 06:45;;;190;;06.01.2023 06:30;190
06.01.2023 07:00;;;205;;06.01.2023 06:45;205
06.01.2023 07:15;;;200;;06.01.2023 07:00;200
06.01.2023 07:30;;;210;;06.01.2023 07:15;210
06.01.2023 07:45;;;225;;06.01.2023 07:30;225
06.01.2023 08:00;;;215;;06.01.2023 07:45;215
06.01.2023 08:15;;;230;;06.01.2023 08:00;230
06.01.2023 08:30;;;255;;06.01.2023 08:15;255
06.01.2023 08:45;;;275,2;;06.01.2023 08:30;275,2
06.01.2023 09:00;;;306,1;;06.01.2023 08:45;306,1
06.01.2023 09:15;;;351,5;;06.01.2023 09:00;351,5
06.01.2023 09:30;;;375,5;;06.01.2023 09:15;375,5
06.01.2023 09:45;;;370,2;;06.01.2023 09:30;370,2
06.01.2023 10:00;;;405,6;;06.01.2023 09:45;405,6
06.01.2023 10:15;;;421,5;;06.01.2023 10:00;421,5
06.01.2023 10:30;;;435,1;;06.01.2023 10:15;435,1
06.01.2023 10:45;;;468,9;;06.01.2023 10:30;468,9
06.01.2023 11:00;;;480,7;;06.01.2023 10:45;480,7
06.01.2023 11:15;;;518,9;;06.01.2023 11:00;518,9
06.01.2023 11:30;;;522,4;;06.01.2023 11:15;522,4
06.01.2023 11:45;;;534;;06.01.2023 11:30;534
06.01.2023 12:00;;;566,9;;06.01.2023 11:45;566,9
06.01.2023 12:15;;;575,2;;06.01.2023 12:00;575,2
06.01.2023 12:30;;;566,2;;06.01.2023 12:15;566,2
06.01.2023 12:45;;;573,6;;06.01.2023 12:30;573,6
06.01.2023 13:00;;;592,5;;06.01.2023 12:45;592,5
06.01.2023 13:15;;;574,7;;06.01.2023 13:00;574,7
06.01.2023 13:30;;;601,7;;06.01.2023 13:15;601,7
06.01.2023 13:45;;;596,8;;06.01.2023 13:30;596,8
06.01.2023 14:00;;;579,8;;06.01.2023 13:45;579,8
06.01.2023 14:15;;;576,6;;06.01.2023 14:00;576,6
06.01.2023 14:30;;;568,1;;06.01.2023 14:15;568,1
06.01.2023 14:45;;;568;;06.01.2023 14:30;568
06.01.2023 15:00;;;580,3;;06.01.2023 14:45;580,3
06.01.2023 15:15;;;573,7;;06.01.2023 15:00;573,7
06.01.2023 15:30;;;591;;06.01.2023 15:15;591
06.01.2023 15:45;;;585,1;;06.01.2023 15:30;585,1
06.01.2023 16:00;;;565,3;;06.01.2023 15:45;565,3
06.01.2023 16:15;;;585,2;;06.01.2023 16:00;585,2
06.01.2023 16:30;;;625;;06.01.2023 16:15;625
06.01.2023 16:45;;;615;;06.01.2023 16:30;615
06.01.2023 17:00;;;600;;06.01.2023 16:45;600
06.01.2023 17:15;;;585;;06.01.2023 17:00;585
06.01.2023 17:30;;;595;;06.01.2023 17:15;595
06.01.2023 17:45;;;605;;06.01.2023 17:30;605
06.01.2023 18:00;;;600;;06.01.2023 17:45;600
06.01.2023 18:15;;;565;;06.01.2023 18:00;565
06.01.2023 18:30;;;550;;06.01.2023 18:15;550
06.01.2023 18:45;;;525;;06.01.2023 18:30;525
06.01.2023 19:00;;;495;;06.01.2023 18:45;495
06.01.2023 19:15;;;480;;06.01.2023 19:00;480
06.01.2023 19:30;;;460;;06.01.2023 19:15;460
06.01.2023 19:45;;;405;;06.01.2023 19:30;405
06.01.2023 20:00;;;365;;06.01.2023 19:45;365
06.01.2023 20:15;;;330;;06.01.2023 20:00;330
06.01.2023 20:30;;;285;;06.01.2023 20:15;285
06.01.2023 20:45;;;255;;06.01.2023 20:30;255
06.01.2023 21:00;;;250;;06.01.2023 20:45;250
06.01.2023 21:15;;;225;;06.01.2023 21:00;225
06.01.2023 21:30;;;220;;06.01.2023 21:15;220
06.01.2023 21:45;;;210;;06.01.2023 21:30;210
06.01.2023 22:00;;;225;;06.01.2023 21:45;225
06.01.2023 22:15;;;205;;06.01.2023 22:00;205
06.01.2023 22:30;;;200;;06.01.2023 22:15;200
06.01.2023 22:45;;;200;;06.01.2023 22:30;200
06.01.2023 23:00;;;185;;06.01.2023 22:45;185
06.01.2023 23:15;;;195;;06.01.2023 23:00;195
06.01.2023 23:30;;;195;;06.01.2023 23:15;195
06.01.2023 23:45;;;200;;06.01.2023 23:30;200
07.01.2023 00:00;;;185;;06.01.2023 23:45;185
07.01.2023 00:15;;;190;;07.01.2023 00:00;190
07.01.2023 00:30;;;195;;07.01.2023 00:15;195
07.01.2023 00:45;;;190;;07.01.2023 00:30;190
07.01.2023 01:00;;;190;;07.01.2023 00:45;190
07.01.2023 01:15;;;195;;07.01.2023 01:00;195
07.01.2023 01:30;;;195;;07.01.2023 01:15;195
07.01.2023 01:45;;;190;;07.01.2023 01:30;190
07.01.2023 02:00;;;200;;07.01.2023 01:45;200
07.01.2023 02:15;;;190;;07.01.2023 02:00;190
07.01.2023 02:30;;;190;;07.01.2023 02:15;190
07.01.2023 02:45;;;190;;07.01.2023 02:30;190
07.01.2023 03:00;;;190;;07.01.2023 02:45;190
07.01.2023 03:15;;;185;;07.01.2023 03:00;185
07.01.2023 03:30;;;190;;07.01.2023 03:15;190
07.01.2023 03:45;;;195;;07.01.2023 03:30;195
07.01.2023 04:00;;;190;;07.01.2023 03:45;190
07.01.2023 04:15;;;190;;07.01.2023 04:00;190
07.01.2023 04:30;;;185;;07.01.2023 04:15;185
07.01.2023 04:45;;;180;;07.01.2023 04:30;180
07.01.2023 05:00;;;185;;07.01.2023 04:45;185
07.01.2023 05:15;;;185;;07.01.2023 05:00;185
07.01.2023 05:30;;;180;;07.01.2023 05:15;180
07.01.2023 05:45;;;180;;07.01.2023 05:30;180
07.01.2023 06:00;;;190;;07.01.2023 05:45;190
07.01.2023 06:15;;;180;;07.01.2023 06:00;180
07.01.2023 06:30;;;180;;07.01.2023 06:15;180
07.01.2023 06:45;;;185;;07.01.2023 06:30;185
07.01.2023 07:00;;;205;;07.01.2023 06:45;205
07.01.2023 07:15;;;205;;07.01.2023 07:00;205
07.01.2023 07:30;;;195;;07.01.2023 07:15;195
07.01.2023 07:45;;;210;;07.01.2023 07:30;210
07.01.2023 08:00;;;200;;07.01.2023 07:45;200
07.01.2023 08:15;;;220;;07.01.2023 08:00;220
07.01.2023 08:30;;;250;;07.01.2023 08:15;250
07.01.2023 08:45;;;281,6;;07.01.2023 08:30;281,6
07.01.2023 09:00;;;278,2;;07.01.2023 08:45;278,2
07.01.2023 09:15;;;289,7;;07.01.2023 09:00;289,7
07.01.2023 09:30;;;310,4;;07.01.2023 09:15;310,4
07.01.2023 09:45;;;328,1;;07.01.2023 09:30;328,1
07.01.2023 10:00;;;374;;07.01.2023 09:45;374
07.01.2023 10:15;;;398,2;;07.01.2023 10:00;398,2
07.01.2023 10:30;;;423,2;;07.01.2023 10:15;423,2
07.01.2023 10:45;;;472,2;;07.01.2023 10:30;472,2
07.01.2023 11:00;;;471,5;;07.01.2023 10:45;471,5
07.01.2023 11:15;;;500,3;;07.01.2023 11:00;500,3
07.01.2023 11:30;;;501,3;;07.01.2023 11:15;501,3
07.01.2023 11:45;;;525,8;;07.01.2023 11:30;525,8
07.01.2023 12:00;;;540,5;;07.01.2023 11:45;540,5
07.01.2023 12:15;;;552,7;;07.01.2023 12:00;552,7
07.01.2023 12:30;;;562,6;;07.01.2023 12:15;562,6
07.01.2023 12:45;;;571,2;;07.01.2023 12:30;571,2
07.01.2023 13:00;;;551,4;;07.01.2023 12:45;551,4
07.01.2023 13:15;;;550;;07.01.2023 13:00;550
07.01.2023 13:30;;;559,7;;07.01.2023 13:15;559,7
07.01.2023 13:45;;;566,1;;07.01.2023 13:30;566,1
07.01.2023 14:00;;;561,8;;07.01.2023 13:45;561,8
07.01.2023 14:15;;;567,7;;07.01.2023 14:00;567,7
07.01.2023 14:30;;;568,1;;07.01.2023 14:15;568,1
07.01.2023 14:45;;;561,3;;07.01.2023 14:30;561,3
07.01.2023 15:00;;;573,1;;07.01.2023 14:45;573,1
07.01.2023 15:15;;;564,7;;07.01.2023 15:00;564,7
07.01.2023 15:30;;;572;;07.01.2023 15:15;572
07.01.2023 15:45;;;559,5;;07.01.2023 15:30;559,5
07.01.2023 16:00;;;582,3;;07.01.2023 15:45;582,3
07.01.2023 16:15;;;586,8;;07.01.2023 16:00;586,8
07.01.2023 16:30;;;605;;07.01.2023 16:15;605
07.01.2023 16:45;;;615;;07.01.2023 16:30;615
07.01.2023 17:00;;;600;;07.01.2023 16:45;600
07.01.2023 17:15;;;580;;07.01.2023 17:00;580
07.01.2023 17:30;;;575;;07.01.2023 17:15;575
07.01.2023 17:45;;;570;;07.01.2023 17:30;570
07.01.2023 18:00;;;575;;07.01.2023 17:45;575
07.01.2023 18:15;;;565;;07.01.2023 18:00;565
07.01.2023 18:30;;;555;;07.01.2023 18:15;555
07.01.2023 18:45;;;530;;07.01.2023 18:30;530
07.01.2023 19:00;;;525;;07.01.2023 18:45;525
07.01.2023 19:15;;;505;;07.01.2023 19:00;505
07.01.2023 19:30;;;475;;07.01.2023 19:15;475
07.01.2023 19:45;;;390;;07.01.2023 19:30;390
07.01.2023 20:00;;;325;;07.01.2023 19:45;325
07.01.2023 20:15;;;305;;07.01.2023 20:00;305
07.01.2023 20:30;;;280;;07.01.2023 20:15;280
07.01.2023 20:45;;;250;;07.01.2023 20:30;250
07.01.2023 21:00;;;235;;07.01.2023 20:45;235
07.01.2023 21:15;;;220;;07.01.2023 21:00;220
07.01.2023 21:30;;;220;;07.01.2023 21:15;220
07.01.2023 21:45;;;225;;07.01.2023 21:30;225
07.01.2023 22:00;;;210;;07.01.2023 21:45;210
07.01.2023 22:15;;;220;;07.01.2023 22:00;220
07.01.2023 22:30;;;205;;07.01.2023 22:15;205
07.01.2023 22:45;;;200;;07.01.2023 22:30;200
07.01.2023 23:00;;;195;;07.01.2023 22:45;195
07.01.2023 23:15;;;195;;07.01.2023 23:00;195
07.01.2023 23:30;;;195;;07.01.2023 23:15;195
07.01.2023 23:45;;;190;;07.01.2023 23:30;190
08.01.2023 00:00;;;180;;07.01.2023 23:45;180
08.01.2023 00:15;;;185;;08.01.2023 00:00;185
08.01.2023 00:30;;;185;;08.01.2023 00:15;185
08.01.2023 00:45;;;185;;08.01.2023 00:30;185
08.01.2023 01:00;;;180;;08.01.2023 00:45;180
08.01.2023 01:15;;;180;;08.01.2023 01:00;180
08.01.2023 01:30;;;170;;08.01.2023 01:15;170
08.01.2023 01:45;;;185;;08.01.2023 01:30;185
08.01.2023 02:00;;;175;;08.01.2023 01:45;175
08.01.2023 02:15;;;175;;08.01.2023 02:00;175
08.01.2023 02:30;;;180;;08.01.2023 02:15;180
08.01.2023 02:45;;;170;;08.01.2023 02:30;170
08.01.2023 03:00;;;180;;08.01.2023 02:45;180
08.01.2023 03:15;;;170;;08.01.2023 03:00;170
08.01.2023 03:30;;;175;;08.01.2023 03:15;175
08.01.2023 03:45;;;170;;08.01.2023 03:30;170
08.01.2023 04:00;;;175;;08.01.2023 03:45;175
08.01.2023 04:15;;;165;;08.01.2023 04:00;165
08.01.2023 04:30;;;170;;08.01.2023 04:15;170
08.01.2023 04:45;;;165;;08.01.2023 04:30;165
08.01.2023 05:00;;;175;;08.01.2023 04:45;175
08.01.2023 05:15;;;170;;08.01.2023 05:00;170
08.01.2023 05:30;;;170;;08.01.2023 05:15;170
08.01.2023 05:45;;;175;;08.01.2023 05:30;175
08.01.2023 06:00;;;170;;08.01.2023 05:45;170
08.01.2023 06:15;;;175;;08.01.2023 06:00;175
08.01.2023 06:30;;;175;;08.01.2023 06:15;175
08.01.2023 06:45;;;170;;08.01.2023 06:30;170
08.01.2023 07:00;;;190;;08.01.2023 06:45;190
08.01.2023 07:15;;;190;;08.01.2023 07:00;190
08.01.2023 07:30;;;190;;08.01.2023 07:15;190
08.01.2023 07:45;;;195;;08.01.2023 07:30;195
08.01.2023 08:00;;;195;;08.01.2023 07:45;195
08.01.2023 08:15;;;200;;08.01.2023 08:00;200
08.01.2023 08:30;;;215;;08.01.2023 08:15;215
08.01.2023 08:45;;;237,1;;08.01.2023 08:30;237,1
08.01.2023 09:00;;;256;;08.01.2023 08:45;256
08.01.2023 09:15;;;295,2;;08.01.2023 09:00;295,2
08.01.2023 09:30;;;324,6;;08.01.2023 09:15;324,6
08.01.2023 09:45;;;355,9;;08.01.2023 09:30;355,9
08.01.2023 10:00;;;359,9;;08.01.2023 09:45;359,9
08.01.2023 10:15;;;381,8;;08.01.2023 10:00;381,8
08.01.2023 10:30;;;416,9;;08.01.2023 10:15;416,9
08.01.2023 10:45;;;451,9;;08.01.2023 10:30;451,9
08.01.2023 11:00;;;493,4;;08.01.2023 10:45;493,4
08.01.2023 11:15;;;502,8;;08.01.2023 11:00;502,8
08.01.2023 11:30;;;525,9;;08.01.2023 11:15;525,9
08.01.2023 11:45;;;542,5;;08.01.2023 11:30;542,5
08.01.2023 12:00;;;537,1;;08.01.2023 11:45;537,1
08.01.2023 12:15;;;569,5;;08.01.2023 12:00;569,5
08.01.2023 12:30;;;575,9;;08.01.2023 12:15;575,9
08.01.2023 12:45;;;581,3;;08.01.2023 12:30;581,3
08.01.2023 13:00;;;585,8;;08.01.2023 12:45;585,8
08.01.2023 13:15;;;605,4;;08.01.2023 13:00;605,4
08.01.2023 13:30;;;585,3;;08.01.2023 13:15;585,3
08.01.2023 13:45;;;593,2;;08.01.2023 13:30;593,2
08.01.2023 14:00;;;606;;08.01.2023 13:45;606
08.01.2023 14:15;;;609,7;;08.01.2023 14:00;609,7
08.01.2023 14:30;;;585,4;;08.01.2023 14:15;585,4
08.01.2023 14:45;;;590,8;;08.01.2023 14:30;590,8
08.01.2023 15:00;;;594,7;;08.01.2023 14:45;594,7
08.01.2023 15:15;;;587,9;;08.01.2023 15:00;587,9
08.01.2023 15:30;;;589,4;;08.01.2023 15:15;589,4
08.01.2023 15:45;;;586,1;;08.01.2023 15:30;586,1
08.01.2023 16:00;;;615,1;;08.01.2023 15:45;615,1
08.01.2023 16:15;;;595;;08.01.2023 16:00;595
08.01.2023 16:30;;;610;;08.01.2023 16:15;610
08.01.2023 16:45;;;590;;08.01.2023 16:30;590
08.01.2023 17:00;;;600;;08.01.2023 16:45;600
08.01.2023 17:15;;;590;;08.01.2023 17:00;590
08.01.2023 17:30;;;585;;08.01.2023 17:15;585
08.01.2023 17:45;;;575;;08.01.2023 17:30;575
08.01.2023 18:00;;;590;;08.01.2023 17:45;590
08.01.2023 18:15;;;585;;08.01.2023 18:00;585
08.01.2023 18:30;;;550;;08.01.2023 18:15;550
08.01.2023 18:45;;;540;;08.01.2023 18:30;540
08.01.2023 19:00;;;520;;08.01.2023 18:45;520
08.01.2023 19:15;;;495;;08.01.2023 19:00;495
08.01.2023 19:30;;;460;;08.01.2023 19:15;460
08.01.2023 19:45;;;400;;08.01.2023 19:30;400
08.01.2023 20:00;;;355;;08.01.2023 19:45;355
08.01.2023 20:15;;;315;;08.01.2023 20:00;315
08.01.2023 20:30;;;285;;08.01.2023 20:15;285
08.01.2023 20:45;;;260;;08.01.2023 20:30;260
08.01.2023 21:00;;;240;;08.01.2023 20:45;240
08.01.2023 21:15;;;225;;08.01.2023 21:00;225
08.01.2023 21:30;;;215;;08.01.2023 21:15;215
08.01.2023 21:45;;;225;;08.01.2023 21:30;225
08.01.2023 22:00;;;215;;08.01.2023 21:45;215
08.01.2023 22:15;;;205;;08.01.2023 22:00;205
08.01.2023 22:30;;;195;;08.01.2023 22:15;195
08.01.2023 22:45;;;190;;08.01.2023 22:30;190
08.01.2023 23:00;;;195;;08.01.2023 22:45;195
08.01.2023 23:15;;;195;;08.01.2023 23:00;195
08.01.2023 23:30;;;190;;08.01.2023 23:15;190
08.01.2023 23:45;;;190;;08.01.2023 23:30;190
09.01.2023 00:00;;;190;;08.01.2023 23:45;190
09.01.2023 00:15;;;175;;09.01.2023 00:00;175
09.01.2023 00:30;;;190;;09.01.2023 00:15;190
09.01.2023 00:45;;;185;;09.01.2023 00:30;185
09.01.2023 01:00;;;180;;09.01.2023 00:45;180
09.01.2023 01:15;;;185;;09.01.2023 01:00;185
09.01.2023 01:30;;;180;;09.01.2023 01:15;180
09.01.2023 01:45;;;190;;09.01.2023 01:30;190
09.01.2023 02:00;;;180;;09.01.2023 01:45;180
09.01.2023 02:15;;;180;;09.01.2023 02:00;180
09.01.2023 02:30;;;180;;09.01.2023 02:15;180
09.01.2023 02:45;;;175;;09.01.2023 02:30;175
09.01.2023 03:00;;;180;;09.01.2023 02:45;180
09.01.2023 03:15;;;180;;09.01.2023 03:00;180
09.01.2023 03:30;;;175;;09.01.2023 03:15;175
09.01.2023 03:45;;;180;;09.01.2023 03:30;180
09.01.2023 04:00;;;175;;09.01.2023 03:45;175
09.01.2023 04:15;;;170;;09.01.2023 04:00;170
09.01.2023 04:30;;;185;;09.01.2023 04:15;185
09.01.2023 04:45;;;175;;09.01.2023 04:30;175
09.01.2023 05:00;;;175;;09.01.2023 04:45;175
09.01.2023 05:15;;;175;;09.01.2023 05:00;175
09.01.2023 05:30;;;180;;09.01.2023 05:15;180
09.01.2023 05:45;;;180;;09.01.2023 05:30;180
09.01.2023 06:00;;;175;;09.01.2023 05:45;175
09.01.2023 06:15;;;175;;09.01.2023 06:00;175
09.01.2023 06:30;;;180;;09.01.2023 06:15;180
09.01.2023 06:45;;;180;;09.01.2023 06:30;180
09.01.2023 07:00;;;185;;09.01.2023 06:45;185
09.01.2023 07:15;;;195;;09.01.2023 07:00;195
09.01.2023 07:30;;;205;;09.01.2023 07:15;205
09.01.2023 07:45;;;210;;09.01.2023 07:30;210
09.01.2023 08:00;;;215;;09.01.2023 07:45;215
09.01.2023 08:15;;;245;;09.01.2023 08:00;245
09.01.2023 08:30;;;285;;09.01.2023 08:15;285
09.01.2023 08:45;;;280,1;;09.01.2023 08:30;280,1
09.01.2023 09:00;;;287,8;;09.01.2023 08:45;287,8
09.01.2023 09:15;;;362,8;;09.01.2023 09:00;362,8
09.01.2023 09:30;;;373,1;;09.01.2023 09:15;373,1
09.01.2023 09:45;;;385,6;;09.01.2023 09:30;385,6
09.01.2023 10:00;;;416,8;;09.01.2023 09:45;416,8
09.01.2023 10:15;;;443,2;;09.01.2023 10:00;443,2
09.01.2023 10:30;;;478,4;;09.01.2023 10:15;478,4
09.01.2023 10:45;;;497,7;;09.01.2023 10:30;497,7
09.01.2023 11:00;;;503,5;;09.01.2023 10:45;503,5
09.01.2023 11:15;;;533,2;;09.01.2023 11:00;533,2
09.01.2023 11:30;;;573,1;;09.01.2023 11:15;573,1
09.01.2023 11:45;;;568,8;;09.01.2023 11:30;568,8
09.01.2023 12:00;;;560,6;;09.01.2023 11:45;560,6
09.01.2023 12:15;;;582,6;;09.01.2023 12:00;582,6
09.01.2023 12:30;;;578,3;;09.01.2023 12:15;578,3
09.01.2023 12:45;;;575,5;;09.01.2023 12:30;575,5
09.01.2023 13:00;;;582,3;;09.01.2023 12:45;582,3
09.01.2023 13:15;;;593,8;;09.01.2023 13:00;593,8
09.01.2023 13:30;;;598,8;;09.01.2023 13:15;598,8
09.01.2023 13:45;;;612,6;;09.01.2023 13:30;612,6
09.01.2023 14:00;;;584,6;;09.01.2023 13:45;584,6
09.01.2023 14:15;;;586;;09.01.2023 14:00;586
09.01.2023 14:30;;;582,8;;09.01.2023 14:15;582,8
09.01.2023 14:45;;;569,3;;09.01.2023 14:30;569,3
09.01.2023 15:00;;;553,1;;09.01.2023 14:45;553,1
09.01.2023 15:15;;;563,6;;09.01.2023 15:00;563,6
09.01.2023 15:30;;;562,3;;09.01.2023 15:15;562,3
09.01.2023 15:45;;;578,5;;09.01.2023 15:30;578,5
09.01.2023 16:00;;;571,1;;09.01.2023 15:45;571,1
09.01.2023 16:15;;;575,7;;09.01.2023 16:00;575,7
09.01.2023 16:30;;;565;;09.01.2023 16:15;565
09.01.2023 16:45;;;570;;09.01.2023 16:30;570
09.01.2023 17:00;;;580;;09.01.2023 16:45;580
09.01.2023 17:15;;;565;;09.01.2023 17:00;565
09.01.2023 17:30;;;580;;09.01.2023 17:15;580
09.01.2023 17:45;;;580;;09.01.2023 17:30;580
09.01.2023 18:00;;;585;;09.01.2023 17:45;585
09.01.2023 18:15;;;560;;09.01.2023 18:00;560
09.01.2023 18:30;;;555;;09.01.2023 18:15;555
09.01.2023 18:45;;;560;;09.01.2023 18:30;560
09.01.2023 19:00;;;510;;09.01.2023 18:45;510
09.01.2023 19:15;;;500;;09.01.2023 19:00;500
09.01.2023 19:30;;;475;;09.01.2023 19:15;475
09.01.2023 19:45;;;410;;09.01.2023 19:30;410
09.01.2023 20:00;;;370;;09.01.2023 19:45;370
09.01.2023 20:15;;;330;;09.01.2023 20:00;330
09.01.2023 20:30;;;290;;09.01.2023 20:15;290
09.01.2023 20:45;;;270;;09.01.2023 20:30;270
09.01.2023 21:00;;;240;;09.01.2023 20:45;240
09.01.2023 21:15;;;230;;09.01.2023 21:00;230
09.01.2023 21:30;;;235;;09.01.2023 21:15;235
09.01.2023 21:45;;;215;;09.01.2023 21:30;215
09.01.2023 22:00;;;205;;09.01.2023 21:45;205
09.01.2023 22:15;;;205;;09.01.2023 22:00;205
09.01.2023 22:30;;;195;;09.01.2023 22:15;195
09.01.2023 22:45;;;200;;09.01.2023 22:30;200
09.01.2023 23:00;;;195;;09.01.2023 22:45;195
09.01.2023 23:15;;;195;;09.01.2023 23:00;195
09.01.2023 23:30;;;195;;09.01.2023 23:15;195
09.01.2023 23:45;;;200;;09.01.2023 23:30;200
10.01.2023 00:00;;;195;;09.01.2023 23:45;195
10.01.2023 00:15;;;200;;10.01.2023 00:00;200
10.01.2023 00:30;;;185;;10.01.2023 00:15;185
10.01.2023 00:45;;;180;;10.01.2023 00:30;180
10.01.2023 01:00;;;185;;10.01.2023 00:45;185
10.01.2023 01:15;;;190;;10.01.2023 01:00;190
10.01.2023 01:30;;;205;;10.01.2023 01:15;205
10.01.2023 01:45;;;185;;10.01.2023 01:30;185
10.01.2023 02:00;;;195;;10.01.2023 01:45;195
10.01.2023 02:15;;;190;;10.01.2023 02:00;190
10.01.2023 02:30;;;180;;10.01.2023 02:15;180
10.01.2023 02:45;;;185;;10.01.2023 02:30;185
10.01.2023 03:00;;;185;;10.01.2023 02:45;185
10.01.2023 03:15;;;175;;10.01.2023 03:00;175
10.01.2023 03:30;;;180;;10.01.2023 03:15;180
10.01.2023 03:45;;;175;;10.01.2023 03:30;175
10.01.2023 04:00;;;180;;10.01.2023 03:45;180
10.01.2023 04:15;;;185;;10.01.2023 04:00;185
10.01.2023 04:30;;;175;;10.01.2023 04:15;175
10.01.2023 04:45;;;180;;10.01.2023 04:30;180
10.01.2023 05:00;;;170;;10.01.2023 04:45;170
10.01.2023 05:15;;;170;;10.01.2023 05:00;170
10.01.2023 05:30;;;190;;10.01.2023 05:15;190
10.01.2023 05:45;;;175;;10.01.2023 05:30;175
10.01.2023 06:00;;;175;;10.01.2023 05:45;175
10.01.2023 06:15;;;175;;10.01.2023 06:00;175
10.01.2023 06:30;;;170;;10.01.2023 06:15;170
10.01.2023 06:45;;;175;;10.01.2023 06:30;175
10.01.2023 07:00;;;190;;10.01.2023 06:45;190
10.01.2023 07:15;;;180;;10.01.2023 07:00;180
10.01.2023 07:30;;;185;;10.01.2023 07:15;185
10.01.2023 07:45;;;180;;10.01.2023 07:30;180
10.01.2023 08:00;;;190;;10.01.2023 07:45;190
10.01.2023 08:15;;;195;;10.01.2023 08:00;195
10.01.2023 08:30;;;185,1;;10.01.2023 08:15;185,1
10.01.2023 08:45;;;187,1;;10.01.2023 08:30;187,1
10.01.2023 09:00;;;186,8;;10.01.2023 08:45;186,8
10.01.2023 09:15;;;185,9;;10.01.2023 09:00;185,9
10.01.2023 09:30;;;208,4;;10.01.2023 09:15;208,4
10.01.2023 09:45;;;192,4;;10.01.2023 09:30;192,4
10.01.2023 10:00;;;197,4;;10.01.2023 09:45;197,4
10.01.2023 10:15;;;211,2;;10.01.2023 10:00;211,2
10.01.2023 10:30;;;203,5;;10.01.2023 10:15;203,5
10.01.2023 10:45;;;212,5;;10.01.2023 10:30;212,5
10.01.2023 11:00;;;210,6;;10.01.2023 10:45;210,6
10.01.2023 11:15;;;205,7;;10.01.2023 11:00;205,7
10.01.2023 11:30;;;199,5;;10.01.2023 11:15;199,5
10.01.2023 11:45;;;216,5;;10.01.2023 11:30;216,5
10.01.2023 12:00;;;234,7;;10.01.2023 11:45;234,7
10.01.2023 12:15;;;227;;10.01.2023 12:00;227
10.01.2023 12:30;;;227,6;;10.01.2023 12:15;227,6
10.01.2023 12:45;;;227,4;;10.01.2023 12:30;227,4
10.01.2023 13:00;;;234;;10.01.2023 12:45;234
10.01.2023 13:15;;;240;;10.01.2023 13:00;240
10.01.2023 13:30;;;231,7;;10.01.2023 13:15;231,7
10.01.2023 13:45;;;232;;10.01.2023 13:30;232
10.01.2023 14:00;;;215,2;;10.01.2023 13:45;215,2
10.01.2023 14:15;;;224,3;;10.01.2023 14:00;224,3
10.01.2023 14:30;;;230,9;;10.01.2023 14:15;230,9
10.01.2023 14:45;;;233,6;;10.01.2023 14:30;233,6
10.01.2023 15:00;;;224,1;;10.01.2023 14:45;224,1
10.01.2023 15:15;;;217,9;;10.01.2023 15:00;217,9
